name	result	time_in_seconds	nationality	year
Elisa Balsamo	1	13947	Italy	2021
Marianne Vos	2	0	Netherlands	2021
Katarzyna Niewiadoma	3	1	Poland	2021
Blanka Vas	4	1	Hungary	2021
Arlenis Sierra	5	1	Cuba	2021
Alison Jackson	6	1	Canada	2021
Demi Vollering	7	1	Netherlands	2021
Cecilie Uttrup Ludwig	8	1	Denmark	2021
Lisa Brennauer	9	1	Germany	2021
Coryn Labecki	10	1	United States	2021
Ashleigh Moolman	11	1	South Africa	2021
Alena Amialiusik	12	1	Belarus	2021
Elise Chabbey	13	1	Switzerland	2021
Elizabeth Deignan	14	1	Great Britain	2021
Sina Frei	15	1	Switzerland	2021
Lotte Kopecky	16	1	Belgium	2021
Elisa Longo Borghini	17	1	Italy	2021
Ellen van Dijk	18	8	Netherlands	2021
Annemiek van Vleuten	19	8	Netherlands	2021
Marta Cavalli	20	15	Italy	2021
Ruth Winder	21	17	United States	2021
Marta Bastianelli	22	17	Italy	2021
Maria Giulia Confalonieri	23	29	Italy	2021
Rachel Neylan	24	45	Australia	2021
Anna Henderson	25	49	Great Britain	2021
Ella Harris	26	49	New Zealand	2021
Audrey Cordon-Ragot	27	49	France	2021
Spela Kern	28	50	Slovenia	2021
Mavi Garcia	29	50	Spain	2021
Amy Pieters	30	50	Netherlands	2021
Karol-Ann Canuel	31	50	Canada	2021
Chantal van den Broek-Blaak	32	50	Netherlands	2021
Christine Majerus	33	50	Luxembourg	2021
Jolien d'Hoore	34	81	Belgium	2021
Pfeiffer Georgi	35	81	Great Britain	2021
Lucinda Brand	36	181	Netherlands	2021
Franziska Koch	37	209	Germany	2021
Sarah Roy	38	211	Australia	2021
Ane Santesteban	39	211	Spain	2021
Anna Shackley	40	211	Great Britain	2021
Tiffany Cromwell	41	211	Australia	2021
Paula Andrea Patino	42	211	Colombia	2021
Hanna Nilsson	43	211	Sweden	2021
Omer Shapira	44	211	Israel	2021
Aude Biannic	45	214	France	2021
Juliette Labous	46	214	France	2021
Anne Dorthe Ysland	47	383	Norway	2021
Jesse Vandenbulcke	48	451	Belgium	2021
Eugenie Duval	49	451	France	2021
Evita Muzic	50	451	France	2021
Karolina Kumiega	51	451	Poland	2021
Kristen Faulkner	52	502	United States	2021
Marta Lach	53	530	Poland	2021
Rasa Leleivyte	54	530	Lithuania	2021
Eider Merino	55	535	Spain	2021
Leah Thomas	56	553	United States	2021
Ganna Solovei	57	553	Ukraine	2021
Eugenia Bujak	58	553	Slovenia	2021
Shari Bossuyt	59	553	Belgium	2021
Jarmila Machacova	60	553	Czech Republic	2021
Hayley Preen	61	553	South Africa	2021
Noemi Ruegg	62	553	Switzerland	2021
Leah Kirchmann	63	553	Canada	2021
Michaela Drummond	64	553	New Zealand	2021
Amalie Dideriksen	65	553	Denmark	2021
Lisa Klein	66	553	Germany	2021
Sarah Rijkes	67	553	Austria	2021
Marta Jaskulska	68	553	Poland	2021
Sara Martin	69	553	Spain	2021
Anastasiya Kolesava	70	553	Belarus	2021
Tayler Wiles	71	553	United States	2021
Aurela Nerlo	72	553	Poland	2021
Nathalie Eklund	73	553	Sweden	2021
Kathrin Hammes	74	553	Germany	2021
Susanne Andersen	75	553	Norway	2021
Valerie Demey	76	553	Belgium	2021
Lourdes Oyarbide	77	553	Spain	2021
Ingvild Gaskjenn	78	553	Norway	2021
Julie Leth	79	553	Denmark	2021
Stine Borgli	80	553	Norway	2021
Sheyla Gutierrez	81	553	Spain	2021
Emma Norsgaard	82	553	Denmark	2021
Katrine Aalerud	83	553	Norway	2021
Alice Barnes	84	553	Great Britain	2021
Eri Yonamine	85	553	Japan	2021
Rotem Gafinovitz	86	553	Israel	2021
Romy Kasper	87	565	Germany	2021
Lea Lin Teutenberg	88	565	Germany	2021
Anna van der Breggen	89	570	Netherlands	2021
Marlen Reusser	90	570	Switzerland	2021
Niamh Fisher-Black	91	570	New Zealand	2021
Lauretta Hanson	92	570	Australia	2021
Amanda Spratt	93	570	Australia	2021
Vittoria Guazzini	94	570	Italy	2021
Elena Cecchini	95	570	Italy	2021
Marita Jensen	96	801	Denmark	2021
Karolina Karasiewicz	97	801	Poland	2021
Diana Penuela	98	801	Colombia	2021
Lizbeth Yareli Salazar	99	801	Mexico	2021
Phetdarin Somrat	100	801	Thailand	2021
Julia Borgstrom	101	801	Sweden	2021
Trine Holmsgaard	102	801	Denmark	2021
Daniela Campos	103	801	Portugal	2021
Christina Schweinberger	104	801	Austria	2021
Caroline Baur	105	801	Switzerland	2021
Lauren Stephens	106	801	United States	2021
Valeriya Kononenko	107	801	Ukraine	2021
Dana Rozlapa	108	801	Latvia	2021
Roxane Fournier	109	801	France	2021
Jelena Eric	110	801	Serbia	2021
Jessica Allen	111	801	Australia	2021
Frances Janse van Rensburg	112	1127	South Africa	2021
Yuliia Biriukova	113	1127	Ukraine	2021
Yanina Kuskova	114	1127	Uzbekistan	2021
Inga Cesuliene	115	1127	Lithuania	2021
Nina Berton	116	1321	Luxembourg	2021
Yeny Lorena Colmenares	117	1321	Colombia	2021
Chloe Hosking	DNF	0	Australia	2021
Lina Marcela Hernandez	DNF	0	Colombia	2021
Erika Milena Botero	DNF	0	Colombia	2021
Emilie Moberg	DNF	0	Norway	2021
Rebecca Koerner	DNF	0	Denmark	2021
Liane Lippert	DNF	0	Germany	2021
Caroline Andersson	DNF	0	Sweden	2021
Sara Penton	DNF	0	Sweden	2021
Fernanda Yapura	DNF	0	Argentina	2021
Luciana Roland	DNF	0	Argentina	2021
Joscelin Lowden	DNF	0	Great Britain	2021
Nicole Koller	DNF	0	Switzerland	2021
Bisrat Ghebremeskel	DNF	0	Eritrea	2021
Adyam Tesfalem	DNF	0	Eritrea	2021
Desiet Kidane	DNF	0	Eritrea	2021
Diane Ingabire	DNF	0	Rwanda	2021
Valantine Nzayisenga	DNF	0	Rwanda	2021
Tiffany Keep	DNF	0	South Africa	2021
Kerry Jonker	DNF	0	South Africa	2021
Courteney Webb	DNF	0	South Africa	2021
Lina Svarinska	DNF	0	Latvia	2021
Chaniporn Batriya	DNF	0	Thailand	2021
Kamonrada Khaoplot	DNF	0	Thailand	2021
