name	result	time_in_seconds	nationality	year
Filippo Ganna	1	2867	Italy	2021
Wout van Aert	2	6	Belgium	2021
Remco Evenepoel	3	44	Belgium	2021
Kasper Asgreen	4	46	Denmark	2021
Stefan Kung	5	67	Switzerland	2021
Tony Martin	6	78	Germany	2021
Stefan Bissegger	7	86	Switzerland	2021
Ethan Hayter	8	87	Great Britain	2021
Edoardo Affini	9	109	Italy	2021
Tadej Pogacar	10	113	Slovenia	2021
Max Walscheid	11	114	Germany	2021
Jos van Emden	12	114	Netherlands	2021
Nelson Oliveira	13	115	Portugal	2021
Remi Cavagna	14	119	France	2021
Jan Tratnik	15	124	Slovenia	2021
Daniel Bigham	16	131	Great Britain	2021
Mikkel Bjerg	17	136	Denmark	2021
Lawson Craddock	18	157	United States	2021
Ryan Gibbons	19	157	South Africa	2021
Hugo Houle	20	183	Canada	2021
Matteo Sobrero	21	186	Italy	2021
Brandon McNulty	22	189	United States	2021
Tom Scully	23	190	New Zealand	2021
Micha? Kwiatkowski	24	190	Poland	2021
Carlos Rodriguez	25	204	Spain	2021
Andreas Leknessund	26	207	Norway	2021
Benjamin Thomas	27	208	France	2021
Andreas Miltiadis	28	210	Cyprus	2021
Barnabas Peak	29	213	Hungary	2021
Rafael Reis	30	215	Portugal	2021
Dmitriy Gruzdev	31	239	Kazakhstan	2021
Josef Cerny	32	240	Czech Republic	2021
Ryan Mullen	33	252	Ireland	2021
Rigoberto Uran	34	258	Colombia	2021
Ognjen Ilic	35	259	Serbia	2021
Daniil Fominykh	36	302	Kazakhstan	2021
Felix Ritzinger	37	308	Austria	2021
Petr Rikunov	38	310	Russia	2021
Marcus Christie	39	320	Ireland	2021
Mykhaylo Kononenko	40	347	Ukraine	2021
Christofer Robin Jurado	41	370	Panama	2021
Venantas Lasinis	42	385	Lithuania	2021
Muradjan Halmuratov	43	389	Uzbekistan	2021
Franklin Archibold	44	408	Panama	2021
Ronald Kuba	45	473	Slovakia	2021
Runar Orn Agustsson	46	488	Iceland	2021
Nazir Jaser	47	500	Syria	2021
Sarawut Sirironnachai	48	515	Thailand	2021
Spas Gyurov	49	552	Bulgaria	2021
Akramjon Sunnatov	50	643	Uzbekistan	2021
Fadhel Alkhater	51	657	Qatar	2021
Ali Jawaid	52	666	Pakistan	2021
Lotfi Tchambaz	53	703	Algeria	2021
Khalil Amjad	54	800	Pakistan	2021
Christopher Symonds	55	1089	Ghana	2021
Stefan de Bod	DNS	0	South Africa	2021
Tsgabu Grmay	DNS	0	Ethiopia	2021
Hailemelekot Hailu	DNS	0	Ethiopia	2021
