name	result	time_in_seconds	nationality	year
Ellen van Dijk	1	2165	Netherlands	2021
Marlen Reusser	2	10	Switzerland	2021
Annemiek van Vleuten	3	24	Netherlands	2021
Amber Neben	4	84	United States	2021
Lisa Brennauer	5	89	Germany	2021
Juliette Labous	6	107	France	2021
Lisa Klein	7	112	Germany	2021
Joscelin Lowden	8	119	Great Britain	2021
Riejanne Markus	9	119	Netherlands	2021
Alena Amialiusik	10	139	Belarus	2021
Leah Kirchmann	11	154	Canada	2021
Emma Norsgaard	12	163	Denmark	2021
Karol-Ann Canuel	13	168	Canada	2021
Leah Thomas	14	170	United States	2021
Valeriya Kononenko	15	170	Ukraine	2021
Audrey Cordon-Ragot	16	176	France	2021
Anna Kiesenhofer	17	176	Austria	2021
Nathalie Eklund	18	177	Sweden	2021
Eugenia Bujak	19	179	Slovenia	2021
Karolina Karasiewicz	20	184	Poland	2021
Marta Jaskulska	21	186	Poland	2021
Julie Van de Velde	22	187	Belgium	2021
Omer Shapira	23	195	Israel	2021
Vittoria Guazzini	24	197	Italy	2021
Pfeiffer Georgi	25	198	Great Britain	2021
Ganna Solovei	26	210	Ukraine	2021
Katrine Aalerud	27	211	Norway	2021
Dana Rozlapa	28	218	Latvia	2021
Elena Pirrone	29	248	Italy	2021
Sara Van de Vel	30	248	Belgium	2021
Rebecca Koerner	31	248	Denmark	2021
Rotem Gafinovitz	32	259	Israel	2021
Tamara Dronova-Balabolina	33	262	Russia	2021
Lina Marcela Hernandez	34	262	Colombia	2021
Ziortza Isasi	35	271	Spain	2021
Fernanda Yapura	36	273	Argentina	2021
Agusta Edda Bjornsdottir	37	294	Iceland	2021
Frances Janse van Rensburg	38	316	South Africa	2021
Yanina Kuskova	39	319	Uzbekistan	2021
Hayley Preen	40	336	South Africa	2021
Daniela Campos	41	347	Portugal	2021
Yeny Lorena Colmenares	42	375	Colombia	2021
Phetdarin Somrat	43	404	Thailand	2021
Briet Kristy Gunnarsdottir	44	427	Iceland	2021
Luciana Roland	45	459	Argentina	2021
Adyam Tesfalem	46	523	Eritrea	2021
Diane Ingabire	47	552	Rwanda	2021
Kanza Malik	48	889	Pakistan	2021
Asma Jan	49	944	Pakistan	2021
Olga Zabelinskaya	DNS	0	Uzbekistan	2021
