name	result	time_in_seconds	nationality	year
Karen Kurreck	1	2302	United States	1994
Anne Samplonius	2	45	Canada	1994
Jeannie Longo	3	82	France	1994
Clara Hughes	4	88	Canada	1994
Maria Jongeling	5	100	Netherlands	1994
Rebecca Twigg	6	104	United States	1994
Vera Hohlfeld	7	116	Germany	1994
Marion Clignet	8	120	France	1994
Imelda Chiappa	9	120	Italy	1994
Jolanta Polikeviciute	10	130	Lithuania	1994
Tamara Polyakova	11	130	Ukraine	1994
Edita Pucinskaite	12	130	Lithuania	1994
Lone Larson	13	133	Denmark	1994
Svetlana Stolbova	14	134	Russia	1994
Elena Tchalykh	15	164	Azerbaijan	1994
Tea Vikstedt-Nyman	16	171	Finland	1994
Marie Holjer	17	172	Sweden	1994
Valentina Polkhanova	18	176	Russia	1994
NULL	19	179	NULL	1994
Nuria Florencio Cabre	20	182	Spain	1994
Bogumi?a Matusiak	21	187	Poland	1994
Susanne Ljungskog	22	192	Sweden	1994
Luzia Zberg	23	213	Switzerland	1994
Tracey Gaudry	24	218	Australia	1994
Heidi Van De Vijver	25	225	Belgium	1994
Cordula Gruber	26	246	Germany	1994
Patricia Santiago	27	260	Argentina	1994
Natascha den Ouden	28	261	Netherlands	1994
Samantha Rizzi	29	261	Italy	1994
Izasqun Bengoa	30	263	Spain	1994
May Britt Hartwell Valand	31	269	Norway	1994
Lenka Ilavska	32	282	Slovakia	1994
Maria Heim	33	301	Switzerland	1994
Irina Savonova	34	348	Belarus	1994
Pavlina Daneckova	35	354	Czech Republic	1994
Casilda Riquelme	36	370	Argentina	1994
Bony Eshel	37	381	Israel	1994
