name	result	time_in_seconds	nationality	year
Monica Valen	1	7683	Norway	1994
Patsy Maegerman	2	0	Belgium	1994
Jeanne Golay	3	0	United States	1994
Gulnara Fatkoulina	4	0	Russia	1994
Imelda Chiappa	5	0	Italy	1994
Svetlana Guiguileva	6	0	Ukraine	1994
Natalya Kishchuk	7	0	Ukraine	1994
Luzia Zberg	8	0	Switzerland	1994
Jeannie Longo	9	0	France	1994
Petra Walczewski	10	0	Switzerland	1994
Elsbeth van Rooy-Vink	11	0	Netherlands	1994
Vera Hohlfeld	12	0	Germany	1994
Nada Cristofoli	13	0	Italy	1994
Laura Charameda	14	0	United States	1994
Svetlana Samokhvalova	15	0	Russia	1994
Aleksandra Koliaseva	16	0	Russia	1994
Elisabeth Chevanne-Brunel	17	0	France	1994
Rasa Polikeviciute	18	0	Lithuania	1994
Claudia Lehmann	19	0	Germany	1994
Barbara Heeb	20	0	Switzerland	1994
Clara Hughes	21	0	Canada	1994
Susanne Ljungskog	22	0	Sweden	1994
Marion Clignet	23	0	France	1994
Susan Palmer-Komar	24	0	Canada	1994
Heidi Van De Vijver	25	0	Belgium	1994
Yvonne Troost-Brunen	26	0	Netherlands	1994
Anne Samplonius	27	0	Canada	1994
Bogumi?a Matusiak	28	0	Poland	1994
NULL	29	0	NULL	1994
Marion Borst	30	0	Netherlands	1994
Jocelyne Messori-Hugi	31	0	France	1994
Regina Schleicher	32	0	Germany	1994
Roberta Bonanomi	33	0	Italy	1994
Danielle Overgaag	34	0	Netherlands	1994
Olga Sokolova	35	0	Russia	1994
Diana Ziliute	36	0	Lithuania	1994
Susanne Plambeck	37	0	Germany	1994
Maria Heim	38	0	Switzerland	1994
Tamara Polyakova	39	0	Ukraine	1994
Margaret Henderson	40	0	Australia	1994
Dede Demet-Barry	41	0	United States	1994
Alison Dunlap	42	0	United States	1994
Edita Pucinskaite	43	0	Lithuania	1994
Fatima Blazquez	44	0	Spain	1994
Natalia Youganiouk	45	0	Ukraine	1994
Fabiana Luperini	46	46	Italy	1994
Anne-Marie Cooreman	47	52	Belgium	1994
NULL	48	74	NULL	1994
Ina-Yoko Teutenberg	49	74	Germany	1994
Ingrid Haringa	50	74	Netherlands	1994
Edita Kubelskiene	51	85	Lithuania	1994
NULL	52	132	NULL	1994
Marianne Berglund	53	154	Sweden	1994
Cecile Odin	54	184	France	1994
Catherine Marsal	55	184	France	1994
Tatiana Stiajkina	56	269	Ukraine	1994
Lenka Ilavska	57	279	Slovakia	1994
Marina Proudnikova	58	326	Russia	1994
Tea Vikstedt-Nyman	59	326	Finland	1994
Ana Barros	60	326	Portugal	1994
Vanja Vonckx	61	358	Belgium	1994
Karen Kurreck	62	462	United States	1994
Lotte Schmidt	63	617	Denmark	1994
Valentina Gerasimova	64	617	Russia	1994
Tanja Klein	65	617	Austria	1994
Irina Savonova	66	757	Belarus	1994
Svetlana Stepanova	67	757	Russia	1994
Marie Holjer	68	757	Sweden	1994
Berta Fernandez	69	1171	Spain	1994
Bony Eshel	70	1171	Israel	1994
Marcia Perrone	71	1171	Portugal	1994
Yvonne Elkuch	72	1171	Liechtenstein	1994
Edith Moerenhout-Klep	73	1183	Netherlands	1994
