name	result	time_in_seconds	nationality	year
NULL	1	24406	NULL	1984
Claudio Corti	2	14	Italy	1984
Steve Bauer	3	61	Canada	1984
Hubert Seiz	4	61	Switzerland	1984
Bernard Bourreau	5	61	France	1984
Robert Millar	6	68	Great Britain	1984
Eric Caritoux	7	72	France	1984
Palmiro Masciarelli	8	72	Italy	1984
Federico Echave	9	72	Spain	1984
Joop Zoetemelk	10	72	Netherlands	1984
Angel Arroyo	11	87	Spain	1984
Ludo Peeters	12	113	Belgium	1984
Marino Lejarreta	13	113	Spain	1984
Dominique Garde	14	129	France	1984
Bruno Leali	15	148	Italy	1984
Pierre Le Bigaut	16	148	France	1984
Moreno Argentin	17	184	Italy	1984
Juan Fernandez	18	184	Spain	1984
Jean-Philippe Vandenbrande	19	184	Belgium	1984
Gianbattista Baronchelli	20	184	Italy	1984
Jose Luis Navarro	21	184	Spain	1984
Johan van der Velde	22	184	Netherlands	1984
Niki Ruttimann	23	184	Switzerland	1984
Silvano Contini	24	184	Italy	1984
Jose Patrocinio Jimenez	25	184	Colombia	1984
Pedro Munoz	26	184	Spain	1984
Greg LeMond	27	184	United States	1984
Pierino Gavazzi	28	184	Italy	1984
NULL	29	184	NULL	1984
Dag-Otto Lauritzen	30	408	Norway	1984
Gottfried Gody Schmutz	31	437	Switzerland	1984
Marcus Burns	DNF	0	Australia	1984
NULL	DNF	0	NULL	1984
NULL	DNF	0	NULL	1984
Wayne Nichols	DNF	0	Australia	1984
Tom Sawyer	DNF	0	Australia	1984
Phil Anderson	DNF	0	Australia	1984
Pablo Emilio Wilches	DNF	0	Colombia	1984
Jose Francisco Rodriguez Maldonado	DNF	0	Colombia	1984
Dag Erik Pedersen	DNF	0	Norway	1984
Per Bausager	DNF	0	Denmark	1984
Jesper Worre	DNF	0	Denmark	1984
Jens Veggerby	DNF	0	Denmark	1984
Jørgen Marcussen	DNF	0	Denmark	1984
Steen-michael Petersen	DNF	0	Denmark	1984
Kim Andersen	DNF	0	Denmark	1984
Stefan Schropfer	DNF	0	Germany	1984
Hans Hindelang	DNF	0	Germany	1984
Reimund Dietzen	DNF	0	Germany	1984
Gotz Heine	DNF	0	Germany	1984
Henry Rinklin	DNF	0	Germany	1984
Uwe Bolten	DNF	0	Germany	1984
Rudi Weber	DNF	0	Germany	1984
Joachim Schlaphoff	DNF	0	Germany	1984
Tommy Prim	DNF	0	Sweden	1984
Sven-Ake Nilsson	DNF	0	Sweden	1984
Marco Antonio Lopez	DNF	0	Mexico	1984
Phil Bayton	DNF	0	Great Britain	1984
Bob Downs	DNF	0	Great Britain	1984
Charles Holbrook	DNF	0	United States	1984
Keith Vierra	DNF	0	United States	1984
Doug Shapiro	DNF	0	United States	1984
Richard Scibird	DNF	0	United States	1984
Matt Eaton	DNF	0	United States	1984
Jonathan Boyer	DNF	0	United States	1984
Steve Speaks	DNF	0	United States	1984
Tom Broznowski	DNF	0	United States	1984
John Eustice	DNF	0	United States	1984
Siegfried Hekimi	DNF	0	Switzerland	1984
Daniel Gisiger	DNF	0	Switzerland	1984
Daniel Wyder	DNF	0	Switzerland	1984
Gilbert Glaus	DNF	0	Switzerland	1984
Jean-Marie Grezet	DNF	0	Switzerland	1984
Bernard Gavillet	DNF	0	Switzerland	1984
Stefan Mutter	DNF	0	Switzerland	1984
Erich Machler	DNF	0	Switzerland	1984
Serge Demierre	DNF	0	Switzerland	1984
Acacio da Silva	DNF	0	Portugal	1984
Sean Kelly	DNF	0	Ireland	1984
Yehuda Gershoni	DNF	0	Israel	1984
Julian Gorospe	DNF	0	Spain	1984
Celestino Prieto	DNF	0	Spain	1984
Vicente Belda	DNF	0	Spain	1984
Jose Recio	DNF	0	Spain	1984
Faustino Ruperez	DNF	0	Spain	1984
Marino Amadori	DNF	0	Italy	1984
Roberto Ceruti	DNF	0	Italy	1984
Mario Beccia	DNF	0	Italy	1984
Francesco Moser	DNF	0	Italy	1984
Franco Chioccioli	DNF	0	Italy	1984
NULL	DNF	0	NULL	1984
Pascal Simon	DNF	0	France	1984
Marc Madiot	DNF	0	France	1984
Yvon Madiot	DNF	0	France	1984
Bernard Vallet	DNF	0	France	1984
Maurice Le Guilloux	DNF	0	France	1984
Bernard Hinault	DNF	0	France	1984
NULL	DNF	0	NULL	1984
Jacques Hanegraaf	DNF	0	Netherlands	1984
Gerard Veldscholten	DNF	0	Netherlands	1984
Henk Lubberding	DNF	0	Netherlands	1984
Adrie van der Poel	DNF	0	Netherlands	1984
Jan Raas	DNF	0	Netherlands	1984
Theo de Rooij	DNF	0	Netherlands	1984
Johan Lammerts	DNF	0	Netherlands	1984
Ad Wijnands	DNF	0	Netherlands	1984
Peter Winnen	DNF	0	Netherlands	1984
Steven Rooks	DNF	0	Netherlands	1984
William Tackaert	DNF	0	Belgium	1984
Frank Hoste	DNF	0	Belgium	1984
Jean-Luc Vandenbroucke	DNF	0	Belgium	1984
NULL	DNF	0	NULL	1984
Nico Emonds	DNF	0	Belgium	1984
Rudy Rogiers	DNF	0	Belgium	1984
Guy Nulens	DNF	0	Belgium	1984
Lucien Van Impe	DNF	0	Belgium	1984
Ronny Van Holen	DNF	0	Belgium	1984
Lucien Didier	DNF	0	Luxembourg	1984
Gerhard Zadrobilek	DNF	0	Austria	1984
