name	result	time_in_seconds	nationality	year
Juan Mauricio Soler	DNF	0	Colombia	2008
Kurt-Asle Arvesen	DNF	0	Norway	2008
Edvald Boasson Hagen	DNF	0	Norway	2008
Matti Helminen	DNF	0	Finland	2008
Anders Lund	DNF	0	Denmark	2008
Jakob Fuglsang	DNF	0	Denmark	2008
Lars Ytting Bak	DNF	0	Denmark	2008
Dominique Rollin	DNF	0	Canada	2008
Christian Meier	DNF	0	Canada	2008
Markus Fothen	DNF	0	Germany	2008
Christian Knees	DNF	0	Germany	2008
Andre Greipel	DNF	0	Germany	2008
Marcus Burghardt	DNF	0	Germany	2008
Sebastian Lang	DNF	0	Germany	2008
Gerald Ciolek	DNF	0	Germany	2008
Yauheni Hutarovich	DNF	0	Belarus	2008
Adil Jelloul	DNF	0	Morocco	2008
Gerardo Luis Fernandez	DNF	0	Argentina	2008
Juan Pablo Dotti	DNF	0	Argentina	2008
Richard Mascaranas	DNF	0	Uruguay	2008
Luis Fernando Macias	DNF	0	Mexico	2008
Alexandr Dyachenko	DNF	0	Kazakhstan	2008
Geraint Thomas	DNF	0	Great Britain	2008
David Millar	DNF	0	Great Britain	2008
Ian Stannard	DNF	0	Great Britain	2008
Chris Froome	DNF	0	Great Britain	2008
Steve Cummings	DNF	0	Great Britain	2008
Brent Bookwalter	DNF	0	United States	2008
David Zabriskie	DNF	0	United States	2008
Ruslan Pidgornyy	DNF	0	Ukraine	2008
Yaroslav Popovych	DNF	0	Ukraine	2008
Vladimir Zagorodnii	DNF	0	Russia	2008
Martin Elmiger	DNF	0	Switzerland	2008
Andreas Dietziker	DNF	0	Switzerland	2008
David Loosli	DNF	0	Switzerland	2008
Markus Zberg	DNF	0	Switzerland	2008
Thomas Frei	DNF	0	Switzerland	2008
Danilo Wyss	DNF	0	Switzerland	2008
Gregory Rast	DNF	0	Switzerland	2008
Kevin Evans	DNF	0	South Africa	2008
Christoff Van Heerden	DNF	0	South Africa	2008
David George	DNF	0	South Africa	2008
Darren Lill	DNF	0	South Africa	2008
Robert Hunter	DNF	0	South Africa	2008
Daryl Impey	DNF	0	South Africa	2008
Normunds Lasis	DNF	0	Latvia	2008
Glen Alan Chadwick	DNF	0	New Zealand	2008
Manuel Eduardo Medina	DNF	0	Venezuela	2008
Franklin Raul Chacon	DNF	0	Venezuela	2008
Richard Ochoa	DNF	0	Venezuela	2008
Jackson Rodriguez	DNF	0	Venezuela	2008
Kazuo Inoue	DNF	0	Japan	2008
Hidenori Nodera	DNF	0	Japan	2008
Henry Raabe	DNF	0	Costa Rica	2008
?ukasz Bodnar	DNF	0	Poland	2008
Marek Rutkiewicz	DNF	0	Poland	2008
Maciej Bodnar	DNF	0	Poland	2008
Dariusz Baranowski	DNF	0	Poland	2008
Przemys?aw Niemiec	DNF	0	Poland	2008
Grega Bole	DNF	0	Slovenia	2008
Matej Stare	DNF	0	Slovenia	2008
Erki Putsep	DNF	0	Estonia	2008
Rein Taaramae	DNF	0	Estonia	2008
Ignatas Konovalovas	DNF	0	Lithuania	2008
Frantisek Rabon	DNF	0	Czech Republic	2008
Martin Mares	DNF	0	Czech Republic	2008
Krassimir Vasilev	DNF	0	Bulgaria	2008
Stefan Koychev Hristov	DNF	0	Bulgaria	2008
Vladimir Miholjevic	DNF	0	Croatia	2008
Matija Kvasina	DNF	0	Croatia	2008
Dragan Spasic	DNF	0	Serbia	2008
Zolt Der	DNF	0	Hungary	2008
Nebojsa Jovanovic	DNF	0	Serbia	2008
Ricardo Mestre	DNF	0	Portugal	2008
Tiago Machado	DNF	0	Portugal	2008
Nelson Nuno Vitorino	DNF	0	Portugal	2008
Vladimir Tuychiev	DNF	0	Uzbekistan	2008
Muradjan Halmuratov	DNF	0	Uzbekistan	2008
Philip Deignan	DNF	0	Ireland	2008
Roger Aiken	DNF	0	Ireland	2008
Nicolas Roche	DNF	0	Ireland	2008
Juan Manuel Garate	DNF	0	Spain	2008
Alberto Contador	DNF	0	Spain	2008
Luis Leon Sanchez	DNF	0	Spain	2008
Ezequiel Mosquera	DNF	0	Spain	2008
Benjamin Noval	DNF	0	Spain	2008
Luca Paolini	DNF	0	Italy	2008
Marzio Bruseghin	DNF	0	Italy	2008
Gabriele Bosisio	DNF	0	Italy	2008
Andrea Tonti	DNF	0	Italy	2008
Sandy Casar	DNF	0	France	2008
Christophe Le Mevel	DNF	0	France	2008
Stephane Auge	DNF	0	France	2008
Evgeni Petrov	DNF	0	Russia	2008
Boris Shpilevsky	DNF	0	Russia	2008
Nikita Eskov	DNF	0	Russia	2008
Bram Tankink	DNF	0	Netherlands	2008
Steven de Jongh	DNF	0	Netherlands	2008
Marc de Maar	DNF	0	Netherlands	2008
Sebastian Langeveld	DNF	0	Netherlands	2008
Koos Moerenhout	DNF	0	Netherlands	2008
Tom Stamsnijder	DNF	0	Netherlands	2008
Stijn Devolder	DNF	0	Belgium	2008
Kevin De Weert	DNF	0	Belgium	2008
Maxime Monfort	DNF	0	Belgium	2008
Mario Aerts	DNF	0	Belgium	2008
Benoit Joachim	DNF	0	Luxembourg	2008
Jempy Drucker	DNF	0	Luxembourg	2008
Vincenzo Centrone	DNF	0	Luxembourg	2008
Steve Fogen	DNF	0	Luxembourg	2008
Christian Poos	DNF	0	Luxembourg	2008
Claude Wolter	DNF	0	Luxembourg	2008
Laurent Didier	DNF	0	Luxembourg	2008
Andy Schleck	DNF	0	Luxembourg	2008
Peter Velits	DNF	0	Slovakia	2008
Maros Kovac	DNF	0	Slovakia	2008
Martin Velits	DNF	0	Slovakia	2008
Rida Cador	DNF	0	Hungary	2008
Gergely Ivanics	DNF	0	Hungary	2008
Stefan Rucker	DNF	0	Austria	2008
Levi Leipheimer	DNS	0	United States	2008
