name	result	time_in_seconds	nationality	year
Amber Neben	1	2031	United States	2008
Christiane Soeder	2	7	Austria	2008
Judith Arndt	3	22	Germany	2008
Tatiana Antoshina	4	23	Russia	2008
Kristin Armstrong	5	25	United States	2008
Karin Thurig	6	30	Switzerland	2008
Susanne Ljungskog	7	57	Sweden	2008
Emma Pooley	8	57	Great Britain	2008
Charlotte Becker	9	63	Germany	2008
Linda Villumsen	10	65	New Zealand	2008
Anne Samplonius	11	68	Canada	2008
Christine Thornburn	12	77	United States	2008
Jeannie Longo	13	80	France	2008
Emma Johansson	14	86	Sweden	2008
Diana Ziliute	15	96	Lithuania	2008
Vicki Whitelaw	16	96	Australia	2008
Julie Beveridge	17	113	Canada	2008
Martina Ruzickova	18	122	Czech Republic	2008
NULL	19	123	NULL	2008
Ellen van Dijk	20	131	Netherlands	2008
Regina Bruins	21	134	Netherlands	2008
Pascale Schnider	22	135	Switzerland	2008
Bridie O'Donnell	23	137	Australia	2008
Alexis Rhodes	24	141	Australia	2008
Kirsten Wild	25	147	Netherlands	2008
Edwige Pitel	26	157	France	2008
Grete Treier	27	160	Estonia	2008
Jarmila Machacova	28	166	Czech Republic	2008
An Van Rie	29	170	Belgium	2008
Marta Vilajosana	30	172	Spain	2008
Trine Schmidt	31	179	Denmark	2008
Eneritz Iturriaga	32	184	Spain	2008
Alexandra Burchenkova	33	195	Russia	2008
Daiva Ragazinskiene	34	200	Lithuania	2008
Mayuko Hagiwara	35	211	Japan	2008
Anna Zugno	36	221	Italy	2008
Elena Berlato	37	235	Italy	2008
Bogumi?a Matusiak	38	262	Poland	2008
Olivia Dillon	39	265	Ireland	2008
Hanna Talkanitsa	40	310	Belarus	2008
Kathryn Bertine	41	320	Saint Kitts en Nevis	2008
Heather Wilson	42	322	Ireland	2008
Polona Batagelj	43	517	Slovenia	2008
