name	result	time_in_seconds	nationality	year
Marianne Vos	1	12026	Netherlands	2006
Trixi Worrack	2	0	Germany	2006
Nicole Cooke	3	0	Great Britain	2006
Noemi Cantele	4	0	Italy	2006
Priska Doppmann	5	0	Switzerland	2006
Oenone Wood	6	0	Australia	2006
Annette Beutler	7	0	Switzerland	2006
Nicole Brandli	8	0	Switzerland	2006
Svetlana Stolbova	9	0	Russia	2006
Andrea Graus	10	0	Austria	2006
Christiane Soeder	11	0	Austria	2006
Amber Neben	12	0	United States	2006
Chantal Beltman	13	0	Netherlands	2006
Judith Arndt	14	0	Germany	2006
Theresa Senff	15	6	Germany	2006
Giorgia Bronzini	16	127	Italy	2006
Mette Fischer	17	127	Denmark	2006
Lada Kozlikova	18	127	Czech Republic	2006
Monia Baccaille	19	127	Italy	2006
Grete Treier	20	127	Estonia	2006
Zulfiya Zabirova	21	127	Kazakhstan	2006
Loes Gunnewijk	22	127	Netherlands	2006
Alex Wrubleski	23	127	Canada	2006
Evy Van Damme	24	127	Belgium	2006
Diana Ziliute	25	127	Lithuania	2006
Marina Jaunatre	26	127	France	2006
Yulia Arustamova	27	127	Russia	2006
Clemilda Fernandes	28	127	Brazil	2006
Adrie Visser	29	127	Netherlands	2006
Mayuko Hagiwara	30	127	Japan	2006
Edita Pucinskaite	31	127	Lithuania	2006
Tatiana Stiajkina	32	127	Ukraine	2006
Linda Villumsen	33	127	New Zealand	2006
Christine Thornburn	34	127	United States	2006
Joanne Kiesanowski	35	127	New Zealand	2006
Sophie Creux	36	127	France	2006
Erinne Willock	37	127	Canada	2006
Kristin Armstrong	38	127	United States	2006
Tatiana Guderzo	39	127	Italy	2006
Claudia Lichtenberg	40	127	Germany	2006
Edwige Pitel	41	127	France	2006
Laura Lorenza Morfin	42	127	Mexico	2006
Maryline Salvetat	43	127	France	2006
Susanne Ljungskog	44	127	Sweden	2006
Dorte Lohse Rasmussen	45	355	Denmark	2006
Daiva Ragazinskiene	46	355	Lithuania	2006
Yong Li Liu	47	355	China	2006
Rasa Polikeviciute	48	355	Lithuania	2006
Eneritz Iturriaga	49	355	Spain	2006
Daniela Pintarelli	50	355	Austria	2006
Suzanne de Goede	51	355	Netherlands	2006
Lynette Burger	52	355	South Africa	2006
Anne Samplonius	53	355	Canada	2006
Anke Erlank	54	355	South Africa	2006
Chrissie VILJOEN	55	355	South Africa	2006
Paulina Brzezna	56	355	Poland	2006
Sharon Vandromme	57	355	Belgium	2006
Trine Hansen	58	355	Denmark	2006
Zita Urbonaite	59	355	Lithuania	2006
Ludivine Henrion	60	355	Belgium	2006
Laure Werner	61	355	Belgium	2006
Yolandi Du Toit	62	355	South Africa	2006
Emma Johansson	63	355	Sweden	2006
Emma Rickards	64	355	Australia	2006
Ievgeniia Vysotska	65	355	Ukraine	2006
Siobhan Dervan	66	355	Ireland	2006
Veronica Andreasson	67	355	Sweden	2006
