name	result	time_in_seconds	nationality	year
Fabian Cancellara	1	3611	Switzerland	2006
David Zabriskie	2	89	United States	2006
Alexandre Vinokourov	3	109	Kazakhstan	2006
Brian Bach Vandborg	4	113	Denmark	2006
Sebastian Lang	5	128	Germany	2006
Vasil Kiryienka	6	133	Belarus	2006
Leif Hoste	7	151	Belgium	2006
Michael Rogers	8	151	Australia	2006
Andrey Grivko	9	165	Ukraine	2006
Vladimir Gusev	10	173	Russia	2006
Andrey Kashechkin	11	174	Kazakhstan	2006
Raivis Belohvosciks	12	177	Latvia	2006
Stijn Devolder	13	177	Belgium	2006
Jose Ivan Gutierrez	14	187	Spain	2006
David Millar	15	201	Great Britain	2006
Vincenzo Nibali	16	207	Italy	2006
David George	17	214	South Africa	2006
Robert Hunter	18	219	South Africa	2006
Laszlo Bodrogi	19	231	France	2006
Marco Pinotti	20	701	Italy	2006
Benjamin Day	21	233	Australia	2006
Ryder Hesjedal	22	252	Canada	2006
Peter Luttenberger	23	252	Austria	2006
Stef Clement	24	256	Netherlands	2006
Gustav Erik Larsson	25	263	Sweden	2006
Christopher Baldwin	26	281	United States	2006
Andreas Kloden	27	282	Germany	2006
Svein Tuft	28	285	Canada	2006
Thomas Lofkvist	29	299	Sweden	2006
David O'Loughlin	30	302	Ireland	2006
Alexander Bespalov	31	305	Russia	2006
Ondrej Sosenka	32	315	Czech Republic	2006
Yuriy Krivtsov	33	316	Ukraine	2006
Marlon Alirio Perez	34	327	Colombia	2006
Ruslan Ivanov	35	330	Moldova	2006
Jose Adrian Bonilla	36	332	Costa Rica	2006
Denis Shkarpeta	37	345	Uzbekistan	2006
Matti Helminen	38	355	Finland	2006
David McCann	39	361	Ireland	2006
Frantisek Rabon	40	377	Czech Republic	2006
Christophe Kern	41	385	France	2006
Joost Posthuma	42	397	Netherlands	2006
Knut Anders Fostervold	43	400	Norway	2006
Benoit Vaugrenard	44	402	France	2006
Michael Schar	45	404	Switzerland	2006
Gregor Gazvoda	46	420	Slovenia	2006
Thomas Rohregger	47	454	Austria	2006
Pedro Nicacio	48	518	Brazil	2006
Erik Hoffmann	49	522	Namibia	2006
Zoltan Remak	50	545	Slovakia	2006
Csaba Szekeres	51	545	Hungary	2006
Vitalijs Kornilovs	52	733	Latvia	2006
