name	result	time_in_seconds	nationality	year
Giuseppe Saronni	59	108	Italy	1988
Pedro Delgado	60	108	Spain	1988
Thierry Marie	61	108	France	1988
Guido Bontempi	62	108	Italy	1988
Stephen Hodge	63	108	Australia	1988
NULL	64	108	NULL	1988
Erik Breukink	65	108	Netherlands	1988
Bruno Leali	66	108	Italy	1988
Fons de Wolf	67	108	Belgium	1988
Rolf Golz	68	108	Germany	1988
Marino Alonso	69	108	Spain	1988
Steven Rooks	70	108	Netherlands	1988
Luc Roosen	71	108	Belgium	1988
Christophe Lavainne	72	108	France	1988
Charly Mottet	73	108	France	1988
Marino Lejarreta	74	108	Spain	1988
Stephen Roche	75	108	Ireland	1988
Jens Veggerby	76	108	Denmark	1988
Edwig Van Hooydonck	77	108	Belgium	1988
Deno Davie	78	512	Great Britain	1988
Edgar Corredor	79	538	Colombia	1988
Paul Miller	DNF	0	Australia	1988
Paul Rugari	DNF	0	Australia	1988
Michael Wilson	DNF	0	Australia	1988
Peter Besanko	DNF	0	Australia	1988
Barry Burns	DNF	0	Australia	1988
NULL	DNF	0	NULL	1988
John Nuttall	DNF	0	Australia	1988
Andrew Robinson	DNF	0	Australia	1988
Neil Stephens	DNF	0	Australia	1988
NULL	DNF	0	NULL	1988
Fabio Enrique Parra	DNF	0	Colombia	1988
Abelardo Rondon	DNF	0	Colombia	1988
Luis Alberto Camargo	DNF	0	Colombia	1988
Alvaro Lozano	DNF	0	Colombia	1988
Jose Reynel Montoya	DNF	0	Colombia	1988
NULL	DNF	0	NULL	1988
NULL	DNF	0	NULL	1988
Carlos Mario Jaramillo	DNF	0	Colombia	1988
NULL	DNF	0	NULL	1988
Henry Cardenas	DNF	0	Colombia	1988
Dag Erik Pedersen	DNF	0	Norway	1988
Kari Myyrylainen	DNF	0	Finland	1988
Jesper Skibby	DNF	0	Denmark	1988
Jørgen Vagn Pedersen	DNF	0	Denmark	1988
Kim Eriksen	DNF	0	Denmark	1988
Jesper Worre	DNF	0	Denmark	1988
Jørgen Marcussen	DNF	0	Denmark	1988
Alex Pedersen	DNF	0	Denmark	1988
Per Pedersen	DNF	0	Denmark	1988
Steve Bauer	DNF	0	Canada	1988
Alex Stieda	DNF	0	Canada	1988
Roland Gunther	DNF	0	Germany	1988
Peter Hilse	DNF	0	Germany	1988
Hans Neumayer	DNF	0	Germany	1988
Joachim Schlaphoff	DNF	0	Germany	1988
Reimund Dietzen	DNF	0	Germany	1988
Raul Alcala	DNF	0	Mexico	1988
Cayn Theakston	DNF	0	Great Britain	1988
Chris Lillywhite	DNF	0	Great Britain	1988
Wayne Bennington	DNF	0	Great Britain	1988
Mark Walsham	DNF	0	Great Britain	1988
Keith Reynolds	DNF	0	Great Britain	1988
Joey McLoughlin	DNF	0	Great Britain	1988
Nick Barnes	DNF	0	Great Britain	1988
Malcolm Elliott	DNF	0	Great Britain	1988
Adrian Timmis	DNF	0	Great Britain	1988
Gerry Fornes	DNF	0	United States	1988
Bruce Whitesel	DNF	0	United States	1988
Greg LeMond	DNF	0	United States	1988
Doug Shapiro	DNF	0	United States	1988
Joseph Parkin	DNF	0	United States	1988
Davis Phinney	DNF	0	United States	1988
NULL	DNF	0	NULL	1988
Bob Roll	DNF	0	United States	1988
John Eustice	DNF	0	United States	1988
Mike Engleman	DNF	0	United States	1988
Andy Bishop	DNF	0	United States	1988
Stephan Joho	DNF	0	Switzerland	1988
Urs Zimmermann	DNF	0	Switzerland	1988
Niki Ruttimann	DNF	0	Switzerland	1988
Tony Rominger	DNF	0	Switzerland	1988
Guido Winterberg	DNF	0	Switzerland	1988
Rolf Jarmann	DNF	0	Switzerland	1988
Werner Stutz	DNF	0	Switzerland	1988
Nathan Dahlberg	DNF	0	New Zealand	1988
John Mullan	DNF	0	New Zealand	1988
Masatoshi Ichikawa	DNF	0	Japan	1988
Noboru Fujitani	DNF	0	Japan	1988
Hideo Murakami	DNF	0	Japan	1988
Hiroji Enokida	DNF	0	Japan	1988
Lech Piasecki	DNF	0	Poland	1988
Manuel Cunha	DNF	0	Portugal	1988
Marco Antonio Chagas	DNF	0	Portugal	1988
Fernando Alberto Oliveira Carvalho	DNF	0	Portugal	1988
Manuel Pereira Silva Carvalho	DNF	0	Portugal	1988
Martin Earley	DNF	0	Ireland	1988
Paul Kimmage	DNF	0	Ireland	1988
Jose Recio	DNF	0	Spain	1988
Francisco Javier Mauleon	DNF	0	Spain	1988
Miguel Indurain	DNF	0	Spain	1988
Pierino Gavazzi	DNF	0	Italy	1988
Teun van Vliet	DNF	0	Netherlands	1988
Jelle Nijdam	DNF	0	Netherlands	1988
Peter Pieters	DNF	0	Netherlands	1988
Frans Maassen	DNF	0	Netherlands	1988
Mathieu Hermans	DNF	0	Netherlands	1988
Johan van der Velde	DNF	0	Netherlands	1988
Herman Frison	DNF	0	Belgium	1988
Johan Museeuw	DNF	0	Belgium	1988
Enzo Mezzapesa	DNF	0	Luxembourg	1988
Silvio Zonzini	DNF	0	San Marino	1988
Daniele Cesaretti	DNF	0	San Marino	1988
Arno Wohlfahrter	DNF	0	Austria	1988
Harald Maier	DNF	0	Austria	1988
Gerhard Zadrobilek	DNF	0	Austria	1988
Paul Popp	DNF	0	Austria	1988
Bernhard Rassinger	DNF	0	Austria	1988
Milan Jurco	DNF	0	Slovakia	1988
Milos Fisera	DNF	0	Czech Republic	1988
