name	result	time_in_seconds	nationality	year
Elizabeth Deignan	1	12236	Great Britain	2015
Anna van der Breggen	2	0	Netherlands	2015
Megan Guarnier	3	0	United States	2015
Elisa Longo Borghini	4	0	Italy	2015
Emma Johansson	5	0	Sweden	2015
Pauline Ferrand-Prevot	6	0	France	2015
Katarzyna Niewiadoma	7	0	Poland	2015
Alena Amialiusik	8	0	Belarus	2015
Jolanda Neff	9	0	Switzerland	2015
Ellen van Dijk	10	9	Netherlands	2015
Joelle Numainville	11	9	Canada	2015
Trixi Worrack	12	9	Germany	2015
Karol-Ann Canuel	13	9	Canada	2015
Ashleigh Moolman	14	9	South Africa	2015
Christine Majerus	15	9	Luxembourg	2015
Lucinda Brand	16	9	Netherlands	2015
Tiffany Cromwell	17	9	Australia	2015
Elena Cecchini	18	17	Italy	2015
Rachel Neylan	19	17	Australia	2015
Lizzie Williams	20	17	Australia	2015
Ma?gorzata Jasinska	21	17	Poland	2015
Linda Villumsen	22	17	New Zealand	2015
Valentina Scandolara	23	19	Italy	2015
Evelyn Stevens	24	19	United States	2015
Amalie Dideriksen	25	31	Denmark	2015
Emilia Fahlin	26	31	Sweden	2015
Giorgia Bronzini	27	36	Italy	2015
Lauren Kitchen	28	46	Australia	2015
Katrin Garfoot	29	46	Australia	2015
Lisa Brennauer	30	49	Germany	2015
Romy Kasper	31	51	Germany	2015
Leah Kirchmann	32	52	Canada	2015
Ganna Solovei	33	52	Ukraine	2015
Daiva Ragazinskiene	34	52	Lithuania	2015
Rasa Leleivyte	35	52	Lithuania	2015
Alison Jackson	36	52	Canada	2015
Emilie Moberg	37	52	Norway	2015
Diana Penuela	38	52	Colombia	2015
Coryn Labecki	39	52	United States	2015
Lotta Henttala	40	52	Finland	2015
Elena Kuchinskaya	41	52	Russia	2015
Eugenia Bujak	42	52	Slovenia	2015
Ingrid Drexel	43	52	Mexico	2015
Tatiana Antoshina	44	52	Russia	2015
Aude Biannic	45	52	France	2015
Amy Pieters	46	52	Netherlands	2015
An-li Kachelhoffer	47	52	South Africa	2015
Amanda Spratt	48	52	Australia	2015
Jolien d'Hoore	49	52	Belgium	2015
Loren Rowney	50	52	Australia	2015
Ane Santesteban	51	52	Spain	2015
Anna Plichta	52	52	Poland	2015
Audrey Cordon-Ragot	53	52	France	2015
Rossella Ratto	54	52	Italy	2015
Lenore Pipes	55	52	Guam	2015
Olga Shekel	56	71	Ukraine	2015
Polona Batagelj	57	76	Slovenia	2015
Anna Potokina	58	85	Russia	2015
Oxana Kozonchuk	59	85	Russia	2015
Gracie Elvin	60	85	Australia	2015
Chantal van den Broek-Blaak	61	97	Netherlands	2015
Tatiana Guderzo	62	153	Italy	2015
Eri Yonamine	63	213	Japan	2015
Jelena Eric	64	292	Serbia	2015
Monika Zur	65	341	Poland	2015
Urska Pintar	66	341	Slovenia	2015
Iris Slappendel	67	341	Netherlands	2015
Laura Camila Lozano	68	341	Colombia	2015
Anisha Vekemans	69	341	Belgium	2015
Monika Brzezna	70	341	Poland	2015
Olivia Dillon	71	341	Ireland	2015
Joanne Kiesanowski	72	341	New Zealand	2015
Serika Guluma	73	341	Colombia	2015
Hanna Nilsson	74	341	Sweden	2015
Camilla Møllebro	75	341	Denmark	2015
Marta Bastianelli	76	341	Italy	2015
Tayler Wiles	77	341	United States	2015
Rushlee Buchanan	78	341	New Zealand	2015
Hayley Simmonds	79	341	Great Britain	2015
Doris Schweizer	80	341	Switzerland	2015
Roxane Knetemann	81	454	Netherlands	2015
Svetlana Kuznetsova	82	611	Russia	2015
Daniela Reis	83	611	Portugal	2015
Erika Varela	84	611	Mexico	2015
Paola Andrea Munoz	85	611	Chile	2015
Lauren Komanski	86	611	United States	2015
Jeanne d'Arc Girubuntu	87	697	Rwanda	2015
