name	result	time_in_seconds	nationality	year
Sheyla Gutierrez	88	840	Spain	2015
Cecilie Gotaas Johnsen	DNF	0	Norway	2015
Ingrid Lorvik	DNF	0	Norway	2015
Miriam Bjørnsrud	DNF	0	Norway	2015
Denise Ramsden	DNF	0	Canada	2015
Claudia Lichtenberg	DNF	0	Germany	2015
Kathrin Hammes	DNF	0	Germany	2015
Stephanie Pohl	DNF	0	Germany	2015
Charlotte Becker	DNF	0	Germany	2015
Sara Mustonen	DNF	0	Sweden	2015
Natalya Saifutdinova	DNF	0	Kazakhstan	2015
Jessie Walker	DNF	0	Great Britain	2015
Lucy van der Haar	DNF	0	Great Britain	2015
Molly Weaver	DNF	0	Great Britain	2015
Alice Barnes	DNF	0	Great Britain	2015
Lauren Stephens	DNF	0	United States	2015
Shelley Olds	DNF	0	United States	2015
Olena Demydova	DNF	0	Ukraine	2015
Tetyana Riabchenko	DNF	0	Ukraine	2015
Nicole Hanselmann	DNF	0	Switzerland	2015
Cherise Willeit	DNF	0	South Africa	2015
Lija Laizane	DNF	0	Latvia	2015
Chanpeng Nontasin	DNF	0	Thailand	2015
Jutatip Maneephan	DNF	0	Thailand	2015
Jennifer Cesar	DNF	0	Venezuela	2015
Milagro Mena	DNF	0	Costa Rica	2015
Katarzyna Wilkos	DNF	0	Poland	2015
Zuzana Neckarova	DNF	0	Czech Republic	2015
Enkhjargal Tuvshinjargal	DNF	0	Mongolia	2015
Fiona Meade	DNF	0	Ireland	2015
Miryam Maritza Nunez	DNF	0	Ecuador	2015
Paz Bash	DNF	0	Israel	2015
Kathryn Bertine	DNF	0	Saint Kitts en Nevis	2015
Anna Sanchis	DNF	0	Spain	2015
Elise Delzenne	DNF	0	France	2015
Roxane Fournier	DNF	0	France	2015
Pascale Jeuland-Tranchant	DNF	0	France	2015
Amelie Rivat-Mas	DNF	0	France	2015
Daria Egorova	DNF	0	Russia	2015
Sofie De Vuyst	DNF	0	Belgium	2015
Kaat Hannes	DNF	0	Belgium	2015
Jessie Daams	DNF	0	Belgium	2015
Annelies Dom	DNF	0	Belgium	2015
Solymar Rivera	DNF	0	Puerto Rico	2015
Tereza Medvedova	DNF	0	Slovakia	2015
Martina Ritter	DNF	0	Austria	2015
Sarah Rijkes	DNF	0	Austria	2015
Laura Vainionpaa	DNS	0	Finland	2015
