name	result	time_in_seconds	nationality	year
Peter Sagan	1	22477	Slovakia	2015
Michael Matthews	2	3	Australia	2015
Ramunas Navardauskas	3	3	Lithuania	2015
Alexander Kristoff	4	3	Norway	2015
Alejandro Valverde	5	3	Spain	2015
Simon Gerrans	6	3	Australia	2015
Tony Gallopin	7	3	France	2015
Micha? Kwiatkowski	8	3	Poland	2015
Rui Costa	9	3	Portugal	2015
Philippe Gilbert	10	3	Belgium	2015
Tom Dumoulin	11	3	Netherlands	2015
Alex Howes	12	3	United States	2015
Niki Terpstra	13	3	Netherlands	2015
Rein Taaramae	14	3	Estonia	2015
Viacheslav Kuznetsov	15	3	Russia	2015
Nelson Oliveira	16	3	Portugal	2015
Yukiya Arashiro	17	3	Japan	2015
Giacomo Nizzolo	18	3	Italy	2015
Brent Bookwalter	19	3	United States	2015
Edvald Boasson Hagen	20	3	Norway	2015
Nacer Bouhanni	21	3	France	2015
Ben Swift	22	3	Great Britain	2015
Greg Van Avermaet	23	3	Belgium	2015
Tanel Kangert	24	3	Estonia	2015
Andrey Amador	25	3	Costa Rica	2015
Marco Haller	26	12	Austria	2015
Daniel Moreno	27	12	Spain	2015
Silvan Dillier	28	12	Switzerland	2015
John Degenkolb	29	15	Germany	2015
Luis Leon Sanchez	30	15	Spain	2015
Steve Cummings	31	15	Great Britain	2015
Rigoberto Uran	32	18	Colombia	2015
Matti Breschel	33	21	Denmark	2015
Matteo Trentin	34	21	Italy	2015
Tom Boonen	35	21	Belgium	2015
Pavel Brutt	36	21	Russia	2015
Alexey Tsatevich	37	28	Russia	2015
Arnaud Demare	38	32	France	2015
Tomasz Marczynski	39	40	Poland	2015
Sam Bennett	40	40	Ireland	2015
Karel Hnik	41	40	Czech Republic	2015
Vincenzo Nibali	42	40	Italy	2015
Zdenek Stybar	43	40	Czech Republic	2015
Heinrich Haussler	44	40	Australia	2015
Lars Ytting Bak	45	55	Denmark	2015
Andrey Grivko	46	55	Ukraine	2015
Luka Pibernik	47	55	Slovenia	2015
Luka Mezgec	48	55	Slovenia	2015
Mykhaylo Kononenko	49	55	Ukraine	2015
Daryl Impey	50	55	South Africa	2015
Ian Stannard	51	55	Great Britain	2015
Juan Jose Lobato	52	55	Spain	2015
Ben King	53	55	United States	2015
Micha? Go?as	54	55	Poland	2015
Sergey Lagutin	55	55	Russia	2015
Ion Izagirre	56	55	Spain	2015
Adam Yates	57	55	Great Britain	2015
Gregory Henderson	58	55	New Zealand	2015
Maciej Paterski	59	70	Poland	2015
Kanstantsin Siutsou	60	98	Belarus	2015
Antoine Duchesne	61	110	Canada	2015
Ilnur Zakarin	62	115	Russia	2015
Alexey Lutsenko	63	122	Kazakhstan	2015
Sep Vanmarcke	64	128	Belgium	2015
Maximiliano Richeze	65	129	Argentina	2015
Michael Albasini	66	135	Switzerland	2015
Michael Valgren	67	170	Denmark	2015
Carlos Quintero	68	170	Colombia	2015
Bauke Mollema	69	170	Netherlands	2015
Arman Kamyshev	70	170	Kazakhstan	2015
Jens Keukeleire	71	170	Belgium	2015
Vegard Stake Laengen	72	170	Norway	2015
Adam Hansen	73	170	Australia	2015
Rafa? Majka	74	170	Poland	2015
Mickael Delage	75	170	France	2015
Gregory Rast	76	170	Switzerland	2015
Mathew Hayman	77	170	Australia	2015
Michael Mørkøv	78	170	Denmark	2015
Tyler Farrar	79	180	United States	2015
Tiesj Benoot	80	215	Belgium	2015
Lars Boom	81	215	Netherlands	2015
Manuel Quinziato	82	221	Italy	2015
Daniele Bennati	83	221	Italy	2015
Fabio Felline	84	221	Italy	2015
Taylor Phinney	85	221	United States	2015
Grega Bole	86	225	Slovenia	2015
Sebastian Langeveld	87	225	Netherlands	2015
Tony Martin	88	240	Germany	2015
Elia Viviani	89	318	Italy	2015
Simon Geschke	90	323	Germany	2015
Robert Gesink	91	403	Netherlands	2015
Stijn Vandenbergh	92	403	Belgium	2015
Ryan Anderson	93	403	Canada	2015
Michael Woods	94	403	Canada	2015
Sergei Chernetski	95	403	Russia	2015
Dylan van Baarle	96	403	Netherlands	2015
Jan Barta	97	403	Czech Republic	2015
Jiri Polnicky	98	403	Czech Republic	2015
Pim Ligthart	99	403	Netherlands	2015
Cyril Lemoine	100	403	France	2015
Scott Thwaites	101	403	Great Britain	2015
Diego Ulissi	102	403	Italy	2015
Paul Voß	103	492	Germany	2015
Paul Martens	104	647	Germany	2015
Andre Greipel	105	647	Germany	2015
Marcel Sieberg	106	647	Germany	2015
Guillaume Boivin	107	671	Canada	2015
Radoslav Rogina	108	671	Croatia	2015
Lawson Craddock	109	776	United States	2015
