name	result	time_in_seconds	nationality	year
Tom Dumoulin	1	2681	Netherlands	2017
Primoz Roglic	2	57	Slovenia	2017
Chris Froome	3	81	Great Britain	2017
Nelson Oliveira	4	88	Portugal	2017
Vasil Kiryienka	5	88	Belarus	2017
Gianni Moscon	6	89	Italy	2017
Wilco Kelderman	7	94	Netherlands	2017
Rohan Dennis	8	97	Australia	2017
Tony Martin	9	99	Germany	2017
Jan Tratnik	10	103	Slovenia	2017
Bob Jungels	11	109	Luxembourg	2017
Nicolas Roche	12	113	Ireland	2017
Alexis Gougeard	13	113	France	2017
Jonathan Castroviejo	14	121	Spain	2017
Ilnur Zakarin	15	124	Russia	2017
Victor Campenaerts	16	128	Belgium	2017
Edvald Boasson Hagen	17	131	Norway	2017
Andrey Grivko	18	135	Ukraine	2017
Nikias Arndt	19	136	Germany	2017
Ignatas Konovalovas	20	141	Lithuania	2017
Martin Toft Madsen	21	153	Denmark	2017
Laurens De Plus	22	155	Belgium	2017
Yves Lampaert	23	155	Belgium	2017
Jan Barta	24	159	Czech Republic	2017
Stefan Kung	25	165	Switzerland	2017
Tejay van Garderen	26	167	United States	2017
Gorka Izagirre	27	168	Spain	2017
Alexey Lutsenko	28	184	Kazakhstan	2017
Hugo Houle	29	186	Canada	2017
Alexander Evtushenko	30	186	Russia	2017
Andreas Vangstad	31	189	Norway	2017
Tobias Ludvigsson	32	189	Sweden	2017
Rui Costa	33	190	Portugal	2017
Lasse Norman Hansen	34	201	Denmark	2017
Jasha Sutterlin	35	208	Germany	2017
Mateusz Taciak	36	208	Poland	2017
Eduardo Sepulveda	37	211	Argentina	2017
Dmitriy Gruzdev	38	213	Kazakhstan	2017
Hamish Bond	39	213	New Zealand	2017
Reto Hollenstein	40	214	Switzerland	2017
Joey Rosskopf	41	227	United States	2017
Serghei Tvetcov	42	229	Romania	2017
Tao Geoghegan Hart	43	230	Great Britain	2017
Zhandos Bizhigitov	44	241	Kazakhstan	2017
Jarlinson Pantano	45	250	Colombia	2017
Lukas Postlberger	46	254	Austria	2017
Riccardo Zoidl	47	286	Austria	2017
Rob Britton	48	297	Canada	2017
Willie Smit	49	327	South Africa	2017
Maciej Bodnar	50	362	Poland	2017
Redi Halilaj	51	363	Albania	2017
Valens Ndayisenga	52	365	Rwanda	2017
Kostyantyn Rybaruk	53	455	Ukraine	2017
King Lok Cheung	54	494	Hongkong	2017
Uri Martins	55	502	Mexico	2017
Nazir Jaser	56	514	Syria	2017
Elchin Asadov	57	540	Azerbaijan	2017
Eugert Zhupa	58	555	Albania	2017
Meron Teshome	59	589	Eritrea	2017
Ahmad Badreddin Wais	60	657	Syria	2017
Muhammad Arsalan Anjum	61	707	Pakistan	2017
Gabriel Tan	62	766	Singapore	2017
Awais Khan	63	771	Pakistan	2017
Yi Peng Teoh	64	780	Singapore	2017
Jermaine Burrowes	DNS	0	Guyana	2017
