name	result	time_in_seconds	nationality	year
Edvald Boasson Hagen	DNF	0	Norway	2018
Niklas Eg	DNF	0	Denmark	2018
Matti Breschel	DNF	0	Denmark	2018
Mads Wurtz Schmidt	DNF	0	Denmark	2018
Jesper Hansen	DNF	0	Denmark	2018
Antoine Duchesne	DNF	0	Canada	2018
Hugo Houle	DNF	0	Canada	2018
Paul Martens	DNF	0	Germany	2018
Marcus Burghardt	DNF	0	Germany	2018
Maximilian Schachmann	DNF	0	Germany	2018
Ilia Koshevoy	DNF	0	Belarus	2018
Alexandr Riabushenko	DNF	0	Belarus	2018
Yauhen Sobal	DNF	0	Belarus	2018
Vasil Kiryienka	DNF	0	Belarus	2018
Tobias Ludvigsson	DNF	0	Sweden	2018
Daniil Fominykh	DNF	0	Kazakhstan	2018
Nikita Stalnov	DNF	0	Kazakhstan	2018
Ian Stannard	DNF	0	Great Britain	2018
James Knox	DNF	0	Great Britain	2018
Connor Swift	DNF	0	Great Britain	2018
Tao Geoghegan Hart	DNF	0	Great Britain	2018
Simon Yates	DNF	0	Great Britain	2018
Sepp Kuss	DNF	0	United States	2018
Peter Stetina	DNF	0	United States	2018
Andrii Bratashchuk	DNF	0	Ukraine	2018
Andrey Grivko	DNF	0	Ukraine	2018
Patrick Schelling	DNF	0	Switzerland	2018
Kilian Frankiny	DNF	0	Switzerland	2018
Michael Schar	DNF	0	Switzerland	2018
Amanuel Ghebreigzabhier	DNF	0	Eritrea	2018
Nic Dlamini	DNF	0	South Africa	2018
Jacques Janse van Rensburg	DNF	0	South Africa	2018
Tsgabu Grmay	DNF	0	Ethiopia	2018
Krists Neilands	DNF	0	Latvia	2018
Mohamad Esmail Chaichi Raghimi	DNF	0	Iran	2018
Sam Bewley	DNF	0	New Zealand	2018
Dion Smith	DNF	0	New Zealand	2018
Patrick Bevin	DNF	0	New Zealand	2018
Hideto Nakane	DNF	0	Japan	2018
Nicolas Sessler	DNF	0	Brazil	2018
Roman Villalobos	DNF	0	Costa Rica	2018
Maciej Bodnar	DNF	0	Poland	2018
Micha? Kwiatkowski	DNF	0	Poland	2018
Maciej Paterski	DNF	0	Poland	2018
Micha? Go?as	DNF	0	Poland	2018
Simon Spilak	DNF	0	Slovenia	2018
Grega Bole	DNF	0	Slovenia	2018
Domen Novak	DNF	0	Slovenia	2018
Jan Polanc	DNF	0	Slovenia	2018
Jan Tratnik	DNF	0	Slovenia	2018
Matej Mohoric	DNF	0	Slovenia	2018
Luka Pibernik	DNF	0	Slovenia	2018
Norman Vahtra	DNF	0	Estonia	2018
Tanel Kangert	DNF	0	Estonia	2018
Rein Taaramae	DNF	0	Estonia	2018
Ignatas Konovalovas	DNF	0	Lithuania	2018
Zdenek Stybar	DNF	0	Czech Republic	2018
Michael Kukrle	DNF	0	Czech Republic	2018
Josef Cerny	DNF	0	Czech Republic	2018
Karel Hnik	DNF	0	Czech Republic	2018
Josip Rumac	DNF	0	Croatia	2018
Serghei Tvetcov	DNF	0	Romania	2018
Ruben Guerreiro	DNF	0	Portugal	2018
Tiago Machado	DNF	0	Portugal	2018
Ryan Mullen	DNF	0	Ireland	2018
Dan Martin	DNF	0	Ireland	2018
Conor Dunne	DNF	0	Ireland	2018
Stylianos Farantakis	DNF	0	Greece	2018
Jhonatan Narvaez	DNF	0	Ecuador	2018
Enric Mas	DNF	0	Spain	2018
Omar Fraile	DNF	0	Spain	2018
Jonathan Castroviejo	DNF	0	Spain	2018
Alexandre Geniez	DNF	0	France	2018
Warren Barguil	DNF	0	France	2018
Anthony Roux	DNF	0	France	2018
Dmitry Strakhov	DNF	0	Russia	2018
Ildar Arslanov	DNF	0	Russia	2018
Wout Poels	DNF	0	Netherlands	2018
Serge Pauwels	DNF	0	Belgium	2018
Tiesj Benoot	DNF	0	Belgium	2018
Laurens De Plus	DNF	0	Belgium	2018
Laurent Didier	DNF	0	Luxembourg	2018
Tom Wirtgen	DNF	0	Luxembourg	2018
Ben Gastauer	DNF	0	Luxembourg	2018
Jempy Drucker	DNF	0	Luxembourg	2018
Alex Kirsch	DNF	0	Luxembourg	2018
Bob Jungels	DNF	0	Luxembourg	2018
Martin Haring	DNF	0	Slovakia	2018
Patrik Tybor	DNF	0	Slovakia	2018
Juraj Sagan	DNF	0	Slovakia	2018
Erik Baska	DNF	0	Slovakia	2018
Martin Mahdar	DNF	0	Slovakia	2018
Marek Canecky	DNF	0	Slovakia	2018
Peter Sagan	DNF	0	Slovakia	2018
Ho San Chiu	DNF	0	Hongkong	2018
Georg Preidler	DNF	0	Austria	2018
Gregor Muhlberger	DNF	0	Austria	2018
Felix Großschartner	DNF	0	Austria	2018
Lukas Postlberger	DNF	0	Austria	2018
