name	result	time_in_seconds	nationality	year
Greg LeMond	1	24359	United States	1989
Dmitri Konychev	2	0	Russia	1989
Sean Kelly	3	0	Ireland	1989
Steven Rooks	4	0	Netherlands	1989
Thierry Claveyrolat	5	3	France	1989
Laurent Fignon	6	3	France	1989
Martin Earley	7	10	Ireland	1989
Gianni Bugno	8	10	Italy	1989
Rolf Sørensen	9	10	Denmark	1989
Claude Criquielion	10	10	Belgium	1989
Marino Lejarreta	11	14	Spain	1989
Raul Alcala	12	42	Mexico	1989
Steve Bauer	13	42	Canada	1989
Tony Rominger	14	42	Switzerland	1989
Erik Breukink	15	42	Netherlands	1989
Peter Hilse	16	42	Germany	1989
Camillo Passera	17	42	Italy	1989
Federico Echave	18	42	Spain	1989
Charly Mottet	19	42	France	1989
Pedro Delgado	20	46	Spain	1989
Atle Kvalsvoll	21	74	Norway	1989
Maurizio Fondriest	22	74	Italy	1989
Emanuele Bombini	23	80	Italy	1989
Andreas Kappes	24	80	Germany	1989
Gilles Delion	25	80	France	1989
Hartmut Bolts	26	84	Germany	1989
Eric Caritoux	27	84	France	1989
Jesus Rodriguez Magro	28	84	Spain	1989
Gerhard Zadrobilek	29	84	Austria	1989
Robert Millar	30	102	Great Britain	1989
Enrique Alberto Aja	31	102	Spain	1989
Luc Roosen	32	102	Belgium	1989
Mauro Gianetti	33	144	Switzerland	1989
Andrew Hampsten	34	266	United States	1989
Alvaro Pino	35	435	Spain	1989
Thomas Wegmuller	36	473	Switzerland	1989
Piotr Ugrumov	37	511	Latvia	1989
Johnny Weltz	38	651	Denmark	1989
Sammie Moreels	39	731	Belgium	1989
Inaki Gaston	40	747	Spain	1989
Thomas Durst	41	747	Germany	1989
Dariusz Kajzer	42	1317	Germany	1989
Michael Wilson	DNF	0	Australia	1989
Tim Jamieson	DNF	0	Australia	1989
Jim Krynen	DNF	0	Australia	1989
Scott Steward	DNF	0	Australia	1989
Stephen Hodge	DNF	0	Australia	1989
Phil Anderson	DNF	0	Australia	1989
Alvaro Lozano	DNF	0	Colombia	1989
Alvaro Mejia	DNF	0	Colombia	1989
Fabio Enrique Parra	DNF	0	Colombia	1989
Jose Reynel Montoya	DNF	0	Colombia	1989
Abelardo Rondon	DNF	0	Colombia	1989
Nestor Oswaldo Mora	DNF	0	Colombia	1989
Carlos Mario Jaramillo	DNF	0	Colombia	1989
William Palacio	DNF	0	Colombia	1989
Oscar de Jesus Vargas	DNF	0	Colombia	1989
Celio Roberto Roncancio	DNF	0	Colombia	1989
Jose Francisco Rodriguez Maldonado	DNF	0	Colombia	1989
Luis Alberto Herrera	DNF	0	Colombia	1989
Torjus Larsen	DNF	0	Norway	1989
Olaf Lurvik	DNF	0	Norway	1989
Jaanus Kuum	DNF	0	Norway	1989
Dag Erik Pedersen	DNF	0	Norway	1989
Dag-Otto Lauritzen	DNF	0	Norway	1989
Atle Pedersen	DNF	0	Norway	1989
John Carlsen	DNF	0	Denmark	1989
Kim Eriksen	DNF	0	Denmark	1989
Brian-Lykke Bistrup	DNF	0	Denmark	1989
Brian Holm Sørensen	DNF	0	Denmark	1989
