name	result	time_in_seconds	nationality	year
Lisa Brennauer	1	2328	Germany	2014
Ganna Solovei	2	18	Ukraine	2014
Evelyn Stevens	3	21	United States	2014
Mieke Kroger	4	38	Germany	2014
Ann-Sophie Duyck	5	45	Belgium	2014
Karol-Ann Canuel	6	51	Canada	2014
Ellen van Dijk	7	71	Netherlands	2014
Alison Powers	8	74	United States	2014
Linda Villumsen	9	74	New Zealand	2014
Trixi Worrack	10	75	Germany	2014
Katrin Garfoot	11	83	Australia	2014
Martina Sablikova	12	85	Czech Republic	2014
Chantal van den Broek-Blaak	13	95	Netherlands	2014
Eri Yonamine	14	126	Japan	2014
Elisa Longo Borghini	15	134	Italy	2014
Tatiana Antoshina	16	147	Russia	2014
Serika Guluma	17	149	Colombia	2014
Mayuko Hagiwara	18	150	Japan	2014
Eugenia Bujak	19	153	Slovenia	2014
Tetyana Riabchenko	20	157	Ukraine	2014
Julie Leth	21	162	Denmark	2014
Rossella Ratto	22	177	Italy	2014
Audrey Cordon-Ragot	23	181	France	2014
Doris Schweizer	24	189	Switzerland	2014
Christine Majerus	25	210	Luxembourg	2014
Lija Laizane	26	214	Latvia	2014
Leah Kirchmann	27	215	Canada	2014
Lotta Henttala	28	220	Finland	2014
Mia Radotic	29	228	Croatia	2014
Martina Ritter	30	239	Austria	2014
Sari Saarelainen	31	244	Finland	2014
Belen Lopez	32	251	Spain	2014
Daiva Ragazinskiene	33	256	Lithuania	2014
Lourdes Oyarbide	34	267	Spain	2014
Dana Rozlapa	35	275	Latvia	2014
Aude Biannic	36	278	France	2014
Ana Teresa Casas	37	279	Mexico	2014
Jacqueline Hahn	38	280	Austria	2014
Katazyna Sosna	39	289	Lithuania	2014
Alexandra Burchenkova	40	295	Russia	2014
Liisi Rist	41	303	Estonia	2014
Katarzyna Pawlowska	42	314	Poland	2014
Heidi Dalton	43	343	South Africa	2014
Veronica Leal	44	344	Mexico	2014
Varvara Fasoi	45	364	Greece	2014
Clemilda Fernandes	46	375	Brazil	2014
Daniela Reis	47	468	Portugal	2014
An-li Kachelhoffer	DNS	0	South Africa	2014
Carmen Small	DNS	0	United States	2014
