name	result	time_in_seconds	nationality	year
Micha? Kwiatkowski	1	23347	Poland	2014
Simon Gerrans	2	1	Australia	2014
Alejandro Valverde	3	1	Spain	2014
Matti Breschel	4	1	Denmark	2014
Greg Van Avermaet	5	1	Belgium	2014
Tony Gallopin	6	1	France	2014
Philippe Gilbert	7	4	Belgium	2014
Alexander Kristoff	8	7	Norway	2014
John Degenkolb	9	7	Germany	2014
Nacer Bouhanni	10	7	France	2014
Fabian Cancellara	11	7	Switzerland	2014
Ben Swift	12	7	Great Britain	2014
Sonny Colbrelli	13	7	Italy	2014
Michael Matthews	14	7	Australia	2014
Ramunas Navardauskas	15	7	Lithuania	2014
Daryl Impey	16	7	South Africa	2014
Maciej Paterski	17	7	Poland	2014
Bauke Mollema	18	7	Netherlands	2014
Warren Barguil	19	7	France	2014
Michael Valgren	20	7	Denmark	2014
Daniele Bennati	21	7	Italy	2014
Tom Dumoulin	22	7	Netherlands	2014
Rui Costa	23	7	Portugal	2014
Ion Izagirre	24	7	Spain	2014
Brent Bookwalter	25	7	United States	2014
Nicolas Roche	26	7	Ireland	2014
Rigoberto Uran	27	7	Colombia	2014
Edvald Boasson Hagen	28	7	Norway	2014
Petr Vakoc	29	14	Czech Republic	2014
Alex Howes	30	14	United States	2014
Chris Anker Sørensen	31	14	Denmark	2014
Giovanni Visconti	32	14	Italy	2014
Joaquim Rodriguez	33	17	Spain	2014
Fabio Aru	34	17	Italy	2014
Yuri Trofimov	35	17	Russia	2014
Daniel Moreno	36	17	Spain	2014
Lars Petter Nordhaug	37	17	Norway	2014
Dominik Nerz	38	21	Germany	2014
Simon Geschke	39	24	Germany	2014
Vincenzo Nibali	40	27	Italy	2014
Giampaolo Caruso	41	31	Italy	2014
Grega Bole	42	38	Slovenia	2014
Peter Sagan	43	42	Slovakia	2014
Andrey Grivko	44	50	Ukraine	2014
Alessandro De Marchi	45	63	Italy	2014
Alexandr Kolobnev	46	65	Russia	2014
Kristijan ?urasek	47	65	Croatia	2014
Jan Bakelants	48	65	Belgium	2014
Tom Boonen	49	65	Belgium	2014
Sergei Chernetski	50	65	Russia	2014
Jonathan Castroviejo	51	65	Spain	2014
Ben Gastauer	52	65	Luxembourg	2014
Matthias Brandle	53	87	Austria	2014
Tiago Machado	54	92	Portugal	2014
Simon Clarke	55	130	Australia	2014
Ben Hermans	56	130	Belgium	2014
Wout Poels	57	139	Netherlands	2014
