name	result	time_in_seconds	nationality	year
Filippo Ganna	1	2154	Italy	2020
Wout van Aert	2	26	Belgium	2020
Stefan Kung	3	29	Switzerland	2020
Geraint Thomas	4	37	Great Britain	2020
Rohan Dennis	5	39	Australia	2020
Kasper Asgreen	6	47	Denmark	2020
Remi Cavagna	7	48	France	2020
Victor Campenaerts	8	52	Belgium	2020
Alex Dowsett	9	66	Great Britain	2020
Tom Dumoulin	10	74	Netherlands	2020
Nelson Oliveira	11	75	Portugal	2020
Patrick Bevin	12	79	New Zealand	2020
Andreas Leknessund	13	90	Norway	2020
Edoardo Affini	14	91	Italy	2020
Luke Durbridge	15	96	Australia	2020
Jasha Sutterlin	16	98	Germany	2020
Mikkel Bjerg	17	107	Denmark	2020
Daniel Felipe Martinez	18	112	Colombia	2020
Max Walscheid	19	116	Germany	2020
Kamil Gradek	20	125	Poland	2020
Jos van Emden	21	134	Netherlands	2020
Benjamin Thomas	22	134	France	2020
Josef Cerny	23	135	Czech Republic	2020
Jan Tratnik	24	144	Slovenia	2020
Ryan Mullen	25	151	Ireland	2020
Pello Bilbao	26	153	Spain	2020
Matthias Brandle	27	154	Austria	2020
Maciej Bodnar	28	157	Poland	2020
Brandon McNulty	29	171	United States	2020
Lawson Craddock	30	174	United States	2020
Nicolas Roche	31	182	Ireland	2020
Dmitriy Gruzdev	32	191	Kazakhstan	2020
Mykhaylo Kononenko	33	201	Ukraine	2020
Ivo Oliveira	34	203	Portugal	2020
Petr Rikunov	35	209	Russia	2020
Evaldas Siskevicius	36	209	Lithuania	2020
Jakub Otruba	37	211	Czech Republic	2020
Barnabas Peak	38	212	Hungary	2020
Carlos Ivan Oyarzun	39	226	Chile	2020
Ulises Alfredo Castillo	40	228	Mexico	2020
Alexander Cataford	41	229	Canada	2020
Polychronis Tzortzakis	42	231	Greece	2020
Daniil Fominykh	43	231	Kazakhstan	2020
Tobias Ludvigsson	44	236	Sweden	2020
Gleb Karpenko	45	263	Estonia	2020
Felix Ritzinger	46	266	Austria	2020
Ognjen Ilic	47	273	Serbia	2020
Jan Andrej Cully	48	288	Slovakia	2020
Andrei Stepanov	49	292	Russia	2020
Finn Fisher-Black	50	297	New Zealand	2020
Viktor Filutas	51	323	Hungary	2020
Yauheni Karaliok	52	341	Belarus	2020
Spas Gyurov	53	342	Bulgaria	2020
Elchin Asadov	54	357	Azerbaijan	2020
Ahmad Badreddin Wais	55	385	Syria	2020
Ingvar Omarsson	56	385	Iceland	2020
Hugo Houle	DNS	0	Canada	2020
