name	result	time_in_seconds	nationality	year
Anna van der Breggen	1	2420	Netherlands	2020
Marlen Reusser	2	15	Switzerland	2020
Ellen van Dijk	3	31	Netherlands	2020
Lisa Brennauer	4	45	Germany	2020
Grace Brown	5	61	Australia	2020
Amber Neben	6	80	United States	2020
Emma Norsgaard	7	82	Denmark	2020
Mieke Kroger	8	91	Germany	2020
Lauren Stephens	9	103	United States	2020
Vittoria Bussi	10	106	Italy	2020
Audrey Cordon-Ragot	11	113	France	2020
Georgia Williams	12	136	New Zealand	2020
Eugenia Bujak	13	140	Slovenia	2020
Anna Plichta	14	141	Poland	2020
Elizabeth Banks	15	143	Great Britain	2020
Alena Amialiusik	16	148	Belarus	2020
Juliette Labous	17	150	France	2020
Anna Kiesenhofer	18	150	Austria	2020
Alice Barnes	19	153	Great Britain	2020
Mikayla Harvey	20	153	New Zealand	2020
Leah Kirchmann	21	154	Canada	2020
Karol-Ann Canuel	22	166	Canada	2020
Arlenis Sierra	23	166	Cuba	2020
Lisa Norden	24	172	Sweden	2020
Vittoria Guazzini	25	176	Italy	2020
Valeriya Kononenko	26	195	Ukraine	2020
Aigul Gareeva	27	218	Russia	2020
Claire Faber	28	225	Luxembourg	2020
Dana Rozlapa	29	228	Latvia	2020
Rotem Gafinovitz	30	231	Israel	2020
Eri Yonamine	31	248	Japan	2020
Pernille Mathiesen	32	262	Denmark	2020
Sara Van de Vel	33	263	Belgium	2020
Ann-Sophie Duyck	34	286	Belgium	2020
Olga Shekel	35	293	Ukraine	2020
Teniel Campbell	36	332	Trinidad & Tobago	2020
Lourdes Oyarbide	37	344	Spain	2020
Catalina Anais Soto	38	354	Chile	2020
Sara Martin	39	391	Spain	2020
Fernanda Yapura	40	394	Argentina	2020
Tereza Korvasova	41	443	Czech Republic	2020
Agusta Edda Bjornsdottir	42	444	Iceland	2020
Jarmila Machacova	43	445	Czech Republic	2020
Kerry Jonker	44	469	South Africa	2020
Akvile Gedraityte	45	538	Lithuania	2020
Margret Palsdottir	46	579	Iceland	2020
Amber Joseph	47	615	Barbados	2020
Eyeru Tesfoam Gebru	48	659	Ethiopia	2020
Siham Es-saddy	49	847	Morocco	2020
Chloe Dygert	DNF	0	United States	2020
Olga Zabelinskaya	DNS	0	Uzbekistan	2020
