name	result	time_in_seconds	nationality	year
Maria Antonieta Gaxiola	DNF	0	Mexico	2020
Andrea Ramirez	DNF	0	Mexico	2020
Brenda Andrea Santoyo	DNF	0	Mexico	2020
Alice Barnes	DNF	0	Great Britain	2020
Ruth Winder	DNF	0	United States	2020
Valeriya Kononenko	DNF	0	Ukraine	2020
Kerry Jonker	DNF	0	South Africa	2020
Katarzyna Wilkos	DNF	0	Poland	2020
Anna Plichta	DNF	0	Poland	2020
Urska Bravec	DNF	0	Slovenia	2020
Mae Lang	DNF	0	Estonia	2020
Akvile Gedraityte	DNF	0	Lithuania	2020
Gloria Rodriguez	DNF	0	Spain	2020
Elena Cecchini	DNF	0	Italy	2020
Ann-Sophie Duyck	DNF	0	Belgium	2020
Claire Faber	DNF	0	Luxembourg	2020
Nina Berton	DNF	0	Luxembourg	2020
Hafdis Sigurðardottir	DNF	0	Iceland	2020
Agusta Edda Bjornsdottir	DNF	0	Iceland	2020
Briet Kristy Gunnarsdottir	DNF	0	Iceland	2020
Angelika Tazreiter	DNF	0	Austria	2020
Mie Bjørndal Ottestad	DNS	0	Norway	2020
Alena Amialiusik	DNS	0	Belarus	2020
Olga Zabelinskaya	DNS	0	Uzbekistan	2020
