name	result	time_in_seconds	nationality	year
Peter Sagan	1	20443	Slovakia	2016
Mark Cavendish	2	0	Great Britain	2016
Tom Boonen	3	0	Belgium	2016
Michael Matthews	4	0	Australia	2016
Giacomo Nizzolo	5	0	Italy	2016
Edvald Boasson Hagen	6	0	Norway	2016
Alexander Kristoff	7	0	Norway	2016
William Bonnet	8	0	France	2016
Niki Terpstra	9	0	Netherlands	2016
Greg Van Avermaet	10	0	Belgium	2016
Jacopo Guarnieri	11	0	Italy	2016
Adam Blythe	12	0	Great Britain	2016
Natnael Berhane	13	4	Eritrea	2016
Jurgen Roelandts	14	9	Belgium	2016
Ryan Roth	15	9	Canada	2016
Truls Engen Korsæth	16	9	Norway	2016
Tom Leezer	17	9	Netherlands	2016
Nic Dougall	18	9	South Africa	2016
Michael Kolar	19	13	Slovakia	2016
Elia Viviani	20	14	Italy	2016
Mathew Hayman	21	21	Australia	2016
Anass Ait El Abdia	22	168	Morocco	2016
Oliver Naesen	23	240	Belgium	2016
Jasper Stuyven	24	240	Belgium	2016
Daniele Bennati	25	240	Italy	2016
Alexander Porsev	26	326	Russia	2016
Aidis Kruopis	27	326	Lithuania	2016
Maximiliano Richeze	28	326	Argentina	2016
Magnus Cort	29	326	Denmark	2016
Sven Erik Bystrøm	30	326	Norway	2016
Yauheni Hutarovich	31	326	Belarus	2016
Nacer Bouhanni	32	326	France	2016
Imanol Erviti	33	326	Spain	2016
Marco Haller	34	326	Austria	2016
Yukiya Arashiro	35	326	Japan	2016
Michael Schar	36	326	Switzerland	2016
Dylan Groenewegen	37	326	Netherlands	2016
Stefan Kung	38	326	Switzerland	2016
Juraj Sagan	39	326	Slovakia	2016
Maciej Bodnar	40	326	Poland	2016
Iljo Keisse	41	326	Belgium	2016
Andre Greipel	42	326	Germany	2016
Taylor Phinney	43	326	United States	2016
Koen de Kort	44	326	Netherlands	2016
Zdenek Stybar	45	326	Czech Republic	2016
Manuel Quinziato	46	326	Italy	2016
Jens Debusschere	47	326	Belgium	2016
Dylan van Baarle	48	326	Netherlands	2016
Ben Swift	49	326	Great Britain	2016
Mitchell Docker	50	326	Australia	2016
Zak Dempster	51	333	Australia	2016
Scott Thwaites	52	333	Great Britain	2016
Robin Carpenter	53	363	United States	2016
Caleb Ewan	DNF	0	Australia	2016
Luke Durbridge	DNF	0	Australia	2016
Steele Von Hoff	DNF	0	Australia	2016
Mark Renshaw	DNF	0	Australia	2016
Heinrich Haussler	DNF	0	Australia	2016
Edwin Avila	DNF	0	Colombia	2016
Fernando Gaviria	DNF	0	Colombia	2016
Carlos Alzate	DNF	0	Colombia	2016
Omar Alberto Mendoza	DNF	0	Colombia	2016
Walter Vargas	DNF	0	Colombia	2016
Brayan Steven Ramirez	DNF	0	Colombia	2016
Kristoffer Skjerping	DNF	0	Norway	2016
Vegard Stake Laengen	DNF	0	Norway	2016
Sondre Holst Enger	DNF	0	Norway	2016
Daniel Hoelgaard	DNF	0	Norway	2016
Matti Manninen	DNF	0	Finland	2016
Michael Mørkøv	DNF	0	Denmark	2016
Matti Breschel	DNF	0	Denmark	2016
Lars Ytting Bak	DNF	0	Denmark	2016
Christopher Juul-Jensen	DNF	0	Denmark	2016
Søren Kragh Andersen	DNF	0	Denmark	2016
Antoine Duchesne	DNF	0	Canada	2016
Hugo Houle	DNF	0	Canada	2016
Adam de Vos	DNF	0	Canada	2016
Guillaume Boivin	DNF	0	Canada	2016
Ryan Anderson	DNF	0	Canada	2016
John Degenkolb	DNF	0	Germany	2016
Marcel Kittel	DNF	0	Germany	2016
Nils Politt	DNF	0	Germany	2016
Jasha Sutterlin	DNF	0	Germany	2016
Tony Martin	DNF	0	Germany	2016
Siarhei Papok	DNF	0	Belarus	2016
Kanstantsin Siutsou	DNF	0	Belarus	2016
Jonas Ahlstrand	DNF	0	Sweden	2016
Salah Eddine Mraouni	DNF	0	Morocco	2016
Soufiane Haddi	DNF	0	Morocco	2016
Mauro Abel Richeze	DNF	0	Argentina	2016
Francisco Chamorro	DNF	0	Argentina	2016
Fabricio Ferrari	DNF	0	Uruguay	2016
Rene Corella	DNF	0	Mexico	2016
Ruslan Tleubayev	DNF	0	Kazakhstan	2016
Alexey Lutsenko	DNF	0	Kazakhstan	2016
Dmitriy Gruzdev	DNF	0	Kazakhstan	2016
Luke Rowe	DNF	0	Great Britain	2016
Steve Cummings	DNF	0	Great Britain	2016
Ian Stannard	DNF	0	Great Britain	2016
Daniel McLay	DNF	0	Great Britain	2016
Geraint Thomas	DNF	0	Great Britain	2016
Eric Marcotte	DNF	0	United States	2016
Joey Rosskopf	DNF	0	United States	2016
Chad Haga	DNF	0	United States	2016
Alexey Vermeulen	DNF	0	United States	2016
Sergiy Lagkuti	DNF	0	Ukraine	2016
Andriy Kulyk	DNF	0	Ukraine	2016
Andrii Bratashchuk	DNF	0	Ukraine	2016
Andriy Vasylyuk	DNF	0	Ukraine	2016
Mykhaylo Kononenko	DNF	0	Ukraine	2016
Vitaliy Buts	DNF	0	Ukraine	2016
Martin Elmiger	DNF	0	Switzerland	2016
Reto Hollenstein	DNF	0	Switzerland	2016
Fabian Lienhard	DNF	0	Switzerland	2016
Pirmin Lang	DNF	0	Switzerland	2016
Silvan Dillier	DNF	0	Switzerland	2016
Gregory Rast	DNF	0	Switzerland	2016
Mekseb Debesay	DNF	0	Eritrea	2016
Meron Teshome	DNF	0	Eritrea	2016
Tesfom Okubamariam	DNF	0	Eritrea	2016
Daniel Teklehaimanot	DNF	0	Eritrea	2016
Metkel Eyob	DNF	0	Eritrea	2016
Hassen Ben Nasr	DNF	0	Tunisia	2016
Bonaventure Uwizeyimana	DNF	0	Rwanda	2016
Clint Hendricks	DNF	0	South Africa	2016
Ryan Gibbons	DNF	0	South Africa	2016
Tedros Redae	DNF	0	Ethiopia	2016
Andzs Flaksis	DNF	0	Latvia	2016
Maris Bogdanovics	DNF	0	Latvia	2016
Jack Bauer	DNF	0	New Zealand	2016
Dion Smith	DNF	0	New Zealand	2016
Fumiyuki Beppu	DNF	0	Japan	2016
?ukasz Wisniowski	DNF	0	Poland	2016
