name	result	time_in_seconds	nationality	year
Tony Martin	1	2682	Germany	2016
Vasil Kiryienka	2	45	Belarus	2016
Jonathan Castroviejo	3	70	Spain	2016
Maciej Bodnar	4	76	Poland	2016
Ryan Mullen	5	81	Ireland	2016
Rohan Dennis	6	87	Australia	2016
Yves Lampaert	7	105	Belgium	2016
Jos van Emden	8	105	Netherlands	2016
Reto Hollenstein	9	111	Switzerland	2016
Bob Jungels	10	116	Luxembourg	2016
Tom Dumoulin	11	121	Netherlands	2016
Alex Dowsett	12	131	Great Britain	2016
Martin Toft Madsen	13	131	Denmark	2016
Marcin Bia?ob?ocki	14	135	Poland	2016
Taylor Phinney	15	141	United States	2016
Anton Vorobyev	16	142	Russia	2016
Stefan Kung	17	145	Switzerland	2016
Luke Durbridge	18	148	Australia	2016
Andrey Grivko	19	154	Ukraine	2016
Nelson Oliveira	20	155	Portugal	2016
Gatis Smukulis	21	157	Latvia	2016
Manuel Quinziato	22	159	Italy	2016
Vegard Stake Laengen	23	164	Norway	2016
Primoz Roglic	24	166	Slovenia	2016
Steve Cummings	25	168	Great Britain	2016
Victor Campenaerts	26	171	Belgium	2016
Jack Bauer	27	184	New Zealand	2016
Alexey Vermeulen	28	195	United States	2016
Hugo Houle	29	197	Canada	2016
Nicolas Roche	30	197	Ireland	2016
Ryan Roth	31	201	Canada	2016
Kanstantsin Siutsou	32	205	Belarus	2016
Jasha Sutterlin	33	206	Germany	2016
Jeremy Roy	34	208	France	2016
Johan Le Bon	35	209	France	2016
Søren Kragh Andersen	36	223	Denmark	2016
Imanol Erviti	37	225	Spain	2016
Gediminas Bagdonas	38	227	Lithuania	2016
Edvald Boasson Hagen	39	230	Norway	2016
Dmitriy Gruzdev	40	244	Kazakhstan	2016
Walter Vargas	41	272	Colombia	2016
Ramunas Navardauskas	42	283	Lithuania	2016
Maxim Belkov	43	301	Russia	2016
Daniel Turek	44	305	Czech Republic	2016
Branislau Samoilau	45	308	Belarus	2016
Mekseb Debesay	46	309	Eritrea	2016
Andriy Vasylyuk	47	328	Ukraine	2016
Muradjan Halmuratov	48	346	Uzbekistan	2016
Elchin Asadov	49	349	Azerbaijan	2016
Eugert Zhupa	50	352	Albania	2016
Maksym Averin	51	409	Azerbaijan	2016
Redi Halilaj	52	415	Albania	2016
Polychronis Tzortzakis	53	428	Greece	2016
Soufiane Haddi	54	459	Morocco	2016
Naveen John	55	468	India	2016
Zhandos Bizhigitov	56	469	Kazakhstan	2016
Meron Teshome	57	479	Eritrea	2016
Burr Ho	58	503	Hongkong	2016
Bonaventure Uwizeyimana	59	622	Rwanda	2016
Abdullah Aljaaidi	60	773	Qatar	2016
Arvind Panwar	61	810	India	2016
Alban Nuha	62	822	Kosovo	2016
Sultan Mohammed Asiri	63	922	Saudi Arabia	2016
Khan Mohsin	64	950	Pakistan	2016
Hafiz Tahir Mahmood	65	983	Pakistan	2016
Saied Jafer Alali	66	992	Kuwait	2016
Matti Manninen	DNS	0	Finland	2016
Sayed Ahmed Alawi	DNS	0	Bahrein	2016
Mansoor Jawad	DNS	0	Bahrein	2016
Salman Alsaffar	DNS	0	Kuwait	2016
