name	result	time_in_seconds	nationality	year
Lance Armstrong	1	22630	United States	1993
Miguel Indurain	2	19	Spain	1993
Olaf Ludwig	3	19	Germany	1993
Johan Museeuw	4	19	Belgium	1993
Maurizio Fondriest	5	19	Italy	1993
Andrei Tchmil	6	19	Belgium	1993
Dag-Otto Lauritzen	7	19	Norway	1993
Gerard Rue	8	19	France	1993
Bjarne Riis	9	19	Denmark	1993
Frans Maassen	10	19	Netherlands	1993
Marco Giovannetti	11	19	Italy	1993
Claudio Chiappucci	12	24	Italy	1993
Andreas Kappes	13	77	Germany	1993
Adrie van der Poel	14	77	Netherlands	1993
Laurent Jalabert	15	107	France	1993
Viatcheslav Ekimov	16	107	Russia	1993
Felice Puttini	17	107	Switzerland	1993
Bo Hamburger	18	107	Denmark	1993
Harald Maier	19	107	Austria	1993
Richard Virenque	20	107	France	1993
Gert-Jan Theunisse	21	107	Netherlands	1993
Piotr Ugrumov	22	107	Latvia	1993
Rolf Jarmann	23	107	Switzerland	1993
Pascal Richard	24	107	Switzerland	1993
Cezary Zamana	25	107	Poland	1993
Johnny Weltz	26	107	Denmark	1993
Jan Svorada	27	107	Czech Republic	1993
Steve Larsen	28	107	United States	1993
Giancarlo Perini	29	107	Italy	1993
Gianni Faresin	30	107	Italy	1993
Massimo Podenzana	31	107	Italy	1993
Jorg Muller	32	107	Switzerland	1993
Stephen Hodge	33	107	Australia	1993
Jose Ramon Uriarte	34	107	Spain	1993
Rolf Sørensen	35	107	Denmark	1993
Peter Meinert-Nielsen	36	107	Denmark	1993
Fernando Escartin	37	107	Spain	1993
Massimo Ghirotto	38	107	Italy	1993
Jean-Francois Bernard	39	107	France	1993
Johan Bruyneel	40	107	Belgium	1993
Francisco Javier Mauleon	41	107	Spain	1993
Jon Unzaga	42	107	Spain	1993
Federico Echave	43	107	Spain	1993
Bruno Cenghialta	44	107	Italy	1993
Bruno Cornillet	45	107	France	1993
Steven Rooks	46	107	Netherlands	1993
Christian Henn	47	107	Germany	1993
Alberto Elli	48	107	Italy	1993
Sean Kelly	49	307	Ireland	1993
Dmitri Konychev	50	307	Russia	1993
Bo Andre Namtvedt	51	524	Norway	1993
Jacky Durand	52	578	France	1993
Atle Pedersen	53	802	Norway	1993
Mario Kummer	54	802	Germany	1993
Frankie Andreu	55	802	United States	1993
Andy Bishop	56	802	United States	1993
Fabio Roscioli	57	802	Italy	1993
John van den Akker	58	802	Netherlands	1993
Beat Zberg	59	802	Switzerland	1993
Sean Way	60	1134	Canada	1993
Thomas Bay	61	1134	Denmark	1993
Dmitry Nelyubin	62	1134	Russia	1993
Roustam Toukhvatoulin	63	1134	Russia	1993
Tony Doyle	64	1134	Great Britain	1993
John Tanner	65	1134	Great Britain	1993
Norman Alvis	66	1134	United States	1993
Scott Sunderland	DNF	0	Australia	1993
Phil Anderson	DNF	0	Australia	1993
Michael Crowe	DNF	0	Australia	1993
Hernan Buenahora	DNF	0	Colombia	1993
Carlos Mario Jaramillo	DNF	0	Colombia	1993
Nelson Rodriguez	DNF	0	Colombia	1993
Alvaro Mejia	DNF	0	Colombia	1993
Oliverio Rincon	DNF	0	Colombia	1993
Jorge Leon Otalvaro	DNF	0	Colombia	1993
Federico Munoz	DNF	0	Colombia	1993
Angel Yesid Camargo	DNF	0	Colombia	1993
