name	result	time_in_seconds	nationality	year
Ellen van Dijk	1	1668	Netherlands	2013
Linda Villumsen	2	24	New Zealand	2013
Carmen Small	3	28	United States	2013
Evelyn Stevens	4	28	United States	2013
Trixi Worrack	5	31	Germany	2013
Annika Langvad	6	39	Denmark	2013
Olga Zabelinskaya	7	40	Uzbekistan	2013
Ganna Solovei	8	42	Ukraine	2013
Tatiana Antoshina	9	42	Russia	2013
Emma Johansson	10	53	Sweden	2013
Lisa Brennauer	11	64	Germany	2013
Shara Marche	12	80	Australia	2013
Elisa Longo Borghini	13	83	Italy	2013
Loes Gunnewijk	14	84	Netherlands	2013
Inga Cesuliene	15	103	Lithuania	2013
Eugenia Bujak	16	108	Slovenia	2013
Rossella Ratto	17	115	Italy	2013
Audrey Cordon-Ragot	18	115	France	2013
Joelle Numainville	19	118	Canada	2013
Cecilie Gotaas Johnsen	20	121	Norway	2013
Jutta Stienen	21	124	Switzerland	2013
Valeriya Kononenko	22	126	Ukraine	2013
Melodie Lesueur	23	127	France	2013
Denise Ramsden	24	138	Canada	2013
Thea Thorsen	25	139	Norway	2013
Latoya Brulee	26	142	Belgium	2013
Eri Yonamine	27	147	Japan	2013
Mia Radotic	28	149	Croatia	2013
Martina Ritter	29	150	Austria	2013
Emilia Fahlin	30	152	Sweden	2013
Leire Olaberria	31	167	Spain	2013
Katazyna Sosna	32	173	Lithuania	2013
Ana Teresa Casas	33	178	Mexico	2013
Enkhjargal Tuvshinjargal	34	185	Mongolia	2013
Sari Saarelainen	35	189	Finland	2013
Alena Sitsko	36	190	Belarus	2013
Anna Sanchis	37	192	Spain	2013
Jacqueline Hahn	38	194	Austria	2013
Vita Heine	39	197	Norway	2013
Sara Frece	40	203	Slovenia	2013
Clemilda Fernandes	41	214	Brazil	2013
Chanpeng Nontasin	42	249	Thailand	2013
Alenka Novak	43	300	Slovenia	2013
Supaksorn Nuntana	44	330	Thailand	2013
Samah Khaled	45	392	Jordan	2013
