name	result	time_in_seconds	nationality	year
Jeannie Longo	1	6400	France	1987
Heleen Hage	2	12	Netherlands	1987
Connie Meijer	3	12	Netherlands	1987
Agnes Dusart	4	12	Belgium	1987
Lisa Brambani	5	12	Great Britain	1987
Unni Larsen	6	12	Norway	1987
Monica Bandini	7	12	Italy	1987
Luisa Seghezzi	8	12	Italy	1987
Kathleen Shannon	9	12	Australia	1987
Sally Zack	10	12	United States	1987
Edith Schonenberger	11	12	Switzerland	1987
Elisabeth Hepple	12	12	Australia	1987
Genevieve Robic-Brunet	13	12	Canada	1987
Sara Neil	14	12	Canada	1987
Cecile Odin	15	12	France	1987
Alla Jakovleva	16	12	Russia	1987
Madonna Harris	17	12	New Zealand	1987
Dominique Damiani	18	12	France	1987
Ute Enzenauer	19	12	Germany	1987
Janelle Parks	20	12	United States	1987
Inga Thompson	21	12	United States	1987
Brigitte Gyr-Gschwend	22	12	Switzerland	1987
Donna Gould	23	12	Australia	1987
Johanna Hack	24	12	Austria	1987
Laima Zilporyte	25	12	Lithuania	1987
Andrea Vranken	26	12	Germany	1987
Astrid Danielsen	27	12	Norway	1987
Ines Varenkamp	28	12	Germany	1987
Valerie Simonnet	29	12	France	1987
Kelly-Ann Way	30	12	Canada	1987
Marie Holjer	31	12	Sweden	1987
Cigonte Lizdenite	32	12	Russia	1987
Karina Skibby	33	12	Denmark	1987
Donna Rae-Szalinski	34	12	Australia	1987
Dany Bonnoront	35	12	France	1987
Virginie Lafargue	36	12	France	1987
Francesca Galli	37	12	Italy	1987
Katrin Tobin	38	12	United States	1987
Nadezhda Kibardina	39	12	Russia	1987
Marianne Berglund	40	12	Sweden	1987
Clare Greenwood	41	12	Great Britain	1987
Irina Kolesnikova	42	12	Russia	1987
Roberta Bonanomi	43	12	Italy	1987
Tamara Polyakova	44	12	Ukraine	1987
Rebecca Twigg	45	12	United States	1987
Tea Vikstedt-Nyman	46	12	Finland	1987
Radka Kynclova	47	71	Czech Republic	1987
Robyn Battison	48	166	Australia	1987
Petra Rossner	49	408	Germany	1987
Petra Stegherr	50	580	Germany	1987
Denise Kelly	51	584	Canada	1987
Monique Knol	52	630	Netherlands	1987
Helle Sørensen	53	630	Denmark	1987
Sally Hodge	54	630	Great Britain	1987
Chantal Diaz	55	630	France	1987
Evelyne Muller	56	630	Switzerland	1987
Viola Paulitz-Muller	57	630	Germany	1987
Anita Valen	58	630	Norway	1987
Nicole Suter	59	630	Switzerland	1987
Marion Levin	60	630	Sweden	1987
Paula Westher	61	630	Sweden	1987
Laura Zilke	62	630	Canada	1987
Mieke Havik	63	639	Netherlands	1987
Godelieve Jansens	64	719	Belgium	1987
Virginia Thomas	65	719	Great Britain	1987
Petra de Bruin	66	719	Netherlands	1987
Angela Ranft	67	719	Germany	1987
Manuela Wohlgemuth	68	719	Switzerland	1987
Iveta Sitorova	69	719	Czech Republic	1987
Hilde Dobiasch	70	719	Austria	1987
Monique de Bruin	71	719	Netherlands	1987
Martine Schotte	72	719	Belgium	1987
Helena Norrman	73	719	Sweden	1987
Imelda Chiappa	74	719	Italy	1987
Angela Kindling	75	719	Germany	1987
Anneke Barrie	76	1097	Belgium	1987
De Canceroni	77	1208	Brazil	1987
Maria Handstanger	78	1208	Austria	1987
Bettina Falsing	79	1208	Denmark	1987
Josune Gorostidi	80	1208	Spain	1987
Hanne Malmberg	81	1208	Denmark	1987
Erika Leitgeb	82	1318	Austria	1987
Maria Peszl	83	1318	Austria	1987
Raquel Aberasturi	84	1318	Spain	1987
Nabucco de Abreu	85	1318	Brazil	1987
Tourinho Bit	86	1318	Brazil	1987
Danielle Linden	87	1395	Luxembourg	1987
