name	result	time_in_seconds	nationality	year
Susanne Ljungskog	1	10755	Sweden	2002
Nicole Brandli	2	0	Switzerland	2002
Joane Somarriba	3	0	Spain	2002
Sara Carrigan	4	0	Australia	2002
Alison Wright	5	18	Australia	2002
Olga Slyusareva	6	18	Russia	2002
Magali Le Floc'h	7	18	France	2002
Arenda Grimberg	8	18	Netherlands	2002
Volha Hayeva	9	18	Belarus	2002
Sara Felloni	10	18	Italy	2002
Evy Van Damme	11	18	Belgium	2002
Heidi Van De Vijver	12	18	Belgium	2002
Regina Schleicher	13	18	Germany	2002
Zita Urbonaite	14	18	Lithuania	2002
Modesta Vzesniauskaite	15	18	Lithuania	2002
Dede Demet-Barry	16	18	United States	2002
Priska Doppmann	17	18	Switzerland	2002
Julia Martisova	18	18	Russia	2002
Melissa Holt	19	23	New Zealand	2002
Iryna Chuzhynova	20	23	Ukraine	2002
Leontien Zijlaard-van Moorsel	21	23	Netherlands	2002
Debby Mansveld	22	23	Netherlands	2002
Janildes Fernandes Silva	23	23	Brazil	2002
Sophie Creux	24	23	France	2002
Rasa Polikeviciute	25	23	Lithuania	2002
Edita Pucinskaite	26	27	Lithuania	2002
Veronique Belleter	27	27	Belgium	2002
Annette Beutler	28	27	Switzerland	2002
Zulfiya Zabirova	29	27	Kazakhstan	2002
Katia Longhin	30	27	Italy	2002
Marcia Eicher-Vouets	31	27	Switzerland	2002
Eneritz Iturriaga	32	27	Spain	2002
Rochelle Gilmore	33	27	Australia	2002
Olivia Gollan	34	27	Australia	2002
Nicole Cooke	35	27	Great Britain	2002
Cindy Pieters	36	27	Belgium	2002
Edita Kubelskiene	37	27	Lithuania	2002
Alessandra Cappellotto	38	27	Italy	2002
Sandrine Marcuz	39	27	France	2002
Svetlana Stolbova	40	31	Russia	2002
Natalya Kachalka	41	31	Ukraine	2002
Hayley Rutherford	42	33	Australia	2002
Valentina Polkhanova	43	33	Russia	2002
Belem Guerrero	44	33	Mexico	2002
Judith Arndt	45	33	Germany	2002
Corine Hierckens	46	41	Belgium	2002
Alessandra D'Ettorre	47	64	Italy	2002
Rosa Maria Bravo	48	64	Spain	2002
Valentina Karpenko	49	64	Ukraine	2002
Tetyana Andrushchenko	50	64	Ukraine	2002
Joanne Kiesanowski	51	64	New Zealand	2002
Laura Van Gilder	52	64	United States	2002
Dori Ruano	53	64	Spain	2002
Anna Skawinska	54	64	Poland	2002
Isabella Wieser	55	64	Austria	2002
Kimberly Baldwin	56	64	United States	2002
Giorgia Bronzini	57	64	Italy	2002
Wenche Stensvold	58	64	Norway	2002
Arantzazu Azpiroz	59	64	Spain	2002
Jeannie Longo	60	64	France	2002
Denise Baumann	61	90	Switzerland	2002
Rachel Hedderman	62	90	Great Britain	2002
Shani Bloch-Davidov	63	90	Israel	2002
Anita Valen	64	103	Norway	2002
Anouska van der Zee	65	109	Netherlands	2002
Emma James	66	114	Australia	2002
Susan Palmer-Komar	67	114	Canada	2002
Frances Newstead	68	122	Great Britain	2002
Lada Kozlikova	69	122	Czech Republic	2002
Sissy van Alebeek	70	122	Netherlands	2002
Monica Valen	71	141	Norway	2002
Zinaida Stahurskaya	72	150	Belarus	2002
Susan Carter	73	205	Great Britain	2002
Jenny Algelid-Bengtsson	74	211	Sweden	2002
Vanja Vonckx	75	247	Belgium	2002
Mirjam Melchers	76	247	Netherlands	2002
Virginie Moinard	77	316	France	2002
Sarah Grab	78	409	Switzerland	2002
Anna Sipurzynska	79	483	Poland	2002
Maria Luisa Calle Williams	80	483	Colombia	2002
Mari Holden	81	483	United States	2002
Tina Mayolo-Pic	82	483	United States	2002
Sara Waller	83	483	Great Britain	2002
Vibe Janne Kolding	84	483	Denmark	2002
Evelyn Garcia	85	715	El Salvador	2002
Kirsty Nicole Robb	86	847	New Zealand	2002
Margaret Hemsley	87	847	Australia	2002
Zlatica Gavlakova	88	847	Slovakia	2002
Katy St Laurent	89	945	Canada	2002
Olga Khortova	90	1145	Russia	2002
Lyne Bessette	DNF	0	Canada	2002
Tina Liebig	DNF	0	Germany	2002
Madeleine Lindberg	DNF	0	Sweden	2002
Diana Elmentaite	DNF	0	Lithuania	2002
Lisbeth Simper	DNF	0	Denmark	2002
Miho Oki	DNF	0	Japan	2002
Petra Rossner	DNF	0	Germany	2002
Trixi Worrack	DNF	0	Germany	2002
Amber Neben	DNF	0	United States	2002
Emma Davies Jones	DNF	0	Great Britain	2002
Chalime Giourbouz	DNF	0	Greece	2002
Valeria Pintos	DNF	0	Argentina	2002
Solrun Flatas	DNF	0	Norway	2002
Ina-Yoko Teutenberg	DNF	0	Germany	2002
Irina Simonova	DNF	0	Ukraine	2002
Bogumi?a Matusiak	DNF	0	Poland	2002
Angela Brodtka	DNF	0	Germany	2002
Catherine Marsal	DNF	0	France	2002
Noemi Cantele	DNF	0	Italy	2002
Jolanta Polikeviciute	DNF	0	Lithuania	2002
Yelizaveta Bochkarova	DNF	0	Ukraine	2002
Jorunn Kvalø	DNF	0	Norway	2002
Pia Sundstedt	DNS	0	Finland	2002
Doris Posch	DNS	0	Austria	2002
