name	result	time_in_seconds	nationality	year
Santiago Botero	1	2888	Colombia	2002
Michael Rich	2	8	Germany	2002
Igor Gonzalez de Galdeano	3	17	Spain	2002
Laszlo Bodrogi	4	25	France	2002
Uwe Peschel	5	33	Germany	2002
David Millar	6	35	Great Britain	2002
Aitor Gonzalez	7	64	Spain	2002
Michael Rogers	8	66	Australia	2002
Fabian Cancellara	9	67	Switzerland	2002
Raivis Belohvosciks	10	75	Latvia	2002
Bogdan Bondariew	11	76	Ukraine	2002
Marc Wauters	12	89	Belgium	2002
Bert Roesems	13	89	Belgium	2002
Filippo Pozzato	14	90	Italy	2002
Viatcheslav Ekimov	15	90	Russia	2002
Christophe Moreau	16	98	France	2002
Evgeni Petrov	17	100	Russia	2002
Manuel Quinziato	18	107	Italy	2002
Eric Wohlberg	19	111	Canada	2002
Roland Green	20	127	Canada	2002
Marius Sabaliauskas	21	131	Lithuania	2002
Steffen Kjærgaard	22	131	Norway	2002
Jean Nuttli	23	131	Switzerland	2002
Eugen Wacker	24	134	Kyrgyzstan	2002
Servais Knaven	25	137	Netherlands	2002
Stuart Dangerfield	26	137	Great Britain	2002
Robert Hunter	27	139	South Africa	2002
Martin Cotar	28	139	Croatia	2002
Dylan Casey	29	143	United States	2002
Georg Totschnig	30	145	Austria	2002
Jose Bento Azevedo	31	145	Portugal	2002
Yuriy Krivtsov	32	147	Ukraine	2002
Dean Podgornik	33	150	Slovenia	2002
Victor Hugo Pena	34	143	Colombia	2002
Nathan O'Neill	35	164	Australia	2002
Ondrej Sosenka	36	165	Czech Republic	2002
Chris Horner	37	172	United States	2002
Tomasz Brozyna	38	173	Poland	2002
Edgardo Simon	39	179	Argentina	2002
Thor Hushovd	40	181	Norway	2002
Benoit Joachim	41	185	Luxembourg	2002
S?awomir Kohut	42	190	Poland	2002
Igor Bonciucov	43	190	Moldova	2002
Csaba Szekeres	44	192	Hungary	2002
Pedro Goncalves	45	197	Portugal	2002
Andrey Mizurov	46	205	Kazakhstan	2002
Marcus Ljungqvist	47	233	Sweden	2002
Tiaan Kannemeyer	48	237	South Africa	2002
Magnus Backstedt	49	240	Sweden	2002
Jacky Durand	50	242	France	2002
