name	result	time_in_seconds	nationality	year
Joop Zoetemelk	1	23198	Netherlands	1985
Greg LeMond	2	3	United States	1985
Moreno Argentin	3	3	Italy	1985
Marc Madiot	4	3	France	1985
Harald Maier	5	3	Austria	1985
Juan Fernandez	6	3	Spain	1985
Stephen Roche	7	3	Ireland	1985
Jorg Muller	8	3	Switzerland	1985
Johan van der Velde	9	3	Netherlands	1985
Robert Millar	10	3	Great Britain	1985
Claudio Corti	11	3	Italy	1985
Claude Criquielion	12	3	Belgium	1985
Gerard Veldscholten	13	3	Netherlands	1985
Kim Andersen	14	13	Denmark	1985
Rolf Golz	15	35	Germany	1985
Acacio da Silva	16	35	Portugal	1985
Jose Francisco Rodriguez Maldonado	17	35	Colombia	1985
Jose Luis Navarro	18	35	Spain	1985
Pierino Gavazzi	19	65	Italy	1985
Steve Bauer	20	65	Canada	1985
Jurg Bruggmann	21	65	Switzerland	1985
Ron Kiefel	22	70	United States	1985
Jørgen Marcussen	23	70	Denmark	1985
Giuseppe Saronni	24	70	Italy	1985
Pedro Delgado	25	70	Spain	1985
Benno Wiss	26	70	Switzerland	1985
Pello Ruiz Cabestany	27	70	Spain	1985
Celestino Prieto	28	70	Spain	1985
Charly Berard	29	70	France	1985
Peter Besanko	30	70	Australia	1985
Jean-Philippe Vandenbrande	31	70	Belgium	1985
Alvaro Pino	32	70	Spain	1985
Tommy Prim	33	70	Sweden	1985
Frederic Vichot	34	70	France	1985
Sean Kelly	35	70	Ireland	1985
Paul Haghedooren	36	70	Belgium	1985
Federico Echave	37	70	Spain	1985
Martin Alonso Ramirez	38	70	Colombia	1985
Dag-Otto Lauritzen	39	70	Norway	1985
Erich Machler	40	70	Switzerland	1985
Heinz Imboden	41	70	Switzerland	1985
Emanuele Bombini	42	70	Italy	1985
Jesper Worre	43	70	Denmark	1985
Urs Zimmermann	44	70	Switzerland	1985
Teun van Vliet	45	70	Netherlands	1985
Dominique Arnaud	46	70	France	1985
Phil Anderson	47	70	Australia	1985
Argemiro Bohorquez	48	70	Colombia	1985
Steen-michael Petersen	49	70	Denmark	1985
Robert Forest	50	70	France	1985
Jørgen Vagn Pedersen	51	70	Denmark	1985
Charly Mottet	52	70	France	1985
Niki Ruttimann	53	70	Switzerland	1985
Francesco Moser	54	70	Italy	1985
Jens Veggerby	55	70	Denmark	1985
Henk Lubberding	56	70	Netherlands	1985
Marino Lejarreta	57	70	Spain	1985
Bruno Leali	58	70	Italy	1985
Adrie van der Poel	59	70	Netherlands	1985
Gianbattista Baronchelli	60	247	Italy	1985
Eric Mckenzie	61	247	New Zealand	1985
Michael Wilson	62	247	Australia	1985
Marino Amadori	63	247	Italy	1985
Andrew Hampsten	64	247	United States	1985
Martin Earley	65	247	Ireland	1985
Alan McCormack	66	247	Ireland	1985
Artan Stephens	DNF	0	Australia	1985
Allan Peiper	DNF	0	Australia	1985
Michael Crowe	DNF	0	Australia	1985
David Allan	DNF	0	Australia	1985
Shane Sutton	DNF	0	Australia	1985
Ruben Dario Beltran	DNF	0	Colombia	1985
Samuel Cabrera	DNF	0	Colombia	1985
Juan Carlos Castillo	DNF	0	Colombia	1985
Edgar Corredor	DNF	0	Colombia	1985
Jose Antonio Agudelo	DNF	0	Colombia	1985
Carlos Mario Jaramillo	DNF	0	Colombia	1985
Kim Eriksen	DNF	0	Denmark	1985
Reimund Dietzen	DNF	0	Germany	1985
Stefan Schropfer	DNF	0	Germany	1985
Christian Goldschagg	DNF	0	Germany	1985
Ralf Hofeditz	DNF	0	Germany	1985
Hans Neumayer	DNF	0	Germany	1985
Rigobert Matt	DNF	0	Germany	1985
Dietrich Thurau	DNF	0	Germany	1985
Joachim Schlaphoff	DNF	0	Germany	1985
Uwe Bolten	DNF	0	Germany	1985
Alf Segersall	DNF	0	Sweden	1985
Sean Yates	DNF	0	Great Britain	1985
Malcolm Elliott	DNF	0	Great Britain	1985
Chris Whorton	DNF	0	Great Britain	1985
Joey McLoughlin	DNF	0	Great Britain	1985
Paul Sherwen	DNF	0	Great Britain	1985
Dudley Hayton	DNF	0	Great Britain	1985
Tom Schuler	DNF	0	United States	1985
Tom Broznowski	DNF	0	United States	1985
Eric Heiden	DNF	0	United States	1985
Doug Shapiro	DNF	0	United States	1985
Bob Roll	DNF	0	United States	1985
Jonathan Boyer	DNF	0	United States	1985
Jeff Bradley	DNF	0	United States	1985
Chris Carmichael	DNF	0	United States	1985
Davis Phinney	DNF	0	United States	1985
Gottfried Gody Schmutz	DNF	0	Switzerland	1985
Daniel Gisiger	DNF	0	Switzerland	1985
Jean-Marie Grezet	DNF	0	Switzerland	1985
Guido Winterberg	DNF	0	Switzerland	1985
Urs Freuler	DNF	0	Switzerland	1985
John Mullan	DNF	0	New Zealand	1985
Czes?aw Lang	DNF	0	Poland	1985
Sigmund Hermann	DNF	0	Liechtenstein	1985
Jesus Blanco Villar	DNF	0	Spain	1985
Eduardo Chozas	DNF	0	Spain	1985
Faustino Ruperez	DNF	0	Spain	1985
Inaki Gaston	DNF	0	Spain	1985
Alessandro Pozzi	DNF	0	Italy	1985
Davide Cassani	DNF	0	Italy	1985
Giovanni Mantovani	DNF	0	Italy	1985
Jean-Francois Bernard	DNF	0	France	1985
Pierre Bazzo	DNF	0	France	1985
Gilbert Duclos-Lassalle	DNF	0	France	1985
Bernard Hinault	DNF	0	France	1985
Bernard Vallet	DNF	0	France	1985
Gerrie Knetemann	DNF	0	Netherlands	1985
Nico Verhoeven	DNF	0	Netherlands	1985
Maarten Ducrot	DNF	0	Netherlands	1985
Jacques Hanegraaf	DNF	0	Netherlands	1985
Hennie Kuiper	DNF	0	Netherlands	1985
Johan Lammerts	DNF	0	Netherlands	1985
Marc Sergeant	DNF	0	Belgium	1985
Ludwig Wijnants	DNF	0	Belgium	1985
William Tackaert	DNF	0	Belgium	1985
Rudy Dhaenens	DNF	0	Belgium	1985
Eric Van Lancker	DNF	0	Belgium	1985
Eddy Planckaert	DNF	0	Belgium	1985
Eric Vanderaerden	DNF	0	Belgium	1985
Ludo De Keulenaer	DNF	0	Belgium	1985
Rudy Matthijs	DNF	0	Belgium	1985
Jozef Lieckens	DNF	0	Belgium	1985
Claude Michely	DNF	0	Luxembourg	1985
Homi Bhatena	DNF	0	India	1985
Suryakant Pawar	DNF	0	India	1985
Milind Bhatkar	DNF	0	India	1985
Ashok Captain	DNF	0	India	1985
Zubin Shroff	DNF	0	India	1985
Sinnarkar Anil	DNF	0	India	1985
Vinod Punmiya	DNF	0	India	1985
Gerhard Zadrobilek	DNF	0	Austria	1985
