name	result	time_in_seconds	nationality	year
Mads Pedersen	1	23248	Denmark	2019
Matteo Trentin	2	0	Italy	2019
Stefan Kung	3	2	Switzerland	2019
Gianni Moscon	4	17	Italy	2019
Peter Sagan	5	43	Slovakia	2019
Michael Valgren	6	45	Denmark	2019
Alexander Kristoff	7	70	Norway	2019
Greg Van Avermaet	8	70	Belgium	2019
Gorka Izagirre	9	70	Spain	2019
Rui Costa	10	70	Portugal	2019
Sonny Colbrelli	11	70	Italy	2019
Jakob Fuglsang	12	70	Denmark	2019
Zdenek Stybar	13	70	Czech Republic	2019
Carlos Betancur	14	70	Colombia	2019
John Degenkolb	15	70	Germany	2019
Ion Izagirre	16	74	Spain	2019
Amund Grøndahl Jansen	17	74	Norway	2019
Tadej Pogacar	18	74	Slovenia	2019
Nils Politt	19	82	Germany	2019
Niki Terpstra	20	82	Netherlands	2019
Toms Skujins	21	106	Latvia	2019
Michael Albasini	22	108	Switzerland	2019
Tony Gallopin	23	110	France	2019
Michael Matthews	24	117	Australia	2019
Alberto Bettiol	25	117	Italy	2019
Tao Geoghegan Hart	26	140	Great Britain	2019
Marc Hirschi	27	140	Switzerland	2019
Julian Alaphilippe	28	146	France	2019
Daniel Felipe Martinez	29	239	Colombia	2019
Felix Großschartner	30	239	Austria	2019
Ben Swift	31	398	Great Britain	2019
Yves Lampaert	32	468	Belgium	2019
Oliver Naesen	33	487	Belgium	2019
Sven Erik Bystrøm	34	487	Norway	2019
Tim Wellens	35	487	Belgium	2019
Mike Teunissen	36	487	Netherlands	2019
Dylan Teuns	37	487	Belgium	2019
Esteban Chaves	38	487	Colombia	2019
Andrey Amador	39	487	Costa Rica	2019
Chad Haga	40	627	United States	2019
Neilson Powless	41	627	United States	2019
Benoit Cosnefroy	42	652	France	2019
Mathieu van der Poel	43	652	Netherlands	2019
Imanol Erviti	44	888	Spain	2019
Lucas Eriksson	45	888	Sweden	2019
Petr Vakoc	46	1165	Czech Republic	2019
Rory Sutherland	DNF	0	Australia	2019
Simon Clarke	DNF	0	Australia	2019
Mitchell Docker	DNF	0	Australia	2019
Jack Haig	DNF	0	Australia	2019
Luke Durbridge	DNF	0	Australia	2019
Rohan Dennis	DNF	0	Australia	2019
Nathan Haas	DNF	0	Australia	2019
Nairo Quintana	DNF	0	Colombia	2019
Sebastian Henao	DNF	0	Colombia	2019
Juan Sebastian Molano	DNF	0	Colombia	2019
Alvaro Jose Hodeg	DNF	0	Colombia	2019
Edvald Boasson Hagen	DNF	0	Norway	2019
Carl Fredrik Hagen	DNF	0	Norway	2019
Vegard Stake Laengen	DNF	0	Norway	2019
Christopher Juul-Jensen	DNF	0	Denmark	2019
Michael Mørkøv	DNF	0	Denmark	2019
Magnus Cort	DNF	0	Denmark	2019
Casper Pedersen	DNF	0	Denmark	2019
Kasper Asgreen	DNF	0	Denmark	2019
Hugo Houle	DNF	0	Canada	2019
Benjamin Perry	DNF	0	Canada	2019
Antoine Duchesne	DNF	0	Canada	2019
Michael Woods	DNF	0	Canada	2019
James Piccoli	DNF	0	Canada	2019
Guillaume Boivin	DNF	0	Canada	2019
Pascal Ackermann	DNF	0	Germany	2019
Jonas Koch	DNF	0	Germany	2019
Jasha Sutterlin	DNF	0	Germany	2019
Marcus Burghardt	DNF	0	Germany	2019
Simon Geschke	DNF	0	Germany	2019
Nikias Arndt	DNF	0	Germany	2019
Alexandr Riabushenko	DNF	0	Belarus	2019
Vasil Kiryienka	DNF	0	Belarus	2019
Kim Magnusson	DNF	0	Sweden	2019
Eduardo Sepulveda	DNF	0	Argentina	2019
Dmitriy Gruzdev	DNF	0	Kazakhstan	2019
Alexey Lutsenko	DNF	0	Kazakhstan	2019
Yevgeniy Gidich	DNF	0	Kazakhstan	2019
Yuriy Natarov	DNF	0	Kazakhstan	2019
Zhandos Bizhigitov	DNF	0	Kazakhstan	2019
Geraint Thomas	DNF	0	Great Britain	2019
Owain Doull	DNF	0	Great Britain	2019
Adam Yates	DNF	0	Great Britain	2019
Ian Stannard	DNF	0	Great Britain	2019
Lawson Craddock	DNF	0	United States	2019
Alex Howes	DNF	0	United States	2019
Danilo Wyss	DNF	0	Switzerland	2019
Michael Schar	DNF	0	Switzerland	2019
Silvan Dillier	DNF	0	Switzerland	2019
Mekseb Debesay	DNF	0	Eritrea	2019
Daniel Teklehaimanot	DNF	0	Eritrea	2019
Natnael Berhane	DNF	0	Eritrea	2019
Drikus Coetzee	DNF	0	Namibia	2019
Stefan de Bod	DNF	0	South Africa	2019
Daryl Impey	DNF	0	South Africa	2019
Nic Dlamini	DNF	0	South Africa	2019
Emils Liepins	DNF	0	Latvia	2019
Krists Neilands	DNF	0	Latvia	2019
Dion Smith	DNF	0	New Zealand	2019
