name	result	time_in_seconds	nationality	year
Fabian Cancellara	1	3475	Switzerland	2009
Gustav Erik Larsson	2	87	Sweden	2009
Tony Martin	3	150	Germany	2009
Tom Zirbel	4	167	United States	2009
Marco Pinotti	5	182	Italy	2009
Janez Brajkovic	6	188	Slovenia	2009
Koos Moerenhout	7	191	Netherlands	2009
Alexandre Vinokourov	8	200	Kazakhstan	2009
Ignatas Konovalovas	9	213	Lithuania	2009
Bert Grabsch	10	217	Germany	2009
David McCann	11	220	Ireland	2009
Jean-Christophe Peraud	12	223	France	2009
Lars Ytting Bak	13	247	Denmark	2009
Dominique Cornu	14	249	Belgium	2009
Svein Tuft	15	264	Canada	2009
Lars Boom	16	264	Netherlands	2009
Artem Ovechkin	17	267	Russia	2009
Chris Froome	18	274	Great Britain	2009
Frantisek Rabon	19	279	Czech Republic	2009
Sebastian Lang	20	280	Germany	2009
Bradley Wiggins	21	290	Great Britain	2009
Jose Rodolfo Serpa	22	296	Colombia	2009
Tom Danielson	23	309	United States	2009
Alex Rasmussen	24	312	Denmark	2009
Andrey Kashechkin	25	316	Kazakhstan	2009
Sergio Miguel Paulinho	26	325	Portugal	2009
Edvald Boasson Hagen	27	328	Norway	2009
Jay Robert Thomson	28	328	South Africa	2009
Eugen Wacker	29	331	Kyrgyzstan	2009
Adam Hansen	30	333	Australia	2009
Aleksejs Saramotins	31	334	Latvia	2009
Martin Gerardo Garrido	32	335	Argentina	2009
Bartosz Huzarski	33	343	Poland	2009
Martin Velits	34	344	Slovakia	2009
Jose Ivan Gutierrez	35	345	Spain	2009
Juan Carlos Lopez	36	347	Colombia	2009
Branislau Samoilau	37	356	Belarus	2009
Sebastien Rosseler	38	357	Belgium	2009
Fredrik Ericsson	39	370	Sweden	2009
Rubens Bertogliati	40	372	Switzerland	2009
Andrey Grivko	41	374	Ukraine	2009
Juan Jose Cobo	42	379	Spain	2009
Erik Hoffmann	43	383	Namibia	2009
Matias Medici	44	388	Argentina	2009
Raivis Belohvosciks	45	389	Latvia	2009
Magno Nazaret	46	398	Brazil	2009
Mikhail Ignatiev	47	403	Russia	2009
Gregor Gazvoda	48	410	Slovenia	2009
Vasil Kiryienka	49	418	Belarus	2009
Jeremy Vennell	50	426	New Zealand	2009
Pavol Polievka	51	443	Slovakia	2009
Ervin Korts-Laur	52	446	Estonia	2009
Cameron Wurf	53	447	Australia	2009
Tiago Machado	54	450	Portugal	2009
Rida Cador	55	454	Hungary	2009
Jerome Coppel	56	456	France	2009
Matti Helminen	57	468	Finland	2009
NULL	58	500	NULL	2009
Maciej Bodnar	59	523	Poland	2009
Jose Ragonessi	60	533	Ecuador	2009
Jarmo Rissanen	61	540	Finland	2009
Zoltan Madaras	62	545	Hungary	2009
Carol Eduard Novak	63	666	Romania	2009
Gabriel Sorin Pop	64	775	Romania	2009
Reginald Douglas	65	1232	Saint Kitts en Nevis	2009
James Weekes	66	1358	Saint Kitts en Nevis	2009
