name	result	time_in_seconds	nationality	year
Leontien Zijlaard-van Moorsel	1	1911	Netherlands	1998
Zulfiya Zabirova	2	0	Kazakhstan	1998
Hanka Kupfernagel	3	2	Germany	1998
Diana Ziliute	4	20	Lithuania	1998
Jeannie Longo	5	24	France	1998
Kathryn Watt	6	28	Australia	1998
Mari Holden	7	35	United States	1998
Judith Arndt	8	65	Germany	1998
Linda Jackson	9	85	Canada	1998
Elizabeth Emery	10	88	United States	1998
Yvonne McGregor	11	97	Great Britain	1998
Tracey Gaudry	12	98	Australia	1998
Alessandra Cappellotto	13	99	Italy	1998
Anna Millward	14	104	Australia	1998
Catherine Marsal	15	110	France	1998
Lenka Ilavska	16	113	Slovakia	1998
Pia Sundstedt	17	121	Finland	1998
Heidi Van De Vijver	18	125	Belgium	1998
Mirjam Melchers	19	140	Netherlands	1998
Barbara Heeb	20	144	Switzerland	1998
Albine Caillie	21	149	France	1998
Karen Kurreck	22	155	United States	1998
Karin Mobes	23	158	Switzerland	1998
Bogumi?a Matusiak	24	160	Poland	1998
Edita Pucinskaite	25	171	Lithuania	1998
Tamara Polyakova	26	180	Ukraine	1998
Cindy Pieters	27	196	Belgium	1998
Megan Hughes	28	199	Great Britain	1998
Lyne Bessette	29	201	Canada	1998
Fabiana Luperini	30	205	Italy	1998
NULL	31	210	NULL	1998
Sanna Lehtimaki	32	218	Finland	1998
Anke Erlank	33	228	South Africa	1998
Maria Mercedes Cagigas	34	245	Spain	1998
Svetlana Samokhvalova	35	254	Russia	1998
Magdalena Day	36	262	South Africa	1998
Lada Kozlikova	37	264	Czech Republic	1998
Larysa Chuyenka	38	298	Belarus	1998
Malgorzata Wysocka	39	321	Poland	1998
Marta Vilajosana	40	328	Spain	1998
Irini Tsouvala	41	352	Greece	1998
Fatma Galiulina	42	452	Uzbekistan	1998
Bianca Jane Netzler	DNS	0	Samoa	1998
