name	result	time_in_seconds	nationality	year
Oscar Freire	1	22041	Spain	2001
Paolo Bettini	2	0	Italy	2001
Andrej Hauptman	3	0	Slovenia	2001
Erik Dekker	4	0	Netherlands	2001
Erik Zabel	5	0	Germany	2001
Piotr Wadecki	6	0	Poland	2001
Giuliano Figueras	7	0	Italy	2001
Gennady Mikhaylov	8	0	Russia	2001
Tomas Konecny	9	0	Czech Republic	2001
Beat Zberg	10	0	Switzerland	2001
Michele Bartoli	11	0	Italy	2001
Paolo Lanfranchi	12	0	Italy	2001
Jan Ullrich	13	0	Germany	2001
Faat Zakirov	14	0	Russia	2001
Arkadiusz Wojtas	15	0	Poland	2001
Zbigniew Piatek	16	0	Poland	2001
Dave Bruylandts	17	0	Belgium	2001
Niklas Axelsson	18	0	Sweden	2001
Alexandre Botcharov	19	0	Russia	2001
Niki Aebersold	20	0	Switzerland	2001
Denis Bondarenko	21	0	Russia	2001
Mario Aerts	22	0	Belgium	2001
Angel Vicioso	23	0	Spain	2001
Rui Sousa	24	0	Portugal	2001
William Chann McRae	25	0	United States	2001
Cadel Evans	26	0	Australia	2001
Tadej Valjavec	27	0	Slovenia	2001
Levi Leipheimer	28	0	United States	2001
Santiago Botero	29	0	Colombia	2001
Andrei Tchmil	30	0	Belgium	2001
Richard Virenque	31	0	France	2001
Davide Rebellin	32	0	Italy	2001
Jean-Cyril Robin	33	0	France	2001
Gianni Faresin	34	0	Italy	2001
Johan Museeuw	35	0	Belgium	2001
Michael Rasmussen	36	0	Denmark	2001
NULL	37	0	NULL	2001
Gilberto Simoni	38	0	Italy	2001
Stephane Heulot	39	0	France	2001
Francesco Casagrande	40	0	Italy	2001
Ivan Basso	41	0	Italy	2001
Angel Luis Casero	42	0	Spain	2001
Michael Boogerd	43	0	Netherlands	2001
Daniele Nardello	44	0	Italy	2001
Joseba Beloki	45	0	Spain	2001
Laurent Brochard	46	42	France	2001
Nico Mattan	47	42	Belgium	2001
Vladimir Duma	48	42	Ukraine	2001
Geert Verheyen	49	42	Belgium	2001
Mauro Gianetti	50	42	Switzerland	2001
Alexandre Moos	51	42	Switzerland	2001
Peter Luttenberger	52	42	Austria	2001
Manuel Beltran	53	60	Spain	2001
Oscar Sevilla	54	60	Spain	2001
Marc Lotz	55	60	Netherlands	2001
Jose Luis Rubiera	56	60	Spain	2001
Santiago Blanco	57	60	Spain	2001
Eddy Mazzoleni	58	60	Italy	2001
Maximilian Sciandri	59	60	Great Britain	2001
Gorazd Stangelj	60	487	Slovenia	2001
Tom Leaper	61	642	Australia	2001
Marlon Alirio Perez	62	642	Colombia	2001
Rui Lavarinhas	63	642	Portugal	2001
Nuno Alves	64	642	Portugal	2001
NULL	65	642	NULL	2001
Lukas Zumsteg	66	642	Switzerland	2001
Daniel Schnider	67	642	Switzerland	2001
Frederic Bessy	68	642	France	2001
Florent Brard	69	642	France	2001
Pierre Bourquenoud	70	642	Switzerland	2001
Christophe Brandt	71	642	Belgium	2001
Igor Pugaci	72	642	Moldova	2001
Serguei Lelekin	73	642	Russia	2001
Raimondas Rumsas	74	642	Lithuania	2001
Morten Sonne	75	642	Denmark	2001
Dariusz Baranowski	76	642	Poland	2001
NULL	77	642	NULL	2001
Michael Barry	78	642	Canada	2001
Piotr Chmielewski	79	642	Poland	2001
Piotr Przydzia?	80	642	Poland	2001
Charles Wegelius	81	642	Great Britain	2001
Jan Hruska	82	642	Czech Republic	2001
Karsten Kroon	83	642	Netherlands	2001
Dmitriy Fofonov	84	642	Kazakhstan	2001
Matthias Kessler	85	642	Germany	2001
Evgeni Petrov	86	642	Russia	2001
Ludovic Turpin	87	642	France	2001
Kyrylo Pospyeyev	88	642	Ukraine	2001
Danilo Di Luca	89	642	Italy	2001
Maarten den Bakker	90	845	Netherlands	2001
Michael Skelde	91	845	Denmark	2001
Martin Elmiger	92	845	Switzerland	2001
Laszlo Bodrogi	93	845	France	2001
Matthe Pronk	94	845	Netherlands	2001
Mathew Hayman	DNF	0	Australia	2001
Patrick Jonker	DNF	0	Australia	2001
Michael Rogers	DNF	0	Australia	2001
Nathan O'Neill	DNF	0	Australia	2001
Morten Hegreberg	DNF	0	Norway	2001
Frank Høj	DNF	0	Denmark	2001
Jørgen Bo Petersen	DNF	0	Denmark	2001
Rolf Sørensen	DNF	0	Denmark	2001
Michael Blaudzun	DNF	0	Denmark	2001
Bjarke Nielsen	DNF	0	Denmark	2001
Mark Walters	DNF	0	Canada	2001
Jens Voigt	DNF	0	Germany	2001
Stephan Schreck	DNF	0	Germany	2001
Jorg Jaksche	DNF	0	Germany	2001
Andreas Klier	DNF	0	Germany	2001
Rolf Aldag	DNF	0	Germany	2001
Grischa Niermann	DNF	0	Germany	2001
Danilo Hondo	DNF	0	Germany	2001
Christian Werner	DNF	0	Germany	2001
Kai Hundertmarck	DNF	0	Germany	2001
Marcus Ljungqvist	DNF	0	Sweden	2001
Julio Alberto Perez Cuapio	DNF	0	Mexico	2001
Andrey Mizurov	DNF	0	Kazakhstan	2001
Andrey Kashechkin	DNF	0	Kazakhstan	2001
Kairat Baigudinov	DNF	0	Kazakhstan	2001
Konstantin Kuznetsov	DNF	0	Kazakhstan	2001
David Millar	DNF	0	Great Britain	2001
Mark Lovatt	DNF	0	Great Britain	2001
Antonio Cruz	DNF	0	United States	2001
Damon Kluck	DNF	0	United States	2001
Seth Pelusi	DNF	0	United States	2001
Oleksandr Klymenko	DNF	0	Ukraine	2001
Christian Heule	DNF	0	Switzerland	2001
Felice Puttini	DNF	0	Switzerland	2001
Steve Zampieri	DNF	0	Switzerland	2001
Marcel Strauss	DNF	0	Switzerland	2001
Nicholas White	DNF	0	South Africa	2001
Andris Reiss	DNF	0	Latvia	2001
Raivis Belohvosciks	DNF	0	Latvia	2001
Romans Vainsteins	DNF	0	Latvia	2001
Glen Mitchell	DNF	0	New Zealand	2001
Brendon Vesty	DNF	0	New Zealand	2001
Zbigniew Spruch	DNF	0	Poland	2001
Sylwester Szmyd	DNF	0	Poland	2001
Martin Derganc	DNF	0	Slovenia	2001
Innar Mandoja	DNF	0	Estonia	2001
Arturas Trumpauskas	DNF	0	Lithuania	2001
Dimitar Dimitrov	DNF	0	Bulgaria	2001
Alexandr Sabalin	DNF	0	Moldova	2001
Eladio Jimenez	DNF	0	Spain	2001
Inigo Cuesta	DNF	0	Spain	2001
Rafael Diaz	DNF	0	Spain	2001
Aitor Osa	DNF	0	Spain	2001
Stephane Goubert	DNF	0	France	2001
Jean-Michel Tessier	DNF	0	France	2001
Sylvain Chavanel	DNF	0	France	2001
Franck Bouyer	DNF	0	France	2001
Patrice Halgand	DNF	0	France	2001
Dmitri Gaynitdinov	DNF	0	Russia	2001
Dmitri Konychev	DNF	0	Russia	2001
Sergei Ivanov	DNF	0	Russia	2001
Vladislav Borisov	DNF	0	Russia	2001
Bert Hiemstra	DNF	0	Netherlands	2001
Steven de Jongh	DNF	0	Netherlands	2001
Bart Voskamp	DNF	0	Netherlands	2001
Jan Boven	DNF	0	Netherlands	2001
