name	result	time_in_seconds	nationality	year
Jeannie Longo	1	1748	France	2001
Nicole Brandli	2	0	Switzerland	2001
Dori Ruano	3	44	Spain	2001
Rasa Polikeviciute	4	46	Lithuania	2001
Judith Arndt	5	55	Germany	2001
Mari Holden	6	86	United States	2001
Anna Millward	7	86	Australia	2001
Mirjam Melchers	8	92	Netherlands	2001
Diana Ziliute	9	92	Lithuania	2001
Priska Doppmann	10	100	Switzerland	2001
Fabiana Luperini	11	102	Italy	2001
Alessandra Cappellotto	12	108	Italy	2001
Olga Slyusareva	13	113	Russia	2001
Kimberly Baldwin	14	120	United States	2001
Leah Goldstein	15	125	Canada	2001
Anne Samplonius	16	127	Canada	2001
Hanka Kupfernagel	17	141	Germany	2001
Bogumi?a Matusiak	18	144	Poland	2001
Elena Tchalykh	19	150	Azerbaijan	2001
Solrun Flatas	20	157	Norway	2001
Pia Sundstedt	21	163	Finland	2001
Sara Carrigan	22	163	Australia	2001
Jenny Algelid-Bengtsson	23	168	Sweden	2001
Lada Kozlikova	24	171	Czech Republic	2001
Tetyana Andrushchenko	25	176	Ukraine	2001
Doris Posch	26	180	Austria	2001
Sari Saarelainen	27	189	Finland	2001
Katrina Berger-Grove	28	196	United States	2001
Lisbeth Simper	29	202	Denmark	2001
Severine Desbouys	30	217	France	2001
Kirsty Nicole Robb	31	239	New Zealand	2001
Wenche Stensvold	32	247	Norway	2001
Flor Marina Delgadillo Ruiz	33	252	Colombia	2001
Miho Oki	34	276	Japan	2001
Monika Tyburska	35	300	Poland	2001
Ine Wannijn	36	308	Belgium	2001
Martha Luz Lopez	37	337	Colombia	2001
Anastasia Pastourmatzi	38	547	Greece	2001
