name	result	time_in_seconds	nationality	year
David Millar	1	3077	Great Britain	2003
Michael Rogers	1	85	Australia	2003
Uwe Peschel	2	85	Germany	2003
Michael Rich	3	95	Germany	2003
Isidro Nozal	4	99	Spain	2003
Dario Frigo	5	111	Italy	2003
Viatcheslav Ekimov	6	118	Russia	2003
Marc Wauters	7	127	Belgium	2003
Michal Hrazdira	8	133	Czech Republic	2003
Bert Roesems	9	135	Belgium	2003
Benjamin Day	10	140	Australia	2003
Eugen Wacker	11	146	Kyrgyzstan	2003
Levi Leipheimer	13	156	United States	2003
Bobby Julich	13	163	United States	2003
Laszlo Bodrogi	14	165	France	2003
Evgeni Petrov	15	183	Russia	2003
Gustav Erik Larsson	16	183	Sweden	2003
Dmitriy Fofonov	17	185	Kazakhstan	2003
Fabian Cancellara	18	185	Switzerland	2003
Sylvain Chavanel	19	187	France	2003
Serhiy Honchar	20	191	Ukraine	2003
Jean Nuttli	21	193	Switzerland	2003
Eddy Seigneur	22	195	France	2003
Sergiy Matveyev	23	196	Ukraine	2003
Eric Wohlberg	24	209	Canada	2003
David McCann	25	221	Ireland	2003
Andrey Mizurov	26	234	Kazakhstan	2003
Dawid Krupa	27	235	Poland	2003
Igor Pugaci	28	242	Moldova	2003
Victor Hugo Pena	29	265	Colombia	2003
Ruslan Ivanov	30	271	Moldova	2003
Benoit Joachim	31	276	Luxembourg	2003
Bjørnar Vestøl	32	278	Norway	2003
Magnus Backstedt	33	286	Sweden	2003
Robert Nagy	34	290	Slovakia	2003
Marlon Alirio Perez	35	311	Colombia	2003
Glen Mitchell	36	315	New Zealand	2003
Pawe? Zugaj	37	338	Poland	2003
Jean-Francois Laroche	38	379	Canada	2003
Tomas Vaitkus	39	384	Lithuania	2003
Mitja Mahoric	40	396	Slovenia	2003
Attila Arvai	41	533	Hungary	2003
Igor Gonzalez de Galdeano	DNF	0	Spain	2003
Sergey Krushevskiy	DNS	0	Uzbekistan	2003
Raivis Belohvosciks	DSQ	0	Latvia	2003
