name	result	time_in_seconds	nationality	year
Susanne Ljungskog	1	11766	Sweden	2003
Mirjam Melchers	2	0	Netherlands	2003
Nicole Cooke	3	0	Great Britain	2003
Edita Pucinskaite	4	0	Lithuania	2003
Olga Zabelinskaya	5	0	Uzbekistan	2003
Jeannie Longo	6	4	France	2003
Anita Valen	7	12	Norway	2003
Judith Arndt	8	12	Germany	2003
Bogumi?a Matusiak	9	19	Poland	2003
Zulfiya Zabirova	10	19	Kazakhstan	2003
Dede Demet-Barry	11	19	United States	2003
Vera Carrara	12	19	Italy	2003
Susan Palmer-Komar	13	19	Canada	2003
Magali Le Floc'h	14	25	France	2003
Lada Kozlikova	15	25	Czech Republic	2003
Trixi Worrack	16	25	Germany	2003
Lyne Bessette	17	51	Canada	2003
Dori Ruano	18	100	Spain	2003
Jolanta Polikeviciute	19	121	Lithuania	2003
Natalia Boyarskaya	20	150	Russia	2003
Silvia Parietti	21	152	Italy	2003
Joane Somarriba	22	152	Spain	2003
Christiane Soeder	23	156	Austria	2003
Rasa Polikeviciute	24	285	Lithuania	2003
Olivia Gollan	25	324	Australia	2003
Svetlana Stolbova	26	324	Russia	2003
Priska Doppmann	27	414	Switzerland	2003
Oenone Wood	28	477	Australia	2003
Kristin Armstrong	29	477	United States	2003
Eneritz Iturriaga	30	477	Spain	2003
Sara Carrigan	31	567	Australia	2003
Malgorzata Wysocka	32	567	Poland	2003
Iryna Chuzhynova	33	567	Ukraine	2003
Tina Mayolo-Pic	34	567	United States	2003
Joanne Kiesanowski	35	567	New Zealand	2003
Veerle Ingels	36	567	Belgium	2003
Zita Urbonaite	37	567	Lithuania	2003
Karine Dalmais	38	567	France	2003
Shani Bloch-Davidov	39	567	Israel	2003
Heidi Van De Vijver	40	567	Belgium	2003
Margaret Hemsley	41	567	Australia	2003
Karen Bockel	42	567	Germany	2003
Giorgia Bronzini	43	567	Italy	2003
Erinne Willock	44	567	Canada	2003
Arenda Grimberg	45	567	Netherlands	2003
Rachel Hedderman	46	567	Great Britain	2003
Natalya Kachalka	47	567	Ukraine	2003
Miho Oki	48	567	Japan	2003
Corine Hierckens	49	567	Belgium	2003
Modesta Vzesniauskaite	50	567	Lithuania	2003
Anna Zugno	51	567	Italy	2003
Lisbeth Simper	52	567	Denmark	2003
Paulina Brzezna	53	567	Poland	2003
Manon Jutras	54	567	Canada	2003
Christine Thornburn	55	567	United States	2003
Theresa Senff	56	567	Germany	2003
Diana Rast	57	567	Switzerland	2003
Sonia Huguet	58	567	France	2003
Sandrine Marcuz	59	567	France	2003
Tatiana Guderzo	60	567	Italy	2003
Leah Goldstein	61	567	Canada	2003
Kim Anderson-Smith	62	567	United States	2003
Regina Schleicher	63	567	Germany	2003
Madeleine Lindberg	64	567	Sweden	2003
Valentina Karpenko	65	788	Ukraine	2003
Anna Skawinska	66	788	Poland	2003
Ana Paola Madrinan	67	1122	Colombia	2003
Yunjuan Qian	OTL	1122	China	2003
Alison Wright	OTL	1122	Australia	2003
Ekaterina Naumova	OTL	1122	Russia	2003
Amy Moore	OTL	1122	Canada	2003
Julie Pekarkova	OTL	1122	Czech Republic	2003
Andrea Graus	OTL	1122	Austria	2003
Isabelle Hoffman	OTL	1122	Luxembourg	2003
Loes Gunnewijk	OTL	1122	Netherlands	2003
Ghita Beltman	DNF	0	Netherlands	2003
Vera Koedooder	DNF	0	Netherlands	2003
Irene Dietrich-Hostettler	DNF	0	Switzerland	2003
Veronique Belleter	DNF	0	Belgium	2003
Tina Liebig	DNF	0	Germany	2003
Maria Isabel Moreno	DNF	0	Spain	2003
Mari Holden	DNF	0	United States	2003
Weiping Wang	DNF	0	China	2003
Virginie Moinard	DNF	0	France	2003
Katie Mactier	DNF	0	Australia	2003
Noemi Cantele	DNF	0	Italy	2003
Iona Wynter	DNF	0	Jamaica	2003
Annette Beutler	DNF	0	Switzerland	2003
Julia Martisova	DNF	0	Russia	2003
Sharon Vandromme	DNF	0	Belgium	2003
Fatma Galiulina	DNS	0	Uzbekistan	2003
Melissa Holt	DNS	0	New Zealand	2003
