name	result	time_in_seconds	nationality	year
Diana Ziliute	1	9335	Lithuania	1998
Leontien Zijlaard-van Moorsel	2	0	Netherlands	1998
Hanka Kupfernagel	3	0	Germany	1998
Rasa Polikeviciute	4	0	Lithuania	1998
Alessandra Cappellotto	5	0	Italy	1998
Svetlana Guiguileva	6	0	Ukraine	1998
Linda Jackson	7	0	Canada	1998
Gunn-Rita Dahle	8	0	Norway	1998
Jeannie Longo	9	1	France	1998
Anna Millward	10	46	Australia	1998
Zita Urbonaite	11	46	Lithuania	1998
Yvonne Schnorf	12	46	Switzerland	1998
Alison Sydor	13	46	Canada	1998
Jolanta Polikeviciute	14	46	Lithuania	1998
Edita Pucinskaite	15	46	Lithuania	1998
Catherine Marsal	16	46	France	1998
Susanne Ljungskog	17	46	Sweden	1998
Heidi Van De Vijver	18	46	Belgium	1998
Elisabeth Chevanne-Brunel	19	46	France	1998
Fabiana Luperini	20	46	Italy	1998
Zulfiya Zabirova	21	49	Kazakhstan	1998
Monica Valen	22	49	Norway	1998
Zinaida Stahurskaya	23	49	Belarus	1998
Marcia Eicher-Vouets	24	49	Switzerland	1998
Bogumi?a Matusiak	25	49	Poland	1998
Mirjam Melchers	26	49	Netherlands	1998
Dede Demet-Barry	27	49	United States	1998
Judith Arndt	28	49	Germany	1998
Yvonne McGregor	29	49	Great Britain	1998
Rosa Maria Bravo	30	49	Spain	1998
Ingunn Bollerud	31	49	Norway	1998
Tracey Gaudry	32	49	Australia	1998
Geraldine Loewenguth	33	49	France	1998
Tatiana Kaverina	34	49	Russia	1998
Wenche Stensvold	35	49	Norway	1998
Valeria Cappellotto	36	49	Italy	1998
Leigh Hobson	37	49	Canada	1998
Ragnhild Kostøl Haug	38	49	Norway	1998
Lucille Hunkeler	39	49	Switzerland	1998
Svetlana Stepanova	40	49	Russia	1998
Fany Lecourtois	41	49	France	1998
Cindy Pieters	42	49	Belgium	1998
Oksana Saprykina	43	49	Ukraine	1998
Severine Desbouys	44	49	France	1998
Jacqueline Brabenetz	45	49	Germany	1998
Mari Holden	46	49	United States	1998
Roberta Bonanomi	47	49	Italy	1998
Elsbeth van Rooy-Vink	48	49	Netherlands	1998
Daniela Veronesi	49	49	San Marino	1998
Sara Felloni	50	49	Italy	1998
Barbara Heeb	51	49	Switzerland	1998
Nicole Brandli	52	49	Switzerland	1998
Chantal Beltman	53	49	Netherlands	1998
Sanna Lehtimaki	54	49	Finland	1998
Julie Young	55	49	United States	1998
Tamara Polyakova	56	49	Ukraine	1998
Kerstin Scheitle	57	49	Germany	1998
Nicole Vermast	58	49	Netherlands	1998
Jacinta Coleman	59	49	New Zealand	1998
Petra Rossner	60	49	Germany	1998
Ana Martinez	61	49	Spain	1998
Jorunn Kvalø	62	49	Norway	1998
Marie Holjer	63	726	Sweden	1998
Pia Sundstedt	64	727	Finland	1998
Anke Erlank	65	727	South Africa	1998
Julia Martisova	66	727	Russia	1998
Luisiana Pegoraro	67	759	Italy	1998
Miluse Flaskova Glave	68	760	Czech Republic	1998
Berta Fernandez	69	760	Spain	1998
Natalya Kishchuk	70	760	Ukraine	1998
Els Pauwels	71	760	Belgium	1998
Lisbeth Simper	72	760	Denmark	1998
Sarah Ulmer	73	827	New Zealand	1998
Roz Reekie-may	74	922	New Zealand	1998
Yvonne Troost-Brunen	75	923	Netherlands	1998
Liuda Triabaite	76	923	Lithuania	1998
Joanna Lawn	77	923	New Zealand	1998
Elisabeth Tadich	78	923	Australia	1998
Maiken Joergensen	79	923	Denmark	1998
Sandra Missbach	80	923	Germany	1998
Svetlana Potiomkina	81	923	Russia	1998
Natalia Youganiouk	82	923	Ukraine	1998
Pamela Schuster	83	1040	United States	1998
Kristina Obrucova	84	1332	Czech Republic	1998
Malgorzata Wysocka	85	1396	Poland	1998
Tuija Kinnunen	86	1397	Finland	1998
Irini Tsouvala	87	1397	Greece	1998
Ronel Van Wyk	88	1397	South Africa	1998
Monika Kotek	89	1397	Poland	1998
Lotte Schmidt	90	1397	Denmark	1998
Elena Barillova	91	1397	Slovakia	1998
Sanne Schmidt	92	1397	Denmark	1998
Rikke Sandhøj Olsen	93	1403	Denmark	1998
Lada Kozlikova	94	1914	Czech Republic	1998
Larysa Chuyenka	95	2206	Belarus	1998
