name	result	time_in_seconds	nationality	year
Abraham Olano	1	3272	Spain	1998
Melchor Mauri	2	37	Spain	1998
Serhiy Honchar	3	47	Ukraine	1998
Lance Armstrong	4	56	United States	1998
Uwe Peschel	5	67	Germany	1998
Beat Zberg	6	71	Switzerland	1998
Jonathan Vaughters	7	73	United States	1998
Michael Sandstød	8	94	Denmark	1998
Viatcheslav Ekimov	9	107	Russia	1998
Erik Dekker	10	109	Netherlands	1998
Chris Boardman	11	110	Great Britain	1998
Martin Hvastija	12	114	Slovenia	1998
Marco Velo	13	115	Italy	1998
Peter Meinert-Nielsen	14	117	Denmark	1998
Fabio Malberti	15	117	Italy	1998
Sergiy Matveyev	16	147	Ukraine	1998
Filip Branko	17	148	Slovenia	1998
Francisque Teyssier	18	149	France	1998
Lauri Aus	19	149	Estonia	1998
Bradley McGee	20	152	Australia	1998
Grischa Niermann	21	158	Germany	1998
Andrey Mizurov	22	178	Kazakhstan	1998
Alexandre Vinokourov	23	178	Kazakhstan	1998
Milan Kadlec	24	185	Czech Republic	1998
Servais Knaven	25	211	Netherlands	1998
Marc Streel	26	213	Belgium	1998
Gilles Maignan	27	222	France	1998
Stuart Dangerfield	28	224	Great Britain	1998
Dainis Ozols	29	249	Latvia	1998
Dariusz Baranowski	30	251	Poland	1998
Jan Valach	31	266	Slovakia	1998
Jose Bento Azevedo	32	274	Portugal	1998
Igor Bonciucov	33	292	Moldova	1998
Michael Andersson	34	299	Sweden	1998
Piotr Przydzia?	35	302	Poland	1998
Amer El Nadi	36	388	Egypt	1998
Vasilis Anastopoulos	37	394	Greece	1998
Bruno Boscardin	38	420	Switzerland	1998
Miroslav Liptak	39	448	Slovakia	1998
Tomokazu Fujino	40	452	Japan	1998
Benjamin Loberant	41	481	Israel	1998
Kyoshi Miura	42	563	Japan	1998
Ondrej Sosenka	DNF	0	Czech Republic	1998
Martin Rittsel	DNS	0	Sweden	1998
Ruslan Ivanov	DSQ	0	Moldova	1998
Joaquim Adrego Pereira Andrade	DSQ	0	Portugal	1998
Sergei Ivanov	DSQ	0	Russia	1998
