name	result	time_in_seconds	nationality	year
Giuseppe Saronni	1	24142	Italy	1982
Greg LeMond	2	5	United States	1982
Sean Kelly	3	10	Ireland	1982
Joop Zoetemelk	4	10	Netherlands	1982
Marino Lejarreta	5	10	Spain	1982
Michel Pollentier	6	10	Belgium	1982
Juan Fernandez	7	10	Spain	1982
Klaus-Peter Thaler	8	10	Germany	1982
Pierino Gavazzi	9	10	Italy	1982
Jonathan Boyer	10	10	United States	1982
Sven-Ake Nilsson	11	17	Sweden	1982
Stefan Mutter	12	17	Switzerland	1982
Jørgen Marcussen	13	17	Denmark	1982
Faustino Ruperez	14	17	Spain	1982
Kim Andersen	15	17	Denmark	1982
Rene Martens	16	17	Belgium	1982
Jan Raas	17	17	Netherlands	1982
Johan van der Velde	18	23	Netherlands	1982
Urs Freuler	19	23	Switzerland	1982
NULL	20	23	NULL	1982
Marc Madiot	21	23	France	1982
Pedro Munoz	22	23	Spain	1982
Ludo Peeters	23	23	Belgium	1982
Gregor Braun	24	23	Germany	1982
Frank Hoste	25	23	Belgium	1982
Francesco Moser	26	23	Italy	1982
Phil Anderson	27	36	Australia	1982
NULL	28	40	NULL	1982
Alfredo Chinetti	29	40	Italy	1982
Gianbattista Baronchelli	30	45	Italy	1982
Pascal Poisson	31	50	France	1982
Stephen Roche	32	50	Ireland	1982
Gerard Veldscholten	33	50	Netherlands	1982
Dietrich Thurau	34	50	Germany	1982
Hennie Kuiper	35	50	Netherlands	1982
Palmiro Masciarelli	36	99	Italy	1982
Roberto Ceruti	37	99	Italy	1982
Jesper Worre	38	99	Denmark	1982
Per Bausager	39	99	Denmark	1982
Gilbert Glaus	40	344	Switzerland	1982
Jan Bogaert	41	344	Belgium	1982
NULL	42	344	NULL	1982
Fons de Wolf	43	344	Belgium	1982
Uwe Bolten	44	344	Germany	1982
Keith Lambert	45	344	Great Britain	1982
Sean Yates	46	344	Great Britain	1982
Moreno Argentin	47	344	Italy	1982
Dag Erik Pedersen	48	344	Norway	1982
Bernardo Alfonsel	49	344	Spain	1982
Ismael Lejarreta	50	344	Spain	1982
Siegfried Hekimi	51	344	Switzerland	1982
George Mount	52	360	United States	1982
Graham Jones	53	382	Great Britain	1982
Wayne Hildred	54	740	Australia	1982
Shane Sutton	55	1222	Australia	1982
NULL	DNF	0	NULL	1982
Tony Perri	DNF	0	Australia	1982
Steele Bishop	DNF	0	Australia	1982
Clyde Sefton	DNF	0	Australia	1982
Gary Sutton	DNF	0	Australia	1982
Eric Bishop	DNF	0	Australia	1982
Michael Wilson	DNF	0	Australia	1982
Jostein Wilmann	DNF	0	Norway	1982
Dag Selander	DNF	0	Norway	1982
Geir Digerud	DNF	0	Norway	1982
Richard Meehan	DNF	0	Canada	1982
Werner Betz	DNF	0	Germany	1982
Hans Hindelang	DNF	0	Germany	1982
Peter Kehl	DNF	0	Germany	1982
Henry Rinklin	DNF	0	Germany	1982
Hans Neumayer	DNF	0	Germany	1982
Alf Segersall	DNF	0	Sweden	1982
Anders Adamsson	DNF	0	Sweden	1982
Tommy Prim	DNF	0	Sweden	1982
Claes Goransson	DNF	0	Sweden	1982
Bill Nickson	DNF	0	Great Britain	1982
Steve Jones	DNF	0	Great Britain	1982
Tony Doyle	DNF	0	Great Britain	1982
Sid Barras	DNF	0	Great Britain	1982
Phil Bayton	DNF	0	Great Britain	1982
Phil Thomas	DNF	0	Great Britain	1982
Dudley Hayton	DNF	0	Great Britain	1982
NULL	DNF	0	NULL	1982
John Herety	DNF	0	Great Britain	1982
John Eustice	DNF	0	United States	1982
