name	result	time_in_seconds	nationality	year
Mandy Jones	1	5460	Great Britain	1982
Maria Canins	2	10	Italy	1982
Gerda Sierens	3	10	Belgium	1982
Sandra Schumacher	4	26	Germany	1982
Connie Carpenter-Phinney	5	42	United States	1982
Rebecca Twigg	6	42	United States	1982
Ute Enzenauer	7	42	Germany	1982
Karen Ann Strong-Hearth	8	42	Canada	1982
Christina Menuzzo	9	42	Italy	1982
Kathrine Lundstrom	10	42	Sweden	1982
Tuulikki Jahre	11	42	Sweden	1982
Helle Sørensen	12	42	Denmark	1982
Marianne Berglund	13	42	Sweden	1982
Tamara Polyakova	14	42	Ukraine	1982
Leontine van der Lienden	15	42	Netherlands	1982
Nina Søbye	16	42	Norway	1982
Rosemarie Kurz	17	42	Switzerland	1982
Anne Callebaut	18	42	Belgium	1982
Ines Varenkamp	19	42	Germany	1982
Thea van Rijnsoever	20	57	Netherlands	1982
Beate Habetz	21	57	Germany	1982
Nadezhda Kibardina	22	57	Russia	1982
Anna-Karin Johansson	23	57	Sweden	1982
Josiane Vanhuysse	24	62	Belgium	1982
Irina Kolesnikova	25	62	Russia	1982
Annelies Josefsson	26	62	Sweden	1982
Marie-Jeanne Thijs	27	62	Belgium	1982
Connie Meijer	28	62	Netherlands	1982
Alla Lukutina	29	62	Russia	1982
Francesca Galli	30	62	Italy	1982
Galina Tsareva	31	62	Russia	1982
Petra Weigenand	32	62	Germany	1982
Luisa Seghezzi	33	62	Italy	1982
Barbera Ganz	34	62	Switzerland	1982
Isabelle Gautheron	35	62	France	1982
Birgit Forstl	36	62	Germany	1982
Anne Guillemin	37	62	France	1982
Wakako Abe	38	62	Japan	1982
Cynthia Olavarri	39	62	United States	1982
Maria Johnsson	40	62	Sweden	1982
Jenny De Smet	41	62	Belgium	1982
Beatrice Labarthe	42	74	France	1982
Hennie Top	43	74	Netherlands	1982
Els Gottschal	44	74	Netherlands	1982
Yanmei Li	45	74	China	1982
Mieke Havik	46	74	Netherlands	1982
Rebecca Daughton	47	74	United States	1982
Adalberta Marcucetti	48	74	Italy	1982
Nina Johnsen	49	74	Norway	1982
Valentina Tverdokhlebe	50	74	Russia	1982
Genevieve Robic-Brunet	51	191	Canada	1982
Hanni Weiss	52	212	Switzerland	1982
Jolanda Kalt	53	212	Switzerland	1982
G Gauthier	54	212	Canada	1982
Margaret Swinnerton	55	212	Great Britain	1982
Anne-Catherine Andersen	56	212	Norway	1982
Rosanna Piantoni	57	212	Italy	1982
Julie Earnshaw	58	212	Great Britain	1982
Isabelle Nicoloso-Verger	59	212	France	1982
C Baril	60	212	Canada	1982
Pauline Strong	61	212	Great Britain	1982
Vera Buhler	62	315	Canada	1982
Claudine Vierstraete	63	332	Belgium	1982
Gabi Habetz	64	613	Germany	1982
Jinngin Sun	65	633	China	1982
Unni Larsen	66	698	Norway	1982
Li Gu	67	740	China	1982
Zlatuse Hrncirova	68	771	Czech Republic	1982
Stefania Carmine	69	771	Switzerland	1982
