name	result	time_in_seconds	nationality	year
Remco Evenepoel	1	22568	Belgium	2022
Christophe Laporte	2	141	France	2022
Michael Matthews	3	141	Australia	2022
Wout van Aert	4	141	Belgium	2022
Matteo Trentin	5	141	Italy	2022
Alexander Kristoff	6	141	Norway	2022
Peter Sagan	7	141	Slovakia	2022
Alberto Bettiol	8	141	Italy	2022
Ethan Hayter	9	141	Great Britain	2022
Mattias Skjelmose	10	141	Denmark	2022
Ivan Garcia Cortina	11	141	Spain	2022
Jan Tratnik	12	141	Slovenia	2022
Lorenzo Rota	13	141	Italy	2022
Ben Tulett	14	141	Great Britain	2022
Mikkel Frølich Honore	15	141	Denmark	2022
Rasmus Tiller	16	141	Norway	2022
Mauro Schmid	17	141	Switzerland	2022
Neilson Powless	18	141	United States	2022
Tadej Pogacar	19	141	Slovenia	2022
Stefan Kung	20	141	Switzerland	2022
Kevin Geniets	21	141	Luxembourg	2022
Romain Bardet	22	141	France	2022
Attila Valter	23	141	Hungary	2022
Alexey Lutsenko	24	141	Kazakhstan	2022
Bauke Mollema	25	141	Netherlands	2022
Benoit Cosnefroy	26	141	France	2022
Dylan van Baarle	27	141	Netherlands	2022
Pascal Eenkhoorn	28	141	Netherlands	2022
Valentin Madouas	29	151	France	2022
Jan Polanc	30	151	Slovenia	2022
Sergio Higuita	31	151	Colombia	2022
Jhonatan Narvaez	32	151	Ecuador	2022
Nicola Conci	33	151	Italy	2022
Quinten Hermans	34	154	Belgium	2022
Magnus Cort	35	181	Denmark	2022
Nickolas Zukowsky	36	181	Canada	2022
Sven Erik Bystrøm	37	181	Norway	2022
Silvan Dillier	38	181	Switzerland	2022
Yukiya Arashiro	39	181	Japan	2022
Sebastian Schonberger	40	181	Austria	2022
Anders Skaarseth	41	181	Norway	2022
Zdenek Stybar	42	181	Czech Republic	2022
Nathan Van Hooydonck	43	181	Belgium	2022
Nelson Oliveira	44	181	Portugal	2022
Bob Jungels	45	181	Luxembourg	2022
Andrea Bagioli	46	181	Italy	2022
Jasper Stuyven	47	181	Belgium	2022
Yves Lampaert	48	181	Belgium	2022
Jai Hindley	49	181	Australia	2022
Simon Clarke	50	181	Australia	2022
Julian Alaphilippe	51	181	France	2022
Nikias Arndt	52	188	Germany	2022
Fred Wright	53	188	Great Britain	2022
Biniam Girmay	54	188	Eritrea	2022
Michael Mørkøv	55	188	Denmark	2022
Jakob Fuglsang	56	188	Denmark	2022
Alexander Kamp	57	208	Denmark	2022
Emils Liepins	58	290	Latvia	2022
Michael Kukrle	59	290	Czech Republic	2022
Joao Almeida	60	316	Portugal	2022
Jan Maas	61	371	Netherlands	2022
Tobias Bayer	62	371	Austria	2022
Davide Ballerini	63	371	Italy	2022
Matus Stocek	64	371	Slovakia	2022
Marek Canecky	65	371	Slovakia	2022
Nairo Quintana	66	371	Colombia	2022
Heinrich Haussler	67	371	Australia	2022
Jaka Primozic	68	371	Slovenia	2022
Merhawi Kudus	69	377	Eritrea	2022
Anthon Charmig	70	380	Denmark	2022
Eduardo Sepulveda	71	380	Argentina	2022
Jannik Steimle	72	380	Germany	2022
Keegan Swenson	73	380	United States	2022
Daryl Impey	74	380	South Africa	2022
Jesus Ezquerra	75	380	Spain	2022
Stanis?aw Anio?kowski	76	380	Poland	2022
Roger Adria	77	380	Spain	2022
Magnus Sheffield	78	380	United States	2022
Ben Swift	79	380	Great Britain	2022
Quentin Pacher	80	490	France	2022
Wout Poels	81	490	Netherlands	2022
Marc Soler	82	571	Spain	2022
Ivo Oliveira	83	571	Portugal	2022
Tobias Foss	84	571	Norway	2022
Samuele Battistella	85	571	Italy	2022
Scott McGill	86	623	United States	2022
Eduard Prades	87	623	Spain	2022
Simon Pellaud	88	688	Switzerland	2022
Fabian Lienhard	89	688	Switzerland	2022
Florian Senechal	90	688	France	2022
Nick Schultz	91	688	Australia	2022
Mikkel Bjerg	92	688	Denmark	2022
Wilson Estiben Pena	93	688	Colombia	2022
Andreas Leknessund	94	688	Norway	2022
