name	result	time_in_seconds	nationality	year
Luc Wirtgen	95	688	Luxembourg	2022
?ukasz Owsian	96	688	Poland	2022
Felix Gall	97	688	Austria	2022
Stan Dewulf	98	688	Belgium	2022
Daan Hoole	99	688	Netherlands	2022
Ben Turner	100	700	Great Britain	2022
Pavel Sivakov	101	868	France	2022
Jake Stewart	102	905	Great Britain	2022
Connor Swift	103	905	Great Britain	2022
Nazaerbieke Bieken	DNF	0	China	2022
Xianjing Lyu	DNF	0	China	2022
Luke Durbridge	DNF	0	Australia	2022
Luke Plapp	DNF	0	Australia	2022
Ben O'Connor	DNF	0	Australia	2022
Harold Tejada	DNF	0	Colombia	2022
Juan Sebastian Molano	DNF	0	Colombia	2022
Rodrigo Contreras	DNF	0	Colombia	2022
Matteo Dal-Cin	DNF	0	Canada	2022
Derek Gee	DNF	0	Canada	2022
Pier-Andre Cote	DNF	0	Canada	2022
Georg Zimmermann	DNF	0	Germany	2022
Miguel Heidemann	DNF	0	Germany	2022
Jonas Koch	DNF	0	Germany	2022
Nico Denz	DNF	0	Germany	2022
Tobias Ludvigsson	DNF	0	Sweden	2022
Achraf Ed Doghmy	DNF	0	Morocco	2022
Yuriy Natarov	DNF	0	Kazakhstan	2022
Vadim Pronskiy	DNF	0	Kazakhstan	2022
Luke Rowe	DNF	0	Great Britain	2022
Kyle Murphy	DNF	0	United States	2022
Vitaliy Buts	DNF	0	Ukraine	2022
Vitalii Novakowskyi	DNF	0	Ukraine	2022
Stefan Bissegger	DNF	0	Switzerland	2022
Amanuel Ghebreigzabhier	DNF	0	Eritrea	2022
Henok Mulubrhan	DNF	0	Eritrea	2022
Metkel Eyob	DNF	0	Eritrea	2022
Natnael Tesfatsion	DNF	0	Eritrea	2022
Moise Mugisha	DNF	0	Rwanda	2022
Eric Manizabayo	DNF	0	Rwanda	2022
Marc Oliver Pritzen	DNF	0	South Africa	2022
Gustav Basson	DNF	0	South Africa	2022
Sarawut Sirironnachai	DNF	0	Thailand	2022
Peerapol Chawchiangkwang	DNF	0	Thailand	2022
James Fouche	DNF	0	New Zealand	2022
Nicolas Sessler	DNF	0	Brazil	2022
Maciej Bodnar	DNF	0	Poland	2022
David Per	DNF	0	Slovenia	2022
Domen Novak	DNF	0	Slovenia	2022
Venantas Lasinis	DNF	0	Lithuania	2022
Jan Hirt	DNF	0	Czech Republic	2022
Kyung-Gu Jang	DNF	0	South Korea	2022
Ognjen Ilic	DNF	0	Serbia	2022
Rui Oliveira	DNF	0	Portugal	2022
Muradjan Halmuratov	DNF	0	Uzbekistan	2022
Jambaljamts Sainbayar	DNF	0	Mongolia	2022
Bilguunjargal Erdenebat	DNF	0	Mongolia	2022
Georgios Bouglas	DNF	0	Greece	2022
Mustafa Sayar	DNF	0	Turkey	2022
Guy Sagiv	DNF	0	Israel	2022
Christofer Robin Jurado	DNF	0	Panama	2022
Bolivar Espinoza	DNF	0	Panama	2022
Oier Lazkano	DNF	0	Spain	2022
Gotzon Martin	DNF	0	Spain	2022
Urko Berrade	DNF	0	Spain	2022
Edoardo Affini	DNF	0	Italy	2022
Bruno Armirail	DNF	0	France	2022
Mathieu van der Poel	DNF	0	Netherlands	2022
Taco van der Hoorn	DNF	0	Netherlands	2022
Pieter Serry	DNF	0	Belgium	2022
Colin Heiderscheid	DNF	0	Luxembourg	2022
Hiu Fung Choi	DNF	0	Hongkong	2022
Juraj Sagan	DNF	0	Slovakia	2022
Antoine Berlin	DNF	0	Monaco	2022
Daniel Bonello	DNF	0	Malta	2022
Rien Schuurhuis	DNF	0	Holy See	2022
