name	result	time_in_seconds	nationality	year
Jeannie Longo	1	2355	France	1997
Zulfiya Zabirova	2	0	Kazakhstan	1997
Judith Arndt	3	29	Germany	1997
Hanka Kupfernagel	4	39	Germany	1997
Elizabeth Emery	5	57	United States	1997
Catherine Marsal	6	68	France	1997
Mari Holden	7	77	United States	1997
Linda Jackson	8	82	Canada	1997
NULL	9	91	NULL	1997
Alessandra Cappellotto	10	91	Italy	1997
Jolanta Polikeviciute	11	100	Lithuania	1997
Valentina Polkhanova	12	109	Russia	1997
Kathryn Watt	13	132	Australia	1997
Elena Tchalykh	14	152	Azerbaijan	1997
Lynn Nixon	15	155	Australia	1997
Monica Valen	16	161	Norway	1997
Yvonne McGregor	17	162	Great Britain	1997
Liuda Triabaite	18	168	Lithuania	1997
Lenka Ilavska	19	169	Slovakia	1997
Tatiana Stiajkina	20	177	Ukraine	1997
Tuija Kinnunen	21	179	Finland	1997
Barbara Heeb	22	187	Switzerland	1997
Bogumi?a Matusiak	23	189	Poland	1997
Gabriella Pregnolato	24	192	Italy	1997
Anke Erlank	25	219	South Africa	1997
Susanne Ljungskog	26	220	Sweden	1997
Jorunn Kvalø	27	222	Norway	1997
Meike de Bruijn	28	225	Netherlands	1997
Kristina Obrucova	29	229	Czech Republic	1997
Maxine Johnson	30	239	Great Britain	1997
Marie Holjer	31	246	Sweden	1997
Chantal Beltman	32	269	Netherlands	1997
Izasqun Bengoa	33	281	Spain	1997
Marcia Eicher-Vouets	34	295	Switzerland	1997
Annie Gariepy	35	306	Canada	1997
Annelie Colyn	36	338	South Africa	1997
Olena Boudovitska	37	357	Ukraine	1997
Brigitte Krebs	38	391	Austria	1997
Marta Vilajosana	39	396	Spain	1997
