name	result	time_in_seconds	nationality	year
Laurent Brochard	1	22608	France	1997
Bo Hamburger	2	0	Denmark	1997
Leon van Bon	3	0	Netherlands	1997
Udo Bolts	4	0	Germany	1997
Melchor Mauri	5	0	Spain	1997
Laurent Dufaux	6	0	Switzerland	1997
NULL	7	9	NULL	1997
Johan Museeuw	8	16	Belgium	1997
Glenn Magnusson	9	16	Sweden	1997
Michele Bartoli	10	16	Italy	1997
Laurent Jalabert	11	16	France	1997
Mauro Gianetti	12	16	Switzerland	1997
Francesco Casagrande	13	16	Italy	1997
Davide Rebellin	14	16	Italy	1997
Aart Vierhouten	15	49	Netherlands	1997
Jens Zemke	16	50	Germany	1997
Henk Vogels	17	57	Australia	1997
Andrei Tchmil	18	57	Belgium	1997
Cedric Vasseur	19	57	France	1997
Andrea Tafi	20	58	Italy	1997
Oscar Camenzind	21	58	Switzerland	1997
Lars Michaelsen	22	58	Denmark	1997
Jo Planckaert	23	58	Belgium	1997
Nicolas Jalabert	24	58	France	1997
Piotr Ugrumov	25	58	Latvia	1997
Kai Hundertmarck	26	58	Germany	1997
Wilfried Peeters	27	58	Belgium	1997
Chris Horner	28	58	United States	1997
Zbigniew Piatek	29	58	Poland	1997
Angel Edo	30	58	Spain	1997
William Chann McRae	31	58	United States	1997
Bart Voskamp	32	58	Netherlands	1997
Dariusz Baranowski	33	58	Poland	1997
Gianluca Bortolami	34	58	Italy	1997
Christian Henn	35	58	Germany	1997
Bruno Thibout	36	58	France	1997
Peter Van Petegem	37	58	Belgium	1997
Mario Aerts	38	58	Belgium	1997
Tyler Hamilton	39	58	United States	1997
Frederic Guesdon	40	58	France	1997
Daniel Clavero	41	58	Spain	1997
Servais Knaven	42	58	Netherlands	1997
Max van Heeswijk	43	58	Netherlands	1997
Laurent Roux	44	58	France	1997
Felix Manuel Garcia Casas	45	58	Spain	1997
Gianni Faresin	46	58	Italy	1997
Armin Meier	47	58	Switzerland	1997
Claus Michael Møller	48	58	Denmark	1997
Erik Breukink	49	58	Netherlands	1997
Michael Boogerd	50	58	Netherlands	1997
Koos Moerenhout	51	58	Netherlands	1997
Roberto Heras	52	58	Spain	1997
Axel Merckx	53	58	Belgium	1997
Bert Dietz	54	58	Germany	1997
Serhiy Honchar	55	58	Ukraine	1997
Gianni Bugno	56	58	Italy	1997
Maurizio Fondriest	57	58	Italy	1997
Marino Alonso	58	58	Spain	1997
Bjarne Riis	59	58	Denmark	1997
Richard Virenque	60	64	France	1997
Michel Lafis	61	455	Sweden	1997
Zenon Jasku?a	62	455	Poland	1997
Andrzej Sypytkowski	63	455	Poland	1997
Dainis Ozols	64	455	Latvia	1997
Sergei Ivanov	65	455	Russia	1997
Michael Andersson	66	455	Sweden	1997
Nico Mattan	67	455	Belgium	1997
Marty Jemison	68	455	United States	1997
Tomas Konecny	69	455	Czech Republic	1997
Frank Mccormack	70	463	United States	1997
Jose Joaquin Castelblanco	71	512	Colombia	1997
Luca Scinto	72	512	Italy	1997
Mario Kummer	73	512	Germany	1997
Piotr Chmielewski	74	512	Poland	1997
Alexei Sivakov	75	512	Russia	1997
Sergei Uslamine	76	512	Russia	1997
Marcos Antonio Serrano	77	512	Spain	1997
Sascha Henrix	78	512	Germany	1997
Søren Petersen	79	512	Denmark	1997
Jose Vicente Garcia Acosta	80	512	Spain	1997
Kurt van de Wouwer	81	512	Belgium	1997
Brian Holm Sørensen	82	512	Denmark	1997
Frank Høj	83	512	Denmark	1997
Jorg Jaksche	84	512	Germany	1997
Cezary Zamana	85	715	Poland	1997
Piotr Wadecki	86	715	Poland	1997
Federico Munoz	87	715	Colombia	1997
Scott Sunderland	DNF	0	Australia	1997
Peter Rogers	DNF	0	Australia	1997
Jonathan Hall	DNF	0	Australia	1997
Duban Alberto Ramirez	DNF	0	Colombia	1997
Jairo de Jesus Hernandez	DNF	0	Colombia	1997
Julio Cesar Aguirre	DNF	0	Colombia	1997
Victor Hugo Pena	DNF	0	Colombia	1997
Hector Palacio	DNF	0	Colombia	1997
Carlos Alberto Contreras	DNF	0	Colombia	1997
Mikael Holst Kyneb	DNF	0	Denmark	1997
Nicolaj Bo Larsen	DNF	0	Denmark	1997
Marc Strange Jacobsen	DNF	0	Denmark	1997
Michael Sandstød	DNF	0	Denmark	1997
Danny Jonasson	DNF	0	Denmark	1997
Eric Wohlberg	DNF	0	Canada	1997
Mat Anand	DNF	0	Canada	1997
Stephan Gottschling	DNF	0	Germany	1997
Tobias Steinhauser	DNF	0	Germany	1997
Andreas Klier	DNF	0	Germany	1997
Marcel Wust	DNF	0	Germany	1997
Magnus Backstedt	DNF	0	Sweden	1997
NULL	DNF	0	NULL	1997
David Millar	DNF	0	Great Britain	1997
Julian Winn	DNF	0	Great Britain	1997
Dan Smith	DNF	0	Great Britain	1997
Matthew Stephens	DNF	0	Great Britain	1997
Jeremy Hunt	DNF	0	Great Britain	1997
Maximilian Sciandri	DNF	0	Great Britain	1997
John Tanner	DNF	0	Great Britain	1997
Mark Walsham	DNF	0	Great Britain	1997
Jonathan Vaughters	DNF	0	United States	1997
Alexander Rotar	DNF	0	Ukraine	1997
Alexei Nakazny	DNF	0	Ukraine	1997
Vladimir Pulnikov	DNF	0	Ukraine	1997
Yuri Prokopenko	DNF	0	Ukraine	1997
Beat Zberg	DNF	0	Switzerland	1997
Tony Rominger	DNF	0	Switzerland	1997
Pascal Richard	DNF	0	Switzerland	1997
Rolf Jarmann	DNF	0	Switzerland	1997
Niki Aebersold	DNF	0	Switzerland	1997
Roland Meier	DNF	0	Switzerland	1997
Fabian Jeker	DNF	0	Switzerland	1997
Alex Zulle	DNF	0	Switzerland	1997
Jacek Mickiewicz	DNF	0	Poland	1997
Martin Hvastija	DNF	0	Slovenia	1997
Jaan Kirsipuu	DNF	0	Estonia	1997
Remigius Lupeikis	DNF	0	Lithuania	1997
Jan Svorada	DNF	0	Czech Republic	1997
Ruslan Ivanov	DNF	0	Moldova	1997
Juan Carlos Dominguez	DNF	0	Spain	1997
Alberto Leanizbarrutia	DNF	0	Spain	1997
Igor Gonzalez de Galdeano	DNF	0	Spain	1997
NULL	DNF	0	NULL	1997
Andrea Ferrigato	DNF	0	Italy	1997
Fabrizio Guidi	DNF	0	Italy	1997
Alessandro Baronti	DNF	0	Italy	1997
Francisque Teyssier	DNF	0	France	1997
Stephane Barthe	DNF	0	France	1997
Christophe Moreau	DNF	0	France	1997
Pascal Herve	DNF	0	France	1997
Dmitri Konychev	DNF	0	Russia	1997
Viatcheslav Djavanian	DNF	0	Russia	1997
Andrei Zintchenko	DNF	0	Russia	1997
Alexander Gontchenkov	DNF	0	Ukraine	1997
Steven de Jongh	DNF	0	Netherlands	1997
Maarten den Bakker	DNF	0	Netherlands	1997
Danny Nelissen	DNF	0	Netherlands	1997
Tristan Hoffman	DNF	0	Netherlands	1997
Carlo Bomans	DNF	0	Belgium	1997
Peter Farazijn	DNF	0	Belgium	1997
Marc Wauters	DNF	0	Belgium	1997
Geert Van Bondt	DNF	0	Belgium	1997
Ludo Dierckxsens	DNF	0	Belgium	1997
Dragomir Zivkovic	DNF	0	Yugoslavia	1997
Pavel Tonkov	DNS	0	Russia	1997
Evgeni Berzin	DNS	0	Russia	1997
