name	result	time_in_seconds	nationality	year
Alessandra Cappellotto	1	9877	Italy	1997
Elisabeth Tadich	2	0	Australia	1997
Catherine Marsal	3	0	France	1997
Jolanta Polikeviciute	4	0	Lithuania	1997
Cindy Pieters	5	0	Belgium	1997
Karen Livingston-Bliss	6	0	United States	1997
Hanka Kupfernagel	7	0	Germany	1997
Debby Mansveld	8	0	Netherlands	1997
Rikke Sandhøj Olsen	9	0	Denmark	1997
Simona Parente	10	0	Italy	1997
NULL	11	0	NULL	1997
Yvonne Troost-Brunen	12	0	Netherlands	1997
Elisabeth Chevanne-Brunel	13	0	France	1997
Heidi Van De Vijver	14	0	Belgium	1997
Monica Valen	15	0	Norway	1997
Susy Pryde	16	0	New Zealand	1997
Viola Paulitz-Muller	17	0	Germany	1997
Svetlana Guiguileva	18	0	Ukraine	1997
Lenka Ilavska	19	0	Slovakia	1997
Berta Fernandez	20	0	Spain	1997
Yvonne Schnorf	21	0	Switzerland	1997
Tuija Kinnunen	22	0	Finland	1997
Pia Sundstedt	23	0	Finland	1997
Marie Holjer	24	0	Sweden	1997
Natalia Youganiouk	25	0	Ukraine	1997
Karen Kurreck	26	0	United States	1997
Daniela Veronesi	27	0	San Marino	1997
Marcia Eicher-Vouets	28	0	Switzerland	1997
Leigh Hobson	29	0	Canada	1997
Izasqun Bengoa	30	0	Spain	1997
Tatiana Kaverina	31	0	Russia	1997
Imelda Chiappa	32	0	Italy	1997
Susanne Ljungskog	33	0	Sweden	1997
Valentina Gerasimova	34	0	Russia	1997
Susan Palmer-Komar	35	0	Canada	1997
Tatiana Stiajkina	36	0	Ukraine	1997
Valentina Polkhanova	37	0	Russia	1997
Dori Ruano	38	0	Spain	1997
Joane Somarriba	39	0	Spain	1997
Juanita Feldhahn	40	0	Australia	1997
Yvonne McGregor	41	0	Great Britain	1997
Mirjam Melchers	42	0	Netherlands	1997
Lynn Nixon	43	0	Australia	1997
Anke Erlank	44	0	South Africa	1997
Chantal Daucourt	45	0	Switzerland	1997
Severine Desbouys	46	0	France	1997
Maria Lawrence	47	0	Great Britain	1997
Roberta Bonanomi	48	0	Italy	1997
Jeannie Longo	49	0	France	1997
NULL	50	0	NULL	1997
Fabiana Luperini	51	0	Italy	1997
Charlotte White	52	0	Australia	1997
Rasa Polikeviciute	53	0	Lithuania	1997
Bogumi?a Matusiak	54	0	Poland	1997
Louisa Jenkins	55	0	United States	1997
Zulfiya Zabirova	56	0	Kazakhstan	1997
Sylvie Riedle	57	0	France	1997
Sarka Vichova	58	0	Czech Republic	1997
Barbara Heeb	59	0	Switzerland	1997
Sandra Krauer	60	0	Switzerland	1997
Emmanuelle Farcy	61	0	France	1997
Nicole Vermast	62	0	Netherlands	1997
Kendra Wenzel	63	0	United States	1997
Ievgeniia Vysotska	64	0	Ukraine	1997
Kathryn Watt	65	0	Australia	1997
Lisbeth Simper	66	0	Denmark	1997
Vanja Vonckx	67	0	Belgium	1997
Natalia Karimova	68	0	Russia	1997
Olga Svirchtchouk	69	0	Ukraine	1997
Yulia Mourenkaia	70	0	Ukraine	1997
Belem Guerrero	71	0	Mexico	1997
Judith Arndt	72	0	Germany	1997
Vera Hohlfeld	73	0	Germany	1997
Kerstin Scheitle	74	0	Germany	1997
Natascha Klewitz	75	0	Germany	1997
Jorunn Kvalø	76	0	Norway	1997
Sanna Lehtimaki	77	0	Finland	1997
Helle Jensen	78	0	Denmark	1997
Ana Martinez	79	905	Spain	1997
Ingunn Bollerud	80	905	Norway	1997
Miluse Flaskova Glave	81	1088	Czech Republic	1997
Annie Gariepy	82	1204	Canada	1997
Geraldine Gill	83	1204	Ireland	1997
Kristina Obrucova	84	1264	Czech Republic	1997
Diana Rast	85	1315	Switzerland	1997
