name	result	time_in_seconds	nationality	year
Bo Hamburger	DNF	0	Denmark	1999
Allan Johansen	DNF	0	Denmark	1999
Frank Høj	DNF	0	Denmark	1999
Michael Blaudzun	DNF	0	Denmark	1999
Morten Sonne	DNF	0	Denmark	1999
Danilo Hondo	DNF	0	Germany	1999
Michael Schlickau	DNF	0	Germany	1999
Andreas Kloden	DNF	0	Germany	1999
Jens Voigt	DNF	0	Germany	1999
Dirk Baldinger	DNF	0	Germany	1999
Rolf Aldag	DNF	0	Germany	1999
Jorg Jaksche	DNF	0	Germany	1999
Ralf Grabsch	DNF	0	Germany	1999
Andreas Klier	DNF	0	Germany	1999
Grischa Niermann	DNF	0	Germany	1999
Raphael Schweda	DNF	0	Germany	1999
Niklas Axelsson	DNF	0	Sweden	1999
Martin Rittsel	DNF	0	Sweden	1999
Alexandre Vinokourov	DNF	0	Kazakhstan	1999
Andrey Mizurov	DNF	0	Kazakhstan	1999
Serguei Yakovlev	DNF	0	Kazakhstan	1999
Andrei Teteriouk	DNF	0	Kazakhstan	1999
Oleg Kozlitine	DNF	0	Kazakhstan	1999
Alexandre Shefer	DNF	0	Kazakhstan	1999
Dmitriy Fofonov	DNF	0	Kazakhstan	1999
Maximilian Sciandri	DNF	0	Great Britain	1999
Floyd Landis	DNF	0	United States	1999
Scott Moninger	DNF	0	United States	1999
Levi Leipheimer	DNF	0	United States	1999
David Clinger	DNF	0	United States	1999
Eddy Gragus	DNF	0	United States	1999
Fred Rodriguez	DNF	0	United States	1999
Chris Horner	DNF	0	United States	1999
Serhiy Honchar	DNF	0	Ukraine	1999
Oleksandr Fedenko	DNF	0	Ukraine	1999
Roland Meier	DNF	0	Switzerland	1999
Sven Montgomery	DNF	0	Switzerland	1999
Rolf Huser	DNF	0	Switzerland	1999
Daniel Schnider	DNF	0	Switzerland	1999
Pierre Bourquenoud	DNF	0	Switzerland	1999
Alex Zulle	DNF	0	Switzerland	1999
Amer El Nadi	DNF	0	Egypt	1999
Arvis Piziks	DNF	0	Latvia	1999
Juris Silovs	DNF	0	Latvia	1999
Christopher Jenner	DNF	0	New Zealand	1999
Julian Dean	DNF	0	New Zealand	1999
Rados?aw Romanik	DNF	0	Poland	1999
Zbigniew Spruch	DNF	0	Poland	1999
Artur Krasinski	DNF	0	Poland	1999
Tomasz Brozyna	DNF	0	Poland	1999
Grzegorz Gwiazdowski	DNF	0	Poland	1999
Piotr Przydzia?	DNF	0	Poland	1999
Martin Hvastija	DNF	0	Slovenia	1999
Uros Murn	DNF	0	Slovenia	1999
Filip Branko	DNF	0	Slovenia	1999
Allan Oras	DNF	0	Estonia	1999
NULL	DNF	0	NULL	1999
Jaan Kirsipuu	DNF	0	Estonia	1999
Saulius Ruskys	DNF	0	Lithuania	1999
Tomas Konecny	DNF	0	Czech Republic	1999
Jaroslav Bilek	DNF	0	Czech Republic	1999
Jan Hruska	DNF	0	Czech Republic	1999
Jose Bento Azevedo	DNF	0	Portugal	1999
Melchor Mauri	DNF	0	Spain	1999
Jose Vicente Garcia Acosta	DNF	0	Spain	1999
Pedro Diaz	DNF	0	Spain	1999
Jon Odriozola	DNF	0	Spain	1999
Alvaro Gonzalez de Galdeano	DNF	0	Spain	1999
Ivan Basso	DNF	0	Italy	1999
Sergio Barbero	DNF	0	Italy	1999
Davide Rebellin	DNF	0	Italy	1999
Christophe Mengin	DNF	0	France	1999
Frederic Guesdon	DNF	0	France	1999
Pascal Lino	DNF	0	France	1999
David Delrieu	DNF	0	France	1999
Nicolas Jalabert	DNF	0	France	1999
Gilles Maignan	DNF	0	France	1999
Cedric Vasseur	DNF	0	France	1999
Stephane Berges	DNF	0	France	1999
Jean-Michel Tessier	DNF	0	France	1999
Alexei Sivakov	DNF	0	Russia	1999
Dimitri Sedun	DNF	0	Russia	1999
Serguei Smetanine	DNF	0	Russia	1999
Vitali Kokorine	DNF	0	Russia	1999
Vassili Davidenko	DNF	0	United States	1999
Piotr Ugrumov	DNF	0	Latvia	1999
Oleg Zhukov	DNF	0	Russia	1999
Andrei Zintchenko	DNF	0	Russia	1999
Bart Voskamp	DNF	0	Netherlands	1999
Jeroen Blijlevens	DNF	0	Netherlands	1999
Servais Knaven	DNF	0	Netherlands	1999
Steven de Jongh	DNF	0	Netherlands	1999
Aart Vierhouten	DNF	0	Netherlands	1999
Leon van Bon	DNF	0	Netherlands	1999
Jan Boven	DNF	0	Netherlands	1999
Erik Dekker	DNF	0	Netherlands	1999
Tristan Hoffman	DNF	0	Netherlands	1999
Peter Van Petegem	DNF	0	Belgium	1999
Kurt van de Wouwer	DNF	0	Belgium	1999
Geert Van Bondt	DNF	0	Belgium	1999
Nico Mattan	DNF	0	Belgium	1999
Dave Bruylandts	DNF	0	Belgium	1999
Marc Wauters	DNF	0	Belgium	1999
Mario Aerts	DNF	0	Belgium	1999
Wilfried Peeters	DNF	0	Belgium	1999
Benoit Joachim	DNF	0	Luxembourg	1999
Thomas Muhlbacher	DNF	0	Austria	1999
Peter Wrolich	DNF	0	Austria	1999
Gerrit Glomser	DNF	0	Austria	1999
