name	result	time_in_seconds	nationality	year
Jeannie Longo	1	9465	France	1995
Catherine Marsal	2	38	France	1995
Edita Pucinskaite	3	116	Lithuania	1995
Luzia Zberg	4	132	Switzerland	1995
Jolanta Polikeviciute	5	205	Lithuania	1995
Roberta Bonanomi	6	258	Italy	1995
Maritza Corredor	7	276	Colombia	1995
Linda Jackson	8	276	Canada	1995
Svetlana Stolbova	9	276	Russia	1995
Kathryn Watt	10	297	Australia	1995
Rebecca Bailey	11	331	New Zealand	1995
Valentina Polkhanova	12	352	Russia	1995
Tanja Klein	13	377	Austria	1995
Lynn Nixon	14	465	Australia	1995
Dede Demet-Barry	15	502	United States	1995
Tracey Gaudry	16	502	Australia	1995
Marie Purvis	17	502	Great Britain	1995
Alessandra Cappellotto	18	502	Italy	1995
Svetlana Zoubareva	19	502	Russia	1995
Susan Palmer-Komar	20	502	Canada	1995
Jocelyne Messori-Hugi	21	502	France	1995
Valeria Cappellotto	22	502	Italy	1995
Rasa Polikeviciute	23	502	Lithuania	1995
Fany Lecourtois	24	502	France	1995
Fatima Blazquez	25	524	Spain	1995
Elisabeth Tadich	26	532	Australia	1995
Tea Vikstedt-Nyman	27	534	Finland	1995
Monica Valen	28	557	Norway	1995
Ragnhild Kostøl Haug	29	581	Norway	1995
Clara Hughes	30	581	Canada	1995
Zinaida Stahurskaya	31	581	Belarus	1995
Barbara Heeb	32	581	Switzerland	1995
Imelda Chiappa	33	581	Italy	1995
Jeanne Golay	34	599	United States	1995
Heidi Van De Vijver	35	659	Belgium	1995
Jackie Martin	36	659	South Africa	1995
Caroline Alexander	37	666	Great Britain	1995
Nelly Alba	38	666	Colombia	1995
Ievgeniia Vysotska	39	666	Ukraine	1995
Sigrid Corneo	40	666	Slovenia	1995
Marina Proudnikova	41	706	Russia	1995
Aleksandra Koliaseva	42	706	Russia	1995
Svetlana Stepanova	43	706	Russia	1995
Oksana Goldberg	44	706	Kazakhstan	1995
Karen Kurreck	45	802	United States	1995
Lenka Ilavska	46	802	Slovakia	1995
Svetlana Guiguileva	47	802	Ukraine	1995
Petra Rossner	48	918	Germany	1995
Edith Moerenhout-Klep	49	918	Netherlands	1995
Judith Arndt	50	918	Germany	1995
Joane Somarriba	51	918	Spain	1995
Dorelly Tivaduiza	52	918	Colombia	1995
Vera Hohlfeld	53	1017	Germany	1995
Berta Fernandez	54	1147	Spain	1995
Elena Unruh	55	1166	Germany	1995
Bogumi?a Matusiak	56	1166	Poland	1995
Anne Samplonius	57	1166	Canada	1995
Elena Malikova	58	1166	Czech Republic	1995
Angeles Narvaez	59	1174	Colombia	1995
Eve Stephenson	60	1219	United States	1995
Rikke Sandhøj Olsen	61	1228	Denmark	1995
Sarah Phillips	62	1228	Great Britain	1995
Susanne Ljungskog	63	1233	Sweden	1995
Natascha Klewitz	64	1233	Germany	1995
Diana Rast	65	1254	Switzerland	1995
Ana Barros	66	1277	Portugal	1995
Yvonne Troost-Brunen	67	1297	Netherlands	1995
Yvonne Elkuch	68	1297	Liechtenstein	1995
Dori Ruano	69	1308	Spain	1995
Carmen d'Alusio	70	1308	United States	1995
Meike de Bruijn	71	1321	Netherlands	1995
Consuelo Giraldo	72	1352	Colombia	1995
Susy Pryde	73	1369	New Zealand	1995
Charlotte Cox	74	1385	New Zealand	1995
Carmenza Morales	75	1433	Colombia	1995
Qing Zhi Wang	76	1451	China	1995
Annelie Lundin	77	1457	Sweden	1995
Rosangela Mestrinel	78	1693	Brazil	1995
Xinghong Guo	79	1721	China	1995
Jacqueline Nelson	80	1803	New Zealand	1995
Ha Yuan Zhao	81	1900	China	1995
Huizhen Ma	82	2000	China	1995
Elena Barillova	83	2061	Slovakia	1995
Ainhoa Artolazabal	84	2077	Spain	1995
Lismey Ebritapaz	85	2214	Venezuela	1995
Anne-Marie Cooreman	86	2214	Belgium	1995
Bony Eshel	87	2454	Israel	1995
Sha Ging Wang	88	2454	China	1995
