name	result	time_in_seconds	nationality	year
Miguel Indurain	1	3330	Spain	1995
Abraham Olano	2	49	Spain	1995
Uwe Peschel	3	123	Germany	1995
Duban Alberto Ramirez	4	192	Colombia	1995
Igor Bonciucov	5	213	Moldova	1995
Erik Breukink	6	222	Netherlands	1995
Zenon Jasku?a	7	222	Poland	1995
Mike Engleman	8	231	United States	1995
Maurizio Fondriest	9	236	Italy	1995
Jan Karlsson	10	244	Sweden	1995
Brett Dennis	11	277	Australia	1995
Thierry Marie	12	277	France	1995
Arturas Kasputis	13	278	Lithuania	1995
Andrea Chiurato	14	284	Italy	1995
Steve Hegg	15	287	United States	1995
Deane Rogers	16	293	Australia	1995
Javier de Jesus Zapata	17	303	Colombia	1995
Rolf Aldag	18	320	Germany	1995
Peter Meinert-Nielsen	19	336	Denmark	1995
Ruslan Ivanov	20	337	Moldova	1995
Graeme Obree	21	346	Great Britain	1995
Cassio Freitas	22	351	Brazil	1995
Roland Green	23	363	Canada	1995
Jesus Zarate	24	373	Mexico	1995
Miroslav Liptak	25	385	Slovakia	1995
Robert Pintaric	26	395	Slovenia	1995
Frans Maassen	27	397	Netherlands	1995
Philipp Buschor	28	408	Switzerland	1995
Matthew Brick	29	410	New Zealand	1995
Igor Pruckich	30	417	Russia	1995
Dietmar Muller	31	421	Austria	1995
Csaba Szekeres	32	434	Hungary	1995
Dimitri Sedun	33	436	Russia	1995
Tomasz Brozyna	34	437	Poland	1995
Pascal Lance	35	443	France	1995
Oleg Klevtsov	36	447	Russia	1995
Jacques Landry	37	467	Canada	1995
Laszlo Bodrogi	38	468	France	1995
Philip Collins	39	480	Ireland	1995
Friedrich Berein	40	481	Austria	1995
Allen Andersson	41	508	Sweden	1995
Romans Vainsteins	42	524	Latvia	1995
Serhiy Honchar	43	545	Ukraine	1995
Takayuki Kakinoki	44	566	Japan	1995
George Portelanos	45	592	Greece	1995
Gerard van Vliet	46	671	Aruba	1995
Nico Mattan	47	679	Belgium	1995
Robert Nagy	48	756	Slovakia	1995
Kam-Po Wong	49	787	Hongkong	1995
Martin Du Plessis	50	788	Namibia	1995
Igor Patenko	51	790	Belarus	1995
Aleides Caballero	52	1037	Panama	1995
Dennis Brooks	53	1212	Cayman Islands	1995
Stefan Baraud	54	1217	Cayman Islands	1995
Eustace Dookie	55	1218	Saint Lucia	1995
Sylvester James	56	1345	Saint Lucia	1995
Jorge Heilbron	57	1376	Panama	1995
Wai Chong Cheong	58	1448	Macau	1995
Juno Voltaire	59	1596	Haiti	1995
Jean-Louis Serge	60	1742	Haiti	1995
Domingo Gonzalez	DNF	0	Mexico	1995
Kari Myyrylainen	DNF	0	Finland	1995
Byung-soo Kang	DNF	0	South Korea	1995
Brian Holm Sørensen	DNF	0	Denmark	1995
