name	result	time_in_seconds	nationality	year
Greg LeMond	1	25281	United States	1983
Adrie van der Poel	2	71	Netherlands	1983
Stephen Roche	3	71	Ireland	1983
Faustino Ruperez	4	71	Spain	1983
Claude Criquielion	5	71	Belgium	1983
Erich Machler	6	93	Switzerland	1983
Jean-Luc Vandenbroucke	7	93	Belgium	1983
Sean Kelly	8	96	Ireland	1983
Phil Anderson	9	96	Australia	1983
Stefan Mutter	10	96	Switzerland	1983
Fons de Wolf	11	96	Belgium	1983
Jesper Worre	12	96	Denmark	1983
Gerhard Zadrobilek	13	96	Austria	1983
Acacio da Silva	14	96	Portugal	1983
Siegfried Hekimi	15	96	Switzerland	1983
Pierre Le Bigaut	16	96	France	1983
Giuseppe Saronni	17	96	Italy	1983
Jean-Marie Grezet	18	96	Switzerland	1983
Gilbert Duclos-Lassalle	19	96	France	1983
Peter Winnen	20	96	Netherlands	1983
Bernard Bourreau	21	96	France	1983
Dominique Arnaud	22	96	France	1983
Eduardo Chozas	23	96	Spain	1983
Angel Arroyo	24	96	Spain	1983
Marino Lejarreta	25	96	Spain	1983
Beat Breu	26	96	Switzerland	1983
Rene Martens	27	96	Belgium	1983
Luciano Loro	28	96	Italy	1983
Laurent Fignon	29	96	France	1983
Jonathan Boyer	30	96	United States	1983
Jostein Wilmann	31	96	Norway	1983
Gianbattista Baronchelli	32	96	Italy	1983
Lucien Van Impe	33	96	Belgium	1983
Jørgen Marcussen	34	96	Denmark	1983
Marc Madiot	35	96	France	1983
Sven-Ake Nilsson	36	96	Sweden	1983
Robert Millar	37	96	Great Britain	1983
Joop Zoetemelk	38	96	Netherlands	1983
Gerard Veldscholten	39	96	Netherlands	1983
Alberto Fernandez	40	330	Spain	1983
Dag Erik Pedersen	41	330	Norway	1983
Moreno Argentin	42	330	Italy	1983
Antonio Ferretti	43	585	Switzerland	1983
Serge Demierre	44	590	Switzerland	1983
Gilbert Glaus	45	638	Switzerland	1983
Julian Gorospe	46	638	Spain	1983
Paul Timbrell	DNF	0	Australia	1983
Greg Clifton	DNF	0	Australia	1983
Peter Besanko	DNF	0	Australia	1983
Brian Stephens	DNF	0	Australia	1983
Michael Wilson	DNF	0	Australia	1983
Allan Peiper	DNF	0	Australia	1983
Ole-kristan Silseth	DNF	0	Norway	1983
Per Bausager	DNF	0	Denmark	1983
Kim Andersen	DNF	0	Denmark	1983
Richard Meehan	DNF	0	Canada	1983
Rudi Weber	DNF	0	Germany	1983
Reimund Dietzen	DNF	0	Germany	1983
Ralf Hofeditz	DNF	0	Germany	1983
Peter Kehl	DNF	0	Germany	1983
Detlef Kurzweg	DNF	0	Germany	1983
Henry Rinklin	DNF	0	Germany	1983
Hans Neumayer	DNF	0	Germany	1983
Gregor Braun	DNF	0	Germany	1983
Tommy Prim	DNF	0	Sweden	1983
Dudley Hayton	DNF	0	Great Britain	1983
Michael Morrison	DNF	0	Great Britain	1983
Steve Joughin	DNF	0	Great Britain	1983
Sean Yates	DNF	0	Great Britain	1983
John Eustice	DNF	0	United States	1983
John Patterson	DNF	0	United States	1983
Eric Fetch	DNF	0	United States	1983
Gavin Chilcott	DNF	0	United States	1983
Julius Thallmann	DNF	0	Switzerland	1983
Daniel Gisiger	DNF	0	Switzerland	1983
Bernard Gavillet	DNF	0	Switzerland	1983
Marcel Russenberger	DNF	0	Switzerland	1983
Sigmund Hermann	DNF	0	Liechtenstein	1983
Carlos Hernandez	DNF	0	Spain	1983
Jose Recio	DNF	0	Spain	1983
Pedro Delgado	DNF	0	Spain	1983
Antonio Coll	DNF	0	Spain	1983
Pedro Munoz	DNF	0	Spain	1983
Vicente Belda	DNF	0	Spain	1983
Roberto Ceruti	DNF	0	Italy	1983
Palmiro Masciarelli	DNF	0	Italy	1983
Emanuele Bombini	DNF	0	Italy	1983
Alessandro Paganessi	DNF	0	Italy	1983
Francesco Moser	DNF	0	Italy	1983
Mario Beccia	DNF	0	Italy	1983
Roberto Visentini	DNF	0	Italy	1983
Marino Amadori	DNF	0	Italy	1983
Bruno Leali	DNF	0	Italy	1983
Dominique Garde	DNF	0	France	1983
Christian Jourdan	DNF	0	France	1983
Jean-Rene Bernaudeau	DNF	0	France	1983
Pascal Jules	DNF	0	France	1983
Philippe Leleu	DNF	0	France	1983
Regis Clere	DNF	0	France	1983
Henk Lubberding	DNF	0	Netherlands	1983
Johan Lammerts	DNF	0	Netherlands	1983
Henri Manders	DNF	0	Netherlands	1983
Theo de Rooij	DNF	0	Netherlands	1983
Hennie Kuiper	DNF	0	Netherlands	1983
Leo van Vliet	DNF	0	Netherlands	1983
Steven Rooks	DNF	0	Netherlands	1983
Ludo Peeters	DNF	0	Belgium	1983
Michel Dernies	DNF	0	Belgium	1983
Paul Haghedooren	DNF	0	Belgium	1983
Frank Hoste	DNF	0	Belgium	1983
Michel Pollentier	DNF	0	Belgium	1983
Eric Vanderaerden	DNF	0	Belgium	1983
Marc Sergeant	DNF	0	Belgium	1983
Eugene Urbany	DNF	0	Luxembourg	1983
Lucien Didier	DNF	0	Luxembourg	1983
Gerhard Schonbacher	DNF	0	Austria	1983
Harald Maier	DNF	0	Austria	1983
