name	result	time_in_seconds	nationality	year
Marianne Berglund	1	5897	Sweden	1983
Rebecca Twigg	2	0	United States	1983
Maria Canins	3	0	Italy	1983
Mandy Jones	4	0	Great Britain	1983
Jeannie Longo	5	57	France	1983
Cynthia Olavarri	6	57	United States	1983
Connie Carpenter-Phinney	7	216	United States	1983
Thea van Rijnsoever	8	216	Netherlands	1983
Beate Habetz	9	252	Germany	1983
Catherine Swinnerton	10	253	Great Britain	1983
Helle Sørensen	11	253	Denmark	1983
Petra Stegherr	12	253	Germany	1983
Laima Zilporyte	13	253	Lithuania	1983
Sandra Schumacher	14	253	Germany	1983
Irina Kolesnikova	15	253	Russia	1983
Valerie Simonnet	16	253	France	1983
Jenny De Smet	17	253	Belgium	1983
Marie Holjer	18	253	Sweden	1983
Gerda Sierens	19	253	Belgium	1983
Ines Varenkamp	20	253	Germany	1983
Kristina Ranudd	21	253	Sweden	1983
Leontine van der Lienden	22	253	Netherlands	1983
Hennie Top	23	253	Netherlands	1983
Annelies Josefsson	24	253	Sweden	1983
Ute Enzenauer	25	253	Germany	1983
Dominique Damiani	26	253	France	1983
Johanna Hack	27	253	Austria	1983
Wakako Abe	28	253	Japan	1983
Rebecca Daughton	29	253	United States	1983
Edith Schonenberger	30	253	Switzerland	1983
Kathrine Lundstrom	31	253	Sweden	1983
Agnes Dusart	32	253	Belgium	1983
Jenny Lambiase	33	253	United States	1983
Fatma Galiulina	34	253	Uzbekistan	1983
Marielle Guichard	35	253	France	1983
Roberta Bonanomi	36	253	Italy	1983
Ingouna Poutninja	37	253	Russia	1983
Kelly Kittredge	38	253	United States	1983
Tatiana Sadskaia	39	253	Russia	1983
Barbera Ganz	40	253	Switzerland	1983
Francesca Galli	41	253	Italy	1983
Judith Painter	42	253	Great Britain	1983
Corinne Lutz	43	253	France	1983
Marie-Claude Audet	44	253	Canada	1983
Josiane Vanhuysse	45	253	Belgium	1983
Stella van Kuijen	46	253	Netherlands	1983
Rossella Galbiati	47	253	Italy	1983
Mieke Havik	48	253	Netherlands	1983
Luisa Seghezzi	49	253	Italy	1983
Paula Westher	50	253	Sweden	1983
Anne Guillemin	51	253	France	1983
Heleen Hage	52	253	Netherlands	1983
Helen Edwards	53	253	Great Britain	1983
Marit Ericssen	54	253	Norway	1983
Laima Baoujite	55	253	Russia	1983
Sakae Konno	56	253	Japan	1983
Gaby Prieler-Altweck	57	253	Germany	1983
Liv Hegstad	58	253	Norway	1983
Rosemarie Schatzmann	59	510	Switzerland	1983
Pamela Bryan	60	510	Canada	1983
Jolanda Kalt	61	669	Switzerland	1983
Michelle Robins	62	669	Australia	1983
Monica Bandini	63	669	Italy	1983
Paula Verral	64	669	Australia	1983
Iris Karhu	65	669	Finland	1983
Orvokki Pajunen	66	669	Finland	1983
Evelyne Muller	67	841	Switzerland	1983
Nina Johnsen	68	841	Norway	1983
Elisabeth Battle	69	841	Australia	1983
