name	result	time_in_seconds	nationality	year
Gianni Bugno	1	22823	Italy	1991
Steven Rooks	2	0	Netherlands	1991
Miguel Indurain	3	0	Spain	1991
Alvaro Mejia	4	0	Colombia	1991
Kai Hundertmarck	5	11	Germany	1991
Bjarne Riis	6	11	Denmark	1991
Dirk De Wolf	7	11	Belgium	1991
Stephen Hodge	8	11	Australia	1991
Davide Cassani	9	11	Italy	1991
Federico Echave	10	11	Spain	1991
Maurizio Fondriest	11	11	Italy	1991
NULL	12	11	NULL	1991
Piotr Ugrumov	13	11	Latvia	1991
NULL	14	11	NULL	1991
Bo Hamburger	15	11	Denmark	1991
NULL	16	11	NULL	1991
Claudio Chiappucci	17	11	Italy	1991
Gert-Jan Theunisse	18	11	Netherlands	1991
Heinz Imboden	19	11	Switzerland	1991
NULL	20	11	NULL	1991
Gerard Rue	21	11	France	1991
William Palacio	22	11	Colombia	1991
Luc Roosen	23	11	Belgium	1991
Efrain Rico	24	11	Colombia	1991
Marc Madiot	25	11	France	1991
Charly Mottet	26	11	France	1991
Erich Machler	27	11	Switzerland	1991
Martin Earley	28	11	Ireland	1991
Bruno Cornillet	29	11	France	1991
Rolf Golz	30	11	Germany	1991
Daniel Castro	31	11	Argentina	1991
Neil Stephens	32	11	Australia	1991
Dag-Otto Lauritzen	33	11	Norway	1991
Andrew Hampsten	34	216	United States	1991
Pedro Delgado	35	319	Spain	1991
Frans Maassen	36	374	Netherlands	1991
Michel Dernies	37	438	Belgium	1991
Kim Andersen	38	438	Denmark	1991
Jens Heppner	39	438	Germany	1991
Mauro Gianetti	40	438	Switzerland	1991
Mike Engleman	41	438	United States	1991
Eric Van Lancker	42	438	Belgium	1991
Scott Sunderland	43	438	Australia	1991
Pascal Richard	44	438	Switzerland	1991
Brian Holm Sørensen	45	438	Denmark	1991
Marco Giovannetti	46	438	Italy	1991
Luc Leblanc	47	438	France	1991
Robert Millar	48	438	Great Britain	1991
Jean-Francois Bernard	49	691	France	1991
Johan Museeuw	49	691	Belgium	1991
Raul Alcala	49	691	Mexico	1991
Bruno Cenghialta	49	691	Italy	1991
Erik Breukink	49	691	Netherlands	1991
Laurent Dufaux	49	691	Switzerland	1991
Jean-Claude Colotti	49	691	France	1991
Udo Bolts	49	691	Germany	1991
Mario Kummer	49	691	Germany	1991
Atle Kvalsvoll	49	691	Norway	1991
Edwig Van Hooydonck	49	691	Belgium	1991
Rudy Verdonck	49	691	Belgium	1991
Franco Chioccioli	49	691	Italy	1991
Gilles Delion	49	691	France	1991
Fabian Jeker	49	691	Switzerland	1991
NULL	49	691	NULL	1991
Felice Puttini	49	691	Switzerland	1991
Frank Van Den Abeele	49	691	Belgium	1991
Johnny Weltz	49	691	Denmark	1991
Luis Alberto Camargo	49	691	Colombia	1991
Eduardo Chozas	49	691	Spain	1991
NULL	49	691	NULL	1991
Carlos Mario Jaramillo	49	691	Colombia	1991
Marino Lejarreta	49	691	Spain	1991
Harald Maier	49	691	Austria	1991
Javier Murguialday	49	691	Spain	1991
Allan Peiper	49	691	Australia	1991
Alvaro Pino	49	691	Spain	1991
Abelardo Rondon	49	691	Colombia	1991
Marek Szerszynski	49	691	Poland	1991
Alessandro Giannelli	49	691	Italy	1991
Dominik Krieger	49	691	Germany	1991
Uwe Ampler	49	691	Germany	1991
Falk Boden	49	691	Germany	1991
Mauro Ribeiro	49	691	Brazil	1991
Benjamin Van Itterbeeck	49	691	Belgium	1991
Olaf Lurvik	49	691	Norway	1991
Atle Pedersen	49	691	Norway	1991
Malcolm Elliott	49	691	Great Britain	1991
Fabian Fuchs	49	691	Switzerland	1991
Masatoshi Ichikawa	49	691	Japan	1991
Jorge Leon Otalvaro	49	691	Colombia	1991
Eddie Salas	49	691	Australia	1991
Delmino Pereira	49	691	Portugal	1991
Marek Kulas	49	691	Poland	1991
Dag Erik Pedersen	49	691	Norway	1991
Thomas Wegmuller	95	998	Switzerland	1991
Harry Lodge	96	1440	Great Britain	1991
Phil Anderson	DNF	0	Australia	1991
Clayton Stevenson	DNF	0	Australia	1991
Malcolm Van Unen	DNF	0	Australia	1991
Victor-hugo Olarte	DNF	0	Colombia	1991
Julio Cesar Ortegon	DNF	0	Colombia	1991
Kenneth Weltz	DNF	0	Denmark	1991
Jesper Skibby	DNF	0	Denmark	1991
Rolf Sørensen	DNF	0	Denmark	1991
Søren Lilholt	DNF	0	Denmark	1991
Peter Meinert-Nielsen	DNF	0	Denmark	1991
John Carlsen	DNF	0	Denmark	1991
Jesper Worre	DNF	0	Denmark	1991
Steve Bauer	DNF	0	Canada	1991
Brian Walton	DNF	0	Canada	1991
Uwe Raab	DNF	0	Germany	1991
Rolf Aldag	DNF	0	Germany	1991
Olaf Ludwig	DNF	0	Germany	1991
