name	result	time_in_seconds	nationality	year
Jeannie Longo	1	5936	France	1986
Janelle Parks	2	10	United States	1986
Alla Jakovleva	3	10	Russia	1986
Ute Enzenauer	4	10	Germany	1986
Unni Larsen	5	10	Norway	1986
Sandra Schumacher	6	10	Germany	1986
Roberta Bonanomi	7	10	Italy	1986
Tea Vikstedt-Nyman	8	24	Finland	1986
Irina Kolesnikova	9	34	Russia	1986
Inga Thompson	10	43	United States	1986
Connie Meijer	11	48	Netherlands	1986
Francesca Galli	12	48	Italy	1986
Imelda Chiappa	13	48	Italy	1986
Susan Ehlers	14	48	United States	1986
Dominique Damiani	15	51	France	1986
Galina Matsyk	16	51	Russia	1986
Virginie Lafargue	17	51	France	1986
Nadezhda Kibardina	18	55	Russia	1986
Elisabeth Hepple	19	55	Australia	1986
Lisa Brambani	20	60	Great Britain	1986
Ines Varenkamp	21	84	Germany	1986
Tamara Polyakova	22	84	Ukraine	1986
Susan Thompson	23	86	Great Britain	1986
Barbera Ganz	24	100	Switzerland	1986
Agnes Dusart	25	103	Belgium	1986
Pascale Ranucci	26	103	France	1986
Cecile Odin	27	103	France	1986
Elisabeth Westman	28	103	Sweden	1986
Marion Levin	29	103	Sweden	1986
Marie Holjer	30	103	Sweden	1986
Rebecca Whitehead	31	235	United States	1986
Dany Bonnoront	32	235	France	1986
Madonna Harris	33	235	New Zealand	1986
Heleen Hage	34	235	Netherlands	1986
Marianne Berglund	35	285	Sweden	1986
Luisa Seghezzi	36	302	Italy	1986
Kathleen Shannon	37	302	Australia	1986
Edith Schonenberger	38	302	Switzerland	1986
Sara Neil	39	302	Canada	1986
Genevieve Robic-Brunet	40	302	Canada	1986
Robyn Battison	41	302	Australia	1986
Laima Zilporyte	42	302	Lithuania	1986
Paula Westher	43	302	Sweden	1986
Valerie Simonnet	44	302	France	1986
Mieke Havik	45	302	Netherlands	1986
Viola Paulitz-Muller	46	302	Germany	1986
Katrin Tobin	47	302	United States	1986
Muriel Sharp	48	302	Great Britain	1986
Anita Valen	49	302	Norway	1986
Lory Laroy	50	302	Belgium	1986
Maria Blower	51	302	Great Britain	1986
Rauni Pussi	52	302	Finland	1986
Mara Mosole	53	302	Italy	1986
Laura Zilke	54	302	Canada	1986
Astrid Danielsen	55	302	Norway	1986
Monique de Bruin	56	302	Netherlands	1986
Sue Golder	57	302	New Zealand	1986
Greta Fleerackers	58	302	Belgium	1986
Clare Greenwood	59	302	Great Britain	1986
Birgit Forstl	60	302	Germany	1986
Hege Stendahl	61	302	Norway	1986
Karina Skibby	62	302	Denmark	1986
Danute Bankaitis-Davis	63	302	United States	1986
Nadine Fiers	64	662	Belgium	1986
Jutta Niehaus	65	662	Germany	1986
Marylin Wells	66	830	Canada	1986
Johanna Hack	67	860	Austria	1986
Corrie Timmermans	68	860	Netherlands	1986
Helle Sørensen	69	973	Denmark	1986
Elena Paredes	70	1000	Chile	1986
Claudia Tourinho	71	1288	Brazil	1986
Tone Benjaminsen	72	1295	Norway	1986
Gay Lorimer	73	1620	Canada	1986
Gabriela Riquelme	74	1620	Argentina	1986
Casilda Riquelme	75	1620	Argentina	1986
Miriam Ferreira	76	1620	Brazil	1986
Hazel Hatton	77	1620	Zimbabwe	1986
