name	result	time_in_seconds	nationality	year
Jan Ullrich	1	3110	Germany	2001
David Millar	2	6	Great Britain	2001
Santiago Botero	3	11	Colombia	2001
Levi Leipheimer	4	24	United States	2001
Laszlo Bodrogi	5	60	France	2001
Leif Hoste	6	64	Belgium	2001
Santos Gonzalez	7	86	Spain	2001
Nathan O'Neill	8	88	Australia	2001
David Plaza	9	105	Spain	2001
Michael Blaudzun	10	111	Denmark	2001
Serhiy Honchar	11	115	Ukraine	2001
Piotr Chmielewski	12	125	Poland	2001
Jean Nuttli	13	127	Switzerland	2001
Roland Green	14	137	Canada	2001
Evgeni Petrov	15	141	Russia	2001
Fabian Cancellara	16	143	Switzerland	2001
Denis Bondarenko	17	151	Russia	2001
Nico Mattan	18	154	Belgium	2001
Piotr Przydzia?	19	159	Poland	2001
Eddy Seigneur	20	160	France	2001
Michael Rogers	21	164	Australia	2001
Jan Hruska	22	172	Czech Republic	2001
Andrey Mizurov	23	184	Kazakhstan	2001
Daniele Nardello	24	214	Italy	2001
Marco Pinotti	25	216	Italy	2001
David George	26	218	South Africa	2001
Eric Wohlberg	27	218	Canada	2001
Joaquim Adrego Pereira Andrade	28	221	Portugal	2001
Jens Voigt	29	226	Germany	2001
Jan Valach	30	227	Slovakia	2001
Joaquim Augusto Gomes	31	236	Portugal	2001
Oleksandr Klymenko	32	250	Ukraine	2001
Marlon Alirio Perez	33	259	Colombia	2001
Florent Brard	34	261	France	2001
Remco van der Ven	35	267	Netherlands	2001
Jonathan Vaughters	36	273	United States	2001
Raivis Belohvosciks	37	275	Latvia	2001
Bart Voskamp	38	287	Netherlands	2001
Ryan Cox	39	293	South Africa	2001
David McCann	40	295	Ireland	2001
Martin Cotar	41	299	Croatia	2001
Andrey Kashechkin	42	302	Kazakhstan	2001
Stuart Dangerfield	43	321	Great Britain	2001
Ivailo Gabrovski	44	324	Bulgaria	2001
Frank Høj	45	334	Denmark	2001
Dimitar Dimitrov	46	347	Bulgaria	2001
Mitja Mahoric	47	376	Slovenia	2001
Damir Iratov	48	383	Uzbekistan	2001
Peter Legradi	49	386	Hungary	2001
Aleksandar Nikacevic	50	422	Serbia	2001
