name	result	time_in_seconds	nationality	year
Rasa Polikeviciute	1	11525	Lithuania	2001
Edita Pucinskaite	2	0	Lithuania	2001
Jeannie Longo	3	0	France	2001
Judith Arndt	4	6	Germany	2001
Mirjam Melchers	5	6	Netherlands	2001
Nicole Brandli	6	6	Switzerland	2001
Susanne Ljungskog	7	6	Sweden	2001
Diana Ziliute	8	93	Lithuania	2001
Alessandra Cappellotto	9	93	Italy	2001
Susan Palmer-Komar	10	93	Canada	2001
Jolanta Polikeviciute	11	93	Lithuania	2001
Fabiana Luperini	12	93	Italy	2001
Monica Valen	13	109	Norway	2001
Marianna Lorenzoni	14	109	Italy	2001
Caroline Alexander	15	109	Great Britain	2001
Ragnhild Kostøl Haug	16	111	Norway	2001
Trixi Worrack	17	168	Germany	2001
Priska Doppmann	18	168	Switzerland	2001
Bogumi?a Matusiak	19	168	Poland	2001
Corine Hierckens	20	168	Belgium	2001
Magali Le Floc'h	21	168	France	2001
Roz Reekie-may	22	168	New Zealand	2001
Sophie Creux	23	168	France	2001
Cindy Pieters	24	168	Belgium	2001
Svetlana Stolbova	25	168	Russia	2001
Maria Isabel Moreno	26	168	Spain	2001
Dori Ruano	27	168	Spain	2001
Natalya Kishchuk	28	168	Ukraine	2001
Fany Lecourtois	29	168	France	2001
Amber Neben	30	274	United States	2001
Hanka Kupfernagel	31	317	Germany	2001
Anna Millward	32	387	Australia	2001
Anne Samplonius	33	387	Canada	2001
Chantal Beltman	34	387	Netherlands	2001
Lisbeth Simper	35	490	Denmark	2001
Heidi Van De Vijver	36	490	Belgium	2001
Eneritz Iturriaga	37	490	Spain	2001
Pia Sundstedt	38	490	Finland	2001
Hayley Rutherford	39	490	Australia	2001
Kimberly Baldwin	40	490	United States	2001
Vera Hohlfeld	41	490	Germany	2001
Tina Liebig	42	490	Germany	2001
Kim Anderson-Smith	43	490	United States	2001
Cybil Di Guistini	44	490	Canada	2001
Leah Goldstein	45	697	Canada	2001
Flor Marina Delgadillo Ruiz	46	816	Colombia	2001
Sara Carrigan	47	816	Australia	2001
Iryna Chuzhynova	48	816	Ukraine	2001
Arenda Grimberg	49	816	Netherlands	2001
Jorunn Kvalø	50	816	Norway	2001
Roberta Bonanomi	51	816	Italy	2001
Solrun Flatas	52	968	Norway	2001
Rachel Hedderman	53	968	Great Britain	2001
Silvia Parietti	54	968	Italy	2001
Ghita Beltman	55	968	Netherlands	2001
Rosa Maria Bravo	56	1043	Spain	2001
Miho Oki	57	1043	Japan	2001
Valentina Karpenko	58	1043	Ukraine	2001
Beatrice Thomas	59	1045	France	2001
Annette Beutler	60	1165	Switzerland	2001
Malgorzata Wysocka	61	1165	Poland	2001
Natalya Kachalka	62	1225	Ukraine	2001
Anriette Schoeman	63	1345	South Africa	2001
