name	result	time_in_seconds	nationality	year
Jan Ullrich	1	3628	Germany	1999
Michael Andersson	2	14	Sweden	1999
Chris Boardman	3	58	Great Britain	1999
Raivis Belohvosciks	4	64	Latvia	1999
Melchor Mauri	5	78	Spain	1999
Serhiy Honchar	6	79	Ukraine	1999
Gilles Maignan	7	85	France	1999
Erik Dekker	8	100	Netherlands	1999
Jens Voigt	9	105	Germany	1999
Alex Zulle	10	105	Switzerland	1999
Viatcheslav Ekimov	11	113	Russia	1999
Eugen Wacker	12	120	Kyrgyzstan	1999
Andrei Teteriouk	13	121	Kazakhstan	1999
Alvaro Gonzalez de Galdeano	14	133	Spain	1999
Marco Velo	15	134	Italy	1999
Raimondas Rumsas	16	135	Lithuania	1999
Christophe Moreau	17	139	France	1999
Arturas Kasputis	18	140	Lithuania	1999
Beat Zberg	19	142	Switzerland	1999
William Chann McRae	20	146	United States	1999
Bert Roesems	21	148	Belgium	1999
Nathan O'Neill	22	159	Australia	1999
Rik Verbrugghe	23	176	Belgium	1999
Martin Hvastija	24	184	Slovenia	1999
Eric Wohlberg	25	184	Canada	1999
Piotr Przydzia?	26	188	Poland	1999
Tomasz Brozyna	27	195	Poland	1999
Ruslan Ivanov	28	198	Moldova	1999
Martin Rittsel	29	218	Sweden	1999
Florian Wiesinger	30	229	Austria	1999
Bradley McGee	31	231	Australia	1999
Jan Hruska	32	233	Czech Republic	1999
Michael Sandstød	33	253	Denmark	1999
Sergiy Matveyev	34	255	Ukraine	1999
Milan Kadlec	35	259	Czech Republic	1999
Levi Leipheimer	36	267	United States	1999
Andrey Mizurov	37	274	Kazakhstan	1999
Bart Voskamp	38	274	Netherlands	1999
Ondrej Slobodnik	39	276	Slovakia	1999
Gian Mario Ortenzi	40	311	Italy	1999
Jose Bento Azevedo	41	322	Portugal	1999
Dmitriy Fofonov	42	325	Kazakhstan	1999
Rene Haselbacher	43	330	Austria	1999
Christopher Newton	44	330	Great Britain	1999
Jaan Kirsipuu	45	358	Estonia	1999
Mikos Rnjakovic	46	365	Yugoslavia	1999
Benoit Joachim	47	383	Luxembourg	1999
Jan Valach	48	421	Slovakia	1999
Filip Branko	49	448	Slovenia	1999
Morne Bester	50	467	South Africa	1999
