name	result	time_in_seconds	nationality	year
Edita Pucinskaite	1	10789	Lithuania	1999
Anna Millward	2	18	Australia	1999
Diana Ziliute	3	18	Lithuania	1999
Tatiana Stiajkina	4	18	Ukraine	1999
Valeria Cappellotto	5	18	Italy	1999
Zulfiya Zabirova	6	18	Kazakhstan	1999
Joane Somarriba	7	18	Spain	1999
Daniela Veronesi	8	18	San Marino	1999
Jeannie Longo	9	18	France	1999
Nicole Brandli	10	18	Switzerland	1999
Geraldine Loewenguth	11	18	France	1999
Rasa Polikeviciute	12	18	Lithuania	1999
Lyne Bessette	13	18	Canada	1999
Jolanta Polikeviciute	14	43	Lithuania	1999
Alessandra Cappellotto	15	88	Italy	1999
Susy Pryde	16	273	New Zealand	1999
Chantal Beltman	17	273	Netherlands	1999
Goulnara Ivanova	18	273	Russia	1999
Alison Sydor	19	273	Canada	1999
Heidi Van De Vijver	20	273	Belgium	1999
Elsbeth van Rooy-Vink	21	273	Netherlands	1999
Anke Erlank	22	273	South Africa	1999
Roberta Bonanomi	23	273	Italy	1999
Susanne Ljungskog	24	273	Sweden	1999
Barbara Heeb	25	273	Switzerland	1999
Elisabeth Chevanne-Brunel	26	273	France	1999
Lenka Ilavska	27	273	Slovakia	1999
Cindy Pieters	28	273	Belgium	1999
Annie Gariepy	29	273	Canada	1999
Fatima Blazquez	30	273	Spain	1999
Valentina Polkhanova	31	273	Russia	1999
Yvonne Schnorf	32	406	Switzerland	1999
Karen Kurreck	33	406	United States	1999
Tracey Gaudry	34	406	Australia	1999
Valentina Karpenko	35	406	Ukraine	1999
Valentina Gerasimova	36	406	Russia	1999
Leigh Hobson	37	406	Canada	1999
Ragnhild Kostøl Haug	38	406	Norway	1999
Juanita Feldhahn	39	406	Australia	1999
Bogumi?a Matusiak	40	406	Poland	1999
Chantal Daucourt	41	406	Switzerland	1999
Sigrid Corneo	42	406	Slovenia	1999
Wenche Stensvold	43	406	Norway	1999
Mirjam Melchers	44	406	Netherlands	1999
Kim Anderson-Smith	45	406	United States	1999
Fabiana Luperini	46	406	Italy	1999
Oksana Saprykina	47	559	Ukraine	1999
Rosa Maria Bravo	48	770	Spain	1999
Svetlana Guiguileva	49	770	Ukraine	1999
Marie Holjer	50	770	Sweden	1999
Marion Brauen	51	770	Switzerland	1999
Zinaida Stahurskaya	52	770	Belarus	1999
Miluse Flaskova Glave	53	770	Czech Republic	1999
Solrun Flatas	54	770	Norway	1999
Vanja Vonckx	55	770	Belgium	1999
Lucia Pizzolotto	56	770	Italy	1999
Aleksandra Koliaseva	57	770	Russia	1999
Natalya Kishchuk	58	770	Ukraine	1999
Zita Urbonaite	59	770	Lithuania	1999
Sanna Lehtimaki	60	770	Finland	1999
Severine Desbouys	61	770	France	1999
Tina Liebig	62	989	Germany	1999
Sara Symington	63	1115	Great Britain	1999
Laurence Restoin	64	1115	France	1999
Arenda Grimberg	65	1115	Netherlands	1999
Erica Green	66	1115	South Africa	1999
Susan Carter	67	1213	Great Britain	1999
Magali Le Floc'h	68	1228	France	1999
Yuliya Murenka	69	1228	Ukraine	1999
Madeleine Lindberg	70	1228	Sweden	1999
Sara Carrigan	71	1228	Australia	1999
Larysa Chuyenka	72	1228	Belarus	1999
Vanessa Rochelle Guyton	73	1228	New Zealand	1999
Tatsiana Makeyeva	74	1228	Belarus	1999
Kym Shirley	75	1228	Australia	1999
Iryna Chuzhynova	76	1228	Ukraine	1999
Yulia Razenkova	77	1228	Russia	1999
Roz Reekie-may	78	1228	New Zealand	1999
Priska Doppmann	79	1228	Switzerland	1999
Montserrat Alonso	80	1228	Spain	1999
Lensy Debboudt	81	1347	Belgium	1999
Ghita Beltman	82	1347	Netherlands	1999
Ulrike Baumgartner	83	1347	Austria	1999
Kerstin Scheitle	84	1364	Germany	1999
Alison Wright	85	1500	Australia	1999
Dorota Czynszak	86	1500	Poland	1999
Karla Polivkova	87	1685	Czech Republic	1999
Miho Oki	88	1685	Japan	1999
Lisbeth Simper	89	1782	Denmark	1999
Karen Dunne	90	1848	United States	1999
Rikke Sandhøj Olsen	91	1848	Denmark	1999
Ruth Martinez	92	1848	Spain	1999
Gabriela Gonzalez	93	1848	Mexico	1999
