name	result	time_in_seconds	nationality	year
Jeannie Longo	1	2116	France	1996
Catherine Marsal	2	49	France	1996
Alessandra Cappellotto	3	54	Italy	1996
Zulfiya Zabirova	4	75	Kazakhstan	1996
Clara Hughes	5	85	Canada	1996
Marion Clignet	6	89	France	1996
Linda Jackson	7	107	Canada	1996
Gabriella Pregnolato	8	108	Italy	1996
Hanka Kupfernagel	9	113	Germany	1996
Barbara Heeb	10	123	Switzerland	1996
Mari Holden	11	140	United States	1996
Tea Vikstedt-Nyman	12	147	Finland	1996
Natalja Boubentchikova	13	148	Russia	1996
Rasa Polikeviciute	14	163	Lithuania	1996
Lenka Ilavska	15	164	Slovakia	1996
Yvonne McGregor	16	165	Great Britain	1996
Diana Rast	17	167	Switzerland	1996
Jolanta Polikeviciute	18	177	Lithuania	1996
Karen Kurreck	19	185	United States	1996
Joane Somarriba	20	187	Spain	1996
Tamara Polyakova	21	200	Ukraine	1996
Jenny Algelid-Bengtsson	22	210	Sweden	1996
Ingunn Bollerud	23	217	Norway	1996
Izasqun Bengoa	24	221	Spain	1996
Zinaida Stahurskaya	25	230	Belarus	1996
Vera Hohlfeld	26	255	Germany	1996
Anke Erlank	27	273	South Africa	1996
Miluse Flaskova Glave	28	276	Czech Republic	1996
Valentina Karpenko	29	303	Ukraine	1996
Meike de Bruijn	30	318	Netherlands	1996
Jenny Derham	31	353	Great Britain	1996
Willeke van der Weide	32	367	Netherlands	1996
Elena Malinovskaia	33	394	Belarus	1996
