name	result	time_in_seconds	nationality	year
Alex Zulle	1	2893	Switzerland	1996
Chris Boardman	2	40	Great Britain	1996
Tony Rominger	3	42	Switzerland	1996
Daniele Nardello	4	62	Italy	1996
Andrea Peron	5	94	Italy	1996
Uwe Peschel	6	97	Germany	1996
Juan Carlos Dominguez	7	113	Spain	1996
Abraham Olano	8	116	Spain	1996
Viatcheslav Ekimov	9	143	Russia	1996
Neil Stephens	10	155	Australia	1996
Michael Andersson	11	155	Sweden	1996
Michael Rich	12	215	Germany	1996
Tomasz Brozyna	13	217	Poland	1996
Michael Blaudzun	14	224	Denmark	1996
Christophe Moreau	15	233	France	1996
Marc Streel	16	245	Belgium	1996
Christophe Bassons	17	264	France	1996
Valter Bonca	18	271	Slovenia	1996
Dariusz Baranowski	19	273	Poland	1996
Jan Karlsson	20	276	Sweden	1996
Erik Dekker	21	293	Netherlands	1996
Bert Roesems	22	314	Belgium	1996
Tyler Hamilton	23	317	United States	1996
Christopher Newton	24	327	Great Britain	1996
Frantisek Trkal	25	335	Czech Republic	1996
Robert Pintaric	26	345	Slovenia	1996
Eric Wohlberg	27	345	Canada	1996
Andrey Mizurov	28	361	Kazakhstan	1996
Ruslan Ivanov	29	380	Moldova	1996
Jan Valach	30	402	Slovakia	1996
Alexei Sivakov	31	410	Russia	1996
Emilio Carricondo	32	462	Argentina	1996
Miroslav Liptak	33	464	Slovakia	1996
Lubos Lom	34	509	Czech Republic	1996
Ruben Antonio Pegorin	35	573	Argentina	1996
Mikos Rnjakovic	36	579	Yugoslavia	1996
Kahka Okidadze	37	628	Georgia	1996
Besnik Musaj	38	645	Albania	1996
Ardian Uka	39	827	Albania	1996
Christian Kouyoumdijan	40	871	Lebanon	1996
Joona Laukka	DNS	0	Finland	1996
