name	result	time_in_seconds	nationality	year
Tony Martin	1	3223	Germany	2011
Bradley Wiggins	2	76	Great Britain	2011
Fabian Cancellara	3	81	Switzerland	2011
Bert Grabsch	4	92	Germany	2011
Jack Bobridge	5	134	Australia	2011
Richie Porte	6	150	Australia	2011
David Millar	7	166	Great Britain	2011
Lieuwe Westra	8	199	Netherlands	2011
Alexandr Dyachenko	9	200	Kazakhstan	2011
Jakob Fuglsang	10	211	Denmark	2011
Jonathan Castroviejo	11	215	Spain	2011
Gustav Erik Larsson	12	215	Sweden	2011
Svein Tuft	13	216	Canada	2011
Janez Brajkovic	14	225	Slovenia	2011
Taylor Phinney	15	233	United States	2011
Andrew Talansky	16	238	United States	2011
Nelson Oliveira	17	255	Portugal	2011
Jesse Sergent	18	267	New Zealand	2011
Jack Bauer	19	267	New Zealand	2011
Stef Clement	20	274	Netherlands	2011
Frantisek Rabon	21	280	Czech Republic	2011
Laszlo Bodrogi	22	282	France	2011
Vasil Kiryienka	23	283	Belarus	2011
Adriano Malori	24	287	Italy	2011
Mikhail Ignatiev	25	288	Russia	2011
Marco Pinotti	26	288	Italy	2011
David McCann	27	294	Ireland	2011
Ignatas Konovalovas	28	301	Lithuania	2011
Dominique Cornu	29	302	Belgium	2011
Ioannis Tamouridis	30	308	Greece	2011
Eugen Wacker	31	311	Kyrgyzstan	2011
Gediminas Bagdonas	32	319	Lithuania	2011
Ivan Mauricio Casas	33	321	Colombia	2011
Carlos Ivan Oyarzun	34	323	Chile	2011
Leandro Carlos Messineo	35	324	Argentina	2011
Dmitriy Gruzdev	36	330	Kazakhstan	2011
Alexander Wetterhall	37	335	Sweden	2011
Matej Jurco	38	338	Slovakia	2011
Jesus Herrada	39	340	Spain	2011
Martin Kohler	40	344	Switzerland	2011
Vladimir Gusev	41	350	Russia	2011
Dimitri Champion	42	351	France	2011
Reidar Bohlin Borgersen	43	355	Norway	2011
Matias Medici	44	357	Argentina	2011
Robert Vrecer	45	365	Slovenia	2011
Rafaa Chtioui	46	370	Tunisia	2011
Michael Mørkøv	47	371	Denmark	2011
Micha? Kwiatkowski	48	374	Poland	2011
Rui Costa	49	378	Portugal	2011
Thomas De Gendt	50	389	Belgium	2011
Winner Anacona	51	389	Colombia	2011
Oleksandr Kvachuk	52	391	Ukraine	2011
Matti Helminen	53	404	Finland	2011
Tomas Aurelio Gil Martinez	54	413	Venezuela	2011
Maciej Bodnar	55	416	Poland	2011
Vitaliy Popkov	56	427	Russia	2011
Jiri Hudecek	57	448	Czech Republic	2011
Pavol Polievka	58	460	Slovakia	2011
Frekalsi Debesay	59	493	Eritrea	2011
David Albos Cavaliere	60	579	Andorra	2011
Tyron Giorgieri	61	679	Italy	2011
Simone Zignoli	62	1064	Albania	2011
