name	result	time_in_seconds	nationality	year
Mark Cavendish	1	20427	Great Britain	2011
Matthew Goss	2	0	Australia	2011
Andre Greipel	3	0	Germany	2011
Fabian Cancellara	4	0	Switzerland	2011
Jurgen Roelandts	5	0	Belgium	2011
Romain Feillu	6	0	France	2011
Borut Bozic	7	0	Slovenia	2011
Edvald Boasson Hagen	8	0	Norway	2011
Oscar Freire	9	0	Spain	2011
Tyler Farrar	10	0	United States	2011
Denis Galimzyanov	11	0	Russia	2011
Peter Sagan	12	0	Slovakia	2011
Anthony Ravard	13	0	France	2011
Daniele Bennati	14	0	Italy	2011
Rui Costa	15	0	Portugal	2011
Manuel Antonio Leal Cardoso	16	0	Portugal	2011
Philippe Gilbert	17	0	Belgium	2011
Michael Mørkøv	18	0	Denmark	2011
David Veilleux	19	0	Canada	2011
Grega Bole	20	0	Slovenia	2011
Pim Ligthart	21	0	Netherlands	2011
Aleksejs Saramotins	22	0	Latvia	2011
Denys Kostyuk	23	0	Ukraine	2011
Taylor Phinney	24	0	United States	2011
Gediminas Bagdonas	25	0	Lithuania	2011
Jakob Fuglsang	26	0	Denmark	2011
Yauheni Hutarovich	27	0	Belarus	2011
Marek Rutkiewicz	28	0	Poland	2011
Lars Boom	29	0	Netherlands	2011
Takashi Miyazawa	30	0	Japan	2011
Micha? Kwiatkowski	31	0	Poland	2011
Lars Ytting Bak	32	0	Denmark	2011
Aleksandr Kuschynski	33	0	Belarus	2011
Matija Kvasina	34	0	Croatia	2011
Johnny Hoogerland	35	0	Netherlands	2011
Matt Brammeier	36	0	Ireland	2011
Yoann Offredo	37	0	France	2011
Maciej Paterski	38	0	Poland	2011
Thomas Lofkvist	39	0	Sweden	2011
Sacha Modolo	40	0	Italy	2011
Andre Cardoso	41	0	Portugal	2011
Heinrich Haussler	42	0	Australia	2011
Nicki Sørensen	43	0	Denmark	2011
Maarten Tjallingii	44	0	Netherlands	2011
Gorazd Stangelj	45	0	Slovenia	2011
Thomas Rohregger	46	0	Austria	2011
Gabriel Rasch	47	0	Norway	2011
Nick Nuyens	48	0	Belgium	2011
Juan Jose Haedo	49	0	Argentina	2011
Janez Brajkovic	50	0	Slovenia	2011
Nicolas Roche	51	0	Ireland	2011
