name	result	time_in_seconds	nationality	year
Janek Tombak	57	500	Estonia	2000
Mirko Celestino	58	500	Italy	2000
Jaan Kirsipuu	59	500	Estonia	2000
Maarten den Bakker	60	694	Netherlands	2000
Harald Morscher	61	694	Austria	2000
Michael Steen Nielsen	62	694	Denmark	2000
Rolf Sørensen	63	694	Denmark	2000
Roberto Laiseka	64	694	Spain	2000
Bert Dietz	65	694	Germany	2000
Christopher Jenner	66	740	New Zealand	2000
Ralf Grabsch	67	740	Germany	2000
Dominique Perras	68	740	Canada	2000
Gerrit Glomser	69	740	Austria	2000
Bjørnar Vestøl	70	740	Norway	2000
Danny Jonasson	71	740	Denmark	2000
Glenn Magnusson	72	740	Sweden	2000
Tom Leaper	73	740	Australia	2000
Oleg Kozlitine	74	740	Kazakhstan	2000
Gerhard Trampusch	75	740	Austria	2000
Marcus Ljungqvist	76	740	Sweden	2000
Aart Vierhouten	77	740	Netherlands	2000
Steven de Jongh	78	740	Netherlands	2000
Oleg Zhukov	79	740	Russia	2000
Charles Wegelius	80	740	Great Britain	2000
Christophe Mengin	81	740	France	2000
Kam-Po Wong	82	740	Hongkong	2000
Jorg Ludewig	83	740	Germany	2000
Pierre Bourquenoud	84	740	Switzerland	2000
Ruslan Ivanov	85	740	Moldova	2000
Karsten Kroon	86	740	Netherlands	2000
Dmitriy Fofonov	87	740	Kazakhstan	2000
Grischa Niermann	88	740	Germany	2000
Jan Schaffrath	89	740	Germany	2000
Patrice Halgand	90	740	France	2000
Ondrej Sosenka	91	740	Czech Republic	2000
Jens Voigt	92	740	Germany	2000
Milan Kadlec	93	740	Czech Republic	2000
Wilfried Peeters	94	740	Belgium	2000
Max van Heeswijk	95	740	Netherlands	2000
Alexei Sivakov	96	740	Russia	2000
Artour Babaitsev	97	740	Russia	2000
Carlos Sastre	98	740	Spain	2000
Rik Verbrugghe	99	740	Belgium	2000
Thierry Marichal	100	740	Belgium	2000
Stuart O'Grady	101	740	Australia	2000
Serguei Smetanine	102	1018	Russia	2000
Serguei Lelekin	103	1018	Russia	2000
Martin Bo Johansson	104	1018	Sweden	2000
Matthe Pronk	105	1018	Netherlands	2000
Michael Barry	106	1018	Canada	2000
Vladimir Miholjevic	107	1018	Croatia	2000
Ruslan Pidgornyy	108	1018	Ukraine	2000
Thor Hushovd	109	1018	Norway	2000
Jay Sweet	DNF	0	Australia	2000
Tayeb Braikia	DNF	0	Denmark	2000
Lars Michaelsen	DNF	0	Denmark	2000
Allan Johansen	DNF	0	Denmark	2000
Frank Høj	DNF	0	Denmark	2000
Jacob Moe Rasmussen	DNF	0	Denmark	2000
Kai Hundertmarck	DNF	0	Germany	2000
Matthias Kessler	DNF	0	Germany	2000
Michael Andersson	DNF	0	Sweden	2000
Sergey Belousov	DNF	0	Kazakhstan	2000
Danny Pate	DNF	0	United States	2000
Antonio Cruz	DNF	0	United States	2000
Fred Rodriguez	DNF	0	United States	2000
Vladimir Duma	DNF	0	Ukraine	2000
Serhiy Honchar	DNF	0	Ukraine	2000
Marcel Strauss	DNF	0	Switzerland	2000
Roger Beuchat	DNF	0	Switzerland	2000
Laurent Dufaux	DNF	0	Switzerland	2000
Robert Hunter	DNF	0	South Africa	2000
Raivis Belohvosciks	DNF	0	Latvia	2000
Arvis Piziks	DNF	0	Latvia	2000
Gordon McCauley	DNF	0	New Zealand	2000
Kazimierz Stafiej	DNF	0	Poland	2000
Piotr Przydzia?	DNF	0	Poland	2000
Piotr Chmielewski	DNF	0	Poland	2000
Robert Radosz	DNF	0	Poland	2000
Jaroslaw Ryszewski	DNF	0	Poland	2000
Lubomir Kejval	DNF	0	Czech Republic	2000
Eladio Jimenez	DNF	0	Spain	2000
Jon Odriozola	DNF	0	Spain	2000
Rafael Diaz	DNF	0	Spain	2000
Jose Enrique Gutierrez	DNF	0	Spain	2000
Haimar Zubeldia	DNF	0	Spain	2000
Alessandro Petacchi	DNF	0	Italy	2000
Danilo Di Luca	DNF	0	Italy	2000
Gilles Bouvard	DNF	0	France	2000
Christophe Moreau	DNF	0	France	2000
Frederic Finot	DNF	0	France	2000
Walter Beneteau	DNF	0	France	2000
Laurent Jalabert	DNF	0	France	2000
Dmitri Konychev	DNF	0	Russia	2000
Addy Engels	DNF	0	Netherlands	2000
Jans Koerts	DNF	0	Netherlands	2000
Leon van Bon	DNF	0	Netherlands	2000
Tristan Hoffman	DNF	0	Netherlands	2000
Michel Vanhaecke	DNF	0	Belgium	2000
Christian Poos	DNF	0	Luxembourg	2000
Morten Sonne	DNS	0	Denmark	2000
Mark Lovatt	DNS	0	Great Britain	2000
