name	result	time_in_seconds	nationality	year
Katheryn Curi-Mattis	DNF	0	United States	2008
Irene van den Broek	DNF	0	Netherlands	2008
Andrea Thurig	DNF	0	Switzerland	2008
Monica Holler	DNF	0	Sweden	2008
Emma Rickards	DNF	0	Australia	2008
Karin Thurig	DNF	0	Switzerland	2008
Gema Pascual	DNF	0	Spain	2008
Iosune Murillo	DNF	0	Spain	2008
Katarina Uhlarikova	DNF	0	Slovakia	2008
Christine Majerus	DNF	0	Luxembourg	2008
Eva Lechner	DNF	0	Italy	2008
Louise Moriarty	DNF	0	Ireland	2008
Nathalie Lamborelle	DNF	0	Luxembourg	2008
Karin Aune	DNF	0	Sweden	2008
Yolandi Du Toit	DNF	0	South Africa	2008
Cherise Willeit	DNF	0	South Africa	2008
Natalie Bates	DNF	0	Australia	2008
Mariya Kireyeva	DNF	0	Kazakhstan	2008
Yulia Blindyuk	DNF	0	Russia	2008
Emilia Fahlin	DNF	0	Sweden	2008
Anita Valen	DNF	0	Norway	2008
Laura Lepasalu	DNF	0	Estonia	2008
Brooke Miller	DNF	0	United States	2008
Regina Bruins	DNF	0	Netherlands	2008
Janildes Fernandes Silva	DNF	0	Brazil	2008
Uenia Fernandes Souza	DNF	0	Brazil	2008
Hanna Talkanitsa	DNF	0	Belarus	2008
Marie Lindberg	DNF	0	Sweden	2008
