name	result	time_in_seconds	nationality	year
Bert Grabsch	1	3121	Germany	2008
Svein Tuft	2	43	Canada	2008
David Zabriskie	3	52	United States	2008
Levi Leipheimer	4	66	United States	2008
Gustav Erik Larsson	5	66	Sweden	2008
Stijn Devolder	6	76	Belgium	2008
Tony Martin	7	76	Germany	2008
Janez Brajkovic	8	85	Slovenia	2008
David Millar	9	85	Great Britain	2008
Sylvain Chavanel	10	86	France	2008
Vladimir Gusev	11	87	Russia	2008
Michael Rogers	12	93	Australia	2008
Marco Pinotti	13	94	Italy	2008
Manuel Quinziato	14	97	Italy	2008
Serhiy Honchar	15	98	Ukraine	2008
Jose Ivan Gutierrez	16	114	Spain	2008
Matej Jurco	17	118	Slovakia	2008
Vasil Kiryienka	18	131	Belarus	2008
Lars Ytting Bak	19	143	Denmark	2008
Fredrik Ericsson	20	147	Sweden	2008
Edvald Boasson Hagen	21	149	Norway	2008
Stef Clement	22	151	Netherlands	2008
Eugen Wacker	23	154	Kyrgyzstan	2008
Michael Blaudzun	24	161	Denmark	2008
Steve Cummings	25	175	Great Britain	2008
Mikhail Ignatiev	26	176	Russia	2008
Andrei Kunitski	27	189	Belarus	2008
?ukasz Bodnar	28	192	Poland	2008
Rein Taaramae	29	200	Estonia	2008
Rubens Bertogliati	30	201	Switzerland	2008
Tanel Kangert	31	210	Estonia	2008
Ruben Plaza	32	210	Spain	2008
Leif Hoste	33	211	Belgium	2008
Adam Hansen	34	230	Australia	2008
Gregor Gazvoda	35	238	Slovenia	2008
Maciej Bodnar	36	241	Poland	2008
Ignatas Konovalovas	37	241	Lithuania	2008
Frantisek Rabon	38	241	Czech Republic	2008
Felix Rafael Cardenas	39	252	Colombia	2008
Sergiy Matveyev	40	259	Ukraine	2008
Thomas Frei	41	265	Switzerland	2008
Jerome Coppel	42	266	France	2008
Ruslan Ivanov	43	268	Moldova	2008
Muradjan Halmuratov	44	272	Uzbekistan	2008
Roman Kireyev	45	272	Kazakhstan	2008
Raivis Belohvosciks	46	275	Latvia	2008
Andrey Zeits	47	297	Kazakhstan	2008
Henry Raabe	48	300	Costa Rica	2008
Benoit Joachim	49	307	Luxembourg	2008
Robert Nagy	50	338	Slovakia	2008
Dan Craven	51	339	Namibia	2008
Matti Helminen	52	341	Finland	2008
Vladimir Tuychiev	53	346	Uzbekistan	2008
Zoltan Madaras	54	393	Hungary	2008
Esad Hasanovic	55	437	Serbia	2008
Gabriel Sorin Pop	56	505	Romania	2008
George Anghelache	57	523	Romania	2008
Juan Mauricio Soler	DNS	0	Colombia	2008
